@relation pc3-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute c {FALSE,TRUE}

@data
0.051948,0.032313,0.333333,0.047619,0.025641,0.020906,0.036913,0.211382,0.021053,0.4,0.057143,0.408163,0.037331,0,0,0.052632,0,0.030948,0.101732,0.003048,0.01454,0.022907,0.015,0.003048,0.01464,0.061224,0.020761,0.020906,0.037461,0.110553,0.024658,0.02165,0.057179,0.373134,0.057303,0.09059,0.05508,FALSE
0.12987,0.013605,0.083333,0.02381,0.076923,0.010453,0.013423,0.203252,0.007018,0.6,0.028571,0.591837,0.012708,0.057971,1,0.022032,0,0.024077,0.054637,0.000684,0.006139,0.010933,0.035,0.000684,0.006117,1,0.013841,0.010453,0.012487,0.065327,0.011955,0.010199,0.031766,0.223881,0.039326,0.298063,0.023256,FALSE
0.051948,0.003401,0.125,0,0,0.003484,0.003356,0.260163,0.003509,0.4,0.014286,1,0.004766,0,0,0.007344,0.285714,0.015389,0.021342,0.000067,0.001616,0.003436,0.085,0.000067,0.001527,0.489796,0.00346,0.003484,0.005203,0.085427,0.003736,0.003221,0.012706,0.104478,0.011236,0,0.007344,FALSE
0.116883,0,0,0.095238,0.051282,0,0,0.03252,0,0,0,1,0,0,0,0.019584,0.428571,0.047816,0.05389,0.001322,0.011955,0.021241,0.035,0.001322,0.011982,1,0,0,0,0.01005,0.024907,0.018608,0.041931,0.134328,0.037079,0.354801,0.02448,FALSE
0.012987,0.017007,0.208333,0.02381,0,0.015679,0.016779,0.227642,0.014035,0.45,0.028571,0.489796,0.01668,0,0,0.02448,0.142857,0.020306,0.069541,0.000934,0.006462,0.011662,0.025,0.000934,0.006564,0.153061,0.017301,0.015679,0.016649,0.125628,0.01071,0.012346,0.027954,0.283582,0.024719,0.050671,0.025704,FALSE
0.025974,0.006803,0.041667,0,0,0.006969,0.006711,0.178862,0.007018,0.4,0,0.316327,0.008737,0,0,0.015912,0.142857,0.012074,0.057411,0.000379,0.003231,0.006456,0.03,0.000379,0.003227,0.316327,0.00692,0.006969,0.009365,0.090452,0.007472,0.005726,0.016518,0.19403,0.016854,0,0.015912,FALSE
0.038961,0.006803,0.125,0,0.102564,0.006969,0.006711,0.105691,0.007018,0.4,0,0.316327,0.009531,0,0,0.025704,0,0.027464,0.052289,0.000715,0.006785,0.011454,0.035,0.000715,0.006678,0.316327,0.00692,0.006969,0.010406,0.040201,0.012204,0.010914,0.038119,0.253731,0.035955,0.293698,0.025704,FALSE
0,0,0,0,0,0,0,0.105691,0,0,0,1,0,0,0,0.008568,0.285714,0.00846,0.021805,0.000038,0.000969,0.002291,0.08,0.000038,0.000857,1,0,0,0,0.060302,0.001743,0.002684,0.005083,0.089552,0.007865,0,0.008568,FALSE
0.155844,0,0.083333,0,0.153846,0,0,0.130081,0,0,0,1,0.002383,0,0,0.007344,0,0.010909,0.017785,0.000033,0.000969,0.002187,0.1,0.000033,0.000902,1,0,0,0.003122,0.01005,0.002491,0.001968,0.008895,0.089552,0.033708,0.709708,0.007344,FALSE
0.012987,0.003401,0.083333,0,0,0.003484,0.003356,0.260163,0.003509,0.4,0.014286,1,0.003971,0,0,0.007344,0,0.012869,0.037349,0.000171,0.002262,0.004894,0.05,0.000171,0.002235,0.489796,0.00346,0.003484,0.004162,0.120603,0.003487,0.005904,0.010165,0.164179,0.007865,0,0.007344,FALSE
0,0.006803,0.083333,0,0,0.006969,0.006711,0.601626,0.007018,0.4,0.028571,1,0.007149,0.028986,1,0.004896,0,0.008212,0.02401,0.000045,0.000969,0.002291,0.075,0.000045,0.000917,1,0.00692,0.006969,0.007284,0.296482,0.001494,0.002863,0.005083,0.119403,0.004494,0,0.004896,FALSE
0.194805,0.003401,0.166667,0.02381,0.025641,0.003484,0.003356,0.154472,0.003509,0.4,0.014286,1,0.00556,0,0,0.011016,0,0.013774,0.016007,0.000034,0.000969,0.002499,0.11,0.000034,0.001025,0.489796,0.00346,0.003484,0.006243,0.030151,0.002242,0.002684,0.008895,0.089552,0.030337,0.266127,0.01224,FALSE
0.051948,0.017007,0.208333,0,0,0.015679,0.016779,0.260163,0.014035,0.45,0.042857,0.663265,0.019857,0.043478,0.6,0.022032,0.714286,0.022749,0.045282,0.000444,0.004847,0.00885,0.04,0.000444,0.004789,0.663265,0.017301,0.015679,0.020812,0.060302,0.009963,0.008052,0.027954,0.19403,0.049438,0,0.022032,FALSE
0,0,0.041667,0,0,0,0,0.04878,0,0,0,1,0.000794,0,0,0.01836,0.285714,0.022573,0.06545,0.00092,0.006785,0.014577,0.025,0.00092,0.00687,1,0,0,0.001041,0.025126,0.017186,0.012704,0.01906,0.104478,0.016854,0,0.01836,FALSE
0.012987,0,0.083333,0,0,0,0,0.260163,0,0,0,1,0.001589,0,0,0.003672,0,0.011351,0.007114,0.000005,0.000323,0.001041,0.25,0.000005,0.000376,1,0,0,0.002081,0.095477,0.001245,0.000895,0.006353,0.044776,0.004494,0,0.003672,FALSE
0.168831,0.013605,0.125,0.02381,0,0.013937,0.013423,0.154472,0.014035,0.4,0.014286,0.387755,0.015091,0,0,0.029376,0.285714,0.017187,0.065557,0.000703,0.00517,0.009475,0.025,0.000703,0.005238,0.183673,0.013841,0.013937,0.015609,0.060302,0.01071,0.008588,0.026684,0.253731,0.042697,0.04258,0.0306,FALSE
0.038961,0,0.083333,0,0,0,0,0.260163,0,0,0,1,0.001589,0,0,0.003672,0,0.010003,0.01245,0.000015,0.000646,0.001458,0.145,0.000015,0.000579,1,0,0,0.002081,0.065327,0.001245,0.00161,0.006353,0.089552,0.006742,0,0.003672,FALSE
0.012987,0.003401,0.041667,0,0,0.003484,0.003356,0.154472,0.003509,0.4,0.014286,1,0.004766,0,0,0.01224,0.142857,0.024807,0.023121,0.000126,0.002585,0.005519,0.075,0.000126,0.002667,0.489796,0.00346,0.003484,0.005203,0.080402,0.006476,0.004831,0.02033,0.104478,0.01236,0,0.01224,FALSE
0.090909,0.010204,0.166667,0.047619,0.025641,0.013937,0.010067,0.162602,0.014035,0.4,0.042857,1,0.012708,0,0,0.020808,0.142857,0.013611,0.065806,0.000561,0.0042,0.007809,0.025,0.000561,0.004165,0.234694,0.013841,0.013937,0.013528,0.050251,0.009215,0.006799,0.021601,0.238806,0.041573,0.202789,0.023256,FALSE
0.025974,0.006803,0.041667,0,0,0.006969,0.006711,0.211382,0.007018,0.4,0.014286,0.663265,0.006354,0,0,0.013464,0.428571,0.013709,0.02522,0.000083,0.001616,0.003332,0.07,0.000083,0.001608,0.316327,0.00692,0.006969,0.006243,0.100503,0.003238,0.0034,0.013977,0.164179,0.014607,0,0.013464,TRUE
0.077922,0.003401,0.041667,0,0,0.003484,0.003356,0.138211,0.003509,0.4,0,0.489796,0.004766,0,0,0.013464,0,0.0186,0.037918,0.000254,0.003231,0.00656,0.045,0.000254,0.003278,0.489796,0.00346,0.003484,0.005203,0.050251,0.007721,0.005726,0.02033,0.149254,0.019101,0,0.013464,FALSE
0.168831,0.013605,0.125,0.02381,0.320513,0.012195,0.013423,0.333333,0.010526,0.466,0,0.183673,0.012708,0,0,0.013464,0,0.018151,0.030698,0.000163,0.002585,0.005102,0.06,0.000163,0.002589,0.183673,0.013841,0.012195,0.012487,0.045226,0.005729,0.004652,0.02033,0.164179,0.05618,0.748031,0.014688,FALSE
0.025974,0.040816,0,0.309524,0,0.041812,0.040268,0.699187,0.042105,0.4,0,0.061224,0.038125,0,0,0.002448,0.142857,0.066552,0.02554,0.000413,0.007754,0.014057,0.07,0.000413,0.0079,0.061224,0.041522,0.041812,0.037461,0.356784,0.015193,0.01324,0.043202,0.104478,0.019101,0.92261,0.01836,TRUE
0.012987,0.006803,0.041667,0,0,0.006969,0.006711,0.300813,0.007018,0.4,0,0.316327,0.007149,0,0,0.009792,0.142857,0.008759,0.04425,0.000163,0.001939,0.003748,0.04,0.000163,0.001803,0.316327,0.00692,0.006969,0.007284,0.145729,0.003985,0.003578,0.011436,0.19403,0.010112,0,0.009792,FALSE
0.051948,0,0.125,0,0.076923,0,0,0.097561,0,0,0,1,0.003177,0,0,0.009792,0,0.015774,0.017785,0.000047,0.001292,0.003124,0.1,0.000047,0.001305,1,0,0,0.004162,0.020101,0.003736,0.002684,0.011436,0.074627,0.020225,0.456249,0.009792,FALSE
