@relation kc1-class-level-numericdefect-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute PERCENT_PUB_DATA numeric
@attribute ACCESS_TO_PUB_DATA numeric
@attribute COUPLING_BETWEEN_OBJECTS numeric
@attribute DEPTH numeric
@attribute LACK_OF_COHESION_OF_METHODS numeric
@attribute NUM_OF_CHILDREN numeric
@attribute DEP_ON_CHILD numeric
@attribute FAN_IN numeric
@attribute RESPONSE_FOR_CLASS numeric
@attribute WEIGHTED_METHODS_PER_CLASS numeric
@attribute minLOC_BLANK numeric
@attribute minBRANCH_COUNT numeric
@attribute minLOC_CODE_AND_COMMENT numeric
@attribute minLOC_COMMENTS numeric
@attribute minCYCLOMATIC_COMPLEXITY numeric
@attribute minDESIGN_COMPLEXITY numeric
@attribute minESSENTIAL_COMPLEXITY numeric
@attribute minLOC_EXECUTABLE numeric
@attribute minHALSTEAD_CONTENT numeric
@attribute minHALSTEAD_DIFFICULTY numeric
@attribute minHALSTEAD_EFFORT numeric
@attribute minHALSTEAD_ERROR_EST numeric
@attribute minHALSTEAD_LENGTH numeric
@attribute minHALSTEAD_LEVEL numeric
@attribute minHALSTEAD_PROG_TIME numeric
@attribute minHALSTEAD_VOLUME numeric
@attribute minNUM_OPERANDS numeric
@attribute minNUM_OPERATORS numeric
@attribute minNUM_UNIQUE_OPERANDS numeric
@attribute minNUM_UNIQUE_OPERATORS numeric
@attribute minLOC_TOTAL numeric
@attribute maxLOC_BLANK numeric
@attribute maxBRANCH_COUNT numeric
@attribute maxLOC_CODE_AND_COMMENT numeric
@attribute maxLOC_COMMENTS numeric
@attribute maxCYCLOMATIC_COMPLEXITY numeric
@attribute maxDESIGN_COMPLEXITY numeric
@attribute maxESSENTIAL_COMPLEXITY numeric
@attribute maxLOC_EXECUTABLE numeric
@attribute maxHALSTEAD_CONTENT numeric
@attribute maxHALSTEAD_DIFFICULTY numeric
@attribute maxHALSTEAD_EFFORT numeric
@attribute maxHALSTEAD_ERROR_EST numeric
@attribute maxHALSTEAD_LENGTH numeric
@attribute maxHALSTEAD_LEVEL numeric
@attribute maxHALSTEAD_PROG_TIME numeric
@attribute maxHALSTEAD_VOLUME numeric
@attribute maxNUM_OPERANDS numeric
@attribute maxNUM_OPERATORS numeric
@attribute maxNUM_UNIQUE_OPERANDS numeric
@attribute maxNUM_UNIQUE_OPERATORS numeric
@attribute maxLOC_TOTAL numeric
@attribute avgLOC_BLANK numeric
@attribute avgBRANCH_COUNT numeric
@attribute avgLOC_CODE_AND_COMMENT numeric
@attribute avgLOC_COMMENTS numeric
@attribute avgCYCLOMATIC_COMPLEXITY numeric
@attribute avgDESIGN_COMPLEXITY numeric
@attribute avgESSENTIAL_COMPLEXITY numeric
@attribute avgLOC_EXECUTABLE numeric
@attribute avgHALSTEAD_CONTENT numeric
@attribute avgHALSTEAD_DIFFICULTY numeric
@attribute avgHALSTEAD_EFFORT numeric
@attribute avgHALSTEAD_ERROR_EST numeric
@attribute avgHALSTEAD_LENGTH numeric
@attribute avgHALSTEAD_LEVEL numeric
@attribute avgHALSTEAD_PROG_TIME numeric
@attribute avgHALSTEAD_VOLUME numeric
@attribute avgNUM_OPERANDS numeric
@attribute avgNUM_OPERATORS numeric
@attribute avgNUM_UNIQUE_OPERANDS numeric
@attribute avgNUM_UNIQUE_OPERATORS numeric
@attribute avgLOC_TOTAL numeric
@attribute sumLOC_BLANK numeric
@attribute sumBRANCH_COUNT numeric
@attribute sumLOC_CODE_AND_COMMENT numeric
@attribute sumLOC_COMMENTS numeric
@attribute sumCYCLOMATIC_COMPLEXITY numeric
@attribute sumDESIGN_COMPLEXITY numeric
@attribute sumESSENTIAL_COMPLEXITY numeric
@attribute sumLOC_EXECUTABLE numeric
@attribute sumHALSTEAD_CONTENT numeric
@attribute sumHALSTEAD_DIFFICULTY numeric
@attribute sumHALSTEAD_EFFORT numeric
@attribute sumHALSTEAD_ERROR_EST numeric
@attribute sumHALSTEAD_LENGTH numeric
@attribute sumHALSTEAD_LEVEL numeric
@attribute sumHALSTEAD_PROG_TIME numeric
@attribute sumHALSTEAD_VOLUME numeric
@attribute sumNUM_OPERANDS numeric
@attribute sumNUM_OPERATORS numeric
@attribute sumNUM_UNIQUE_OPERANDS numeric
@attribute sumNUM_UNIQUE_OPERATORS numeric
@attribute sumLOC_TOTAL numeric
@attribute NUMDEFECTS numeric

@data
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0,0,0,0,0,0,0,0,0.040091,0.027907,0.000054,0,0.004521,0.335,0.000054,0.001466,0.004673,0.004425,0.016667,0.081081,0,0,0,0,0,0,0,0,0,0.1085,0.0782,0.00042,0,0.02307,0.714032,0.000422,0.008158,0.018391,0.026012,0.040684,0.186529,0,0,0.001914,0,0,0.003503,0.004902,0.005814,0,0.006422,0.00283,0.000021,0,0.001164,0.061827,0.000021,0.000437,0.000901,0.001337,0.002198,0.006508,0.000694,0
0,0,0.5,0,0.55,0,0,0,0.108108,0.2,0,0,0,0,0,0,0,0.5,0.469341,0.8,0.509595,1,0.6,0.074627,0.508274,0.489274,0.166667,0.666667,0.2,0.8,0.333333,0.051724,0.113636,0.416667,0.068182,0.113636,0.113636,0,0.141221,0.142805,0.390698,0.028197,0.056818,0.081374,0.25,0.028197,0.056827,0.086449,0.085546,0.141667,0.486486,0.15331,0.049598,0.119008,0.208696,0.030315,0.11405,0.118681,0,0.163115,0.238675,0.426553,0.058389,0.115232,0.159184,0.268029,0.058389,0.114772,0.142759,0.169509,0.172399,0.550259,0.15669,0.02549,0.064115,0.140351,0.027559,0.073555,0.090686,0.055233,0.086035,0.094183,0.1029,0.019431,0.041389,0.053527,0.154722,0.019431,0.040945,0.046632,0.058072,0.062088,0.127983,0.092297,7
0,0,0.416667,0,0.88,0.4,0,0,0.103604,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0.155172,0.136364,0.083333,0.227273,0.136364,0.113636,0.24,0.183206,0.228426,0.361674,0.051314,0.109848,0.142857,0.5,0.051314,0.108267,0.126168,0.153392,0.208333,0.486486,0.222997,0.122752,0.06899,0.022684,0.173228,0.06899,0.080268,0.079251,0.134711,0.263729,0.217372,0.050967,0.107113,0.141661,0.418874,0.050968,0.107497,0.130735,0.14853,0.171139,0.340617,0.161075,0.072549,0.051675,0.017544,0.181102,0.06655,0.088235,0.098837,0.081712,0.11968,0.060304,0.019505,0.044244,0.05478,0.278068,0.019505,0.044102,0.04911,0.058518,0.070879,0.091106,0.108952,0
1,0,0.125,0,1,0.2,0,0,0.144144,0.32,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.746269,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0.111111,0,0,0,0,0,0,0,0,0.058168,0.037209,0.000138,0.003788,0.007233,0.5,0.000139,0.002836,0.007009,0.007375,0.025,0.108108,0.010453,0,0,0,0,0,0,0,0,0.104146,0.0782,0.000434,0.001473,0.022774,0.732979,0.000435,0.008017,0.016858,0.026493,0.037294,0.186529,0.018326,0,0.016268,0,0,0.029772,0.041667,0.049419,0,0.036987,0.016978,0.00013,0.000476,0.006892,0.380806,0.00013,0.002574,0.004956,0.008169,0.012088,0.039046,0.01492,0
0,0,0.166667,0,0,0,0,0,0.022523,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0.000904,0,0,0,0,0.001475,0,0.027027,0.04878,0,0,0,0,0,0,0,0,0,0,0,0,0.001065,0,0,0,0,0.001734,0,0.012435,0.111649,0,0.003828,0,0,0.007005,0.009804,0.011628,0,0,0,0,0,0.00009,0,0,0,0,0.000149,0,0.000723,0.016655,0
1,0,0.125,0,0.67,0,0,0,0.076577,0.17,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,0.134328,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0.051724,0.045455,0.25,0.045455,0.045455,0.045455,0,0.034351,0.284419,0.204651,0.005366,0.018939,0.034358,0.335,0.005366,0.020011,0.037383,0.035398,0.108333,0.297297,0.04878,0.020348,0.039669,0.208696,0.011549,0.039669,0.035165,0,0.071038,0.329001,0.19887,0.012626,0.058278,0.102573,0.451865,0.012625,0.063586,0.108506,0.098844,0.160703,0.319171,0.072741,0.007843,0.02488,0.105263,0.007874,0.035026,0.044118,0.040698,0.028102,0.09737,0.035981,0.003151,0.015699,0.025868,0.195632,0.003151,0.017013,0.026583,0.025397,0.043407,0.055676,0.034698,0
0,0,0,0,0,0.2,0,0,0.013514,0.03,0,0,0,0,0,0,0,0.75,0.880394,0.8,0.611593,1,0.9,0.119403,0.609929,0.733754,0.666667,0.833333,0.6,0.6,0.444444,0.017241,0.022727,0,0,0.022727,0,0,0.034351,0.094582,0.227907,0.006055,0.022727,0.036166,0.25,0.006055,0.02316,0.03972,0.033923,0.091667,0.378378,0.041812,0.025435,0.066116,0,0,0.066116,0,0,0.103825,0.253559,0.422278,0.03913,0.10596,0.150843,0.241563,0.039129,0.108503,0.16092,0.144509,0.223763,0.621762,0.101499,0.001961,0.005742,0,0,0.007005,0.004902,0.005814,0.008214,0.015008,0.01528,0.001953,0.005709,0.007608,0.020917,0.001953,0.005806,0.007885,0.007426,0.012088,0.021692,0.009022,0
0,0,0.416667,0,0.88,0,0,0,0.112613,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.034483,0.045455,0,0.022727,0.022727,0.022727,0,0.091603,0.184658,0.159442,0.008063,0.037879,0.05877,1,0.008063,0.038583,0.046729,0.066372,0.116667,0.324324,0.094077,0.028614,0.041322,0,0.007218,0.033058,0.043956,0,0.127732,0.315548,0.259319,0.025901,0.103754,0.14929,0.265986,0.025901,0.104794,0.133908,0.15896,0.207235,0.453368,0.126874,0.017647,0.041148,0,0.007874,0.054291,0.07598,0.06686,0.080847,0.149421,0.075069,0.010343,0.044719,0.06024,0.184251,0.010343,0.044863,0.052489,0.06535,0.08956,0.126537,0.091256,0
0,0,0.583333,0.5,0.97,0,0,0.333333,0.238739,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.103448,0.636364,0.083333,0.25,0.636364,0.636364,0.48,0.480916,0.440329,0.684093,0.353802,0.393939,0.469259,0.5,0.353801,0.394707,0.448598,0.482301,0.391667,0.486486,0.466899,0.079939,0.273908,0.074534,0.127859,0.273908,0.33281,0.144665,0.299766,0.449397,0.474933,0.25957,0.333017,0.387882,0.269982,0.25957,0.335835,0.386207,0.388935,0.360346,0.53886,0.306311,0.043137,0.130144,0.052632,0.122047,0.136602,0.178922,0.116279,0.166018,0.186202,0.1203,0.090699,0.125595,0.13695,0.163642,0.090699,0.125801,0.132462,0.139908,0.136264,0.131598,0.182859,7
0,0,0.458333,0,0.76,0,0,0,0.126126,0.28,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,0.074627,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0.068966,0.068182,0,0.25,0.068182,0.068182,0,0.09542,0.17637,0.338605,0.017727,0.041667,0.062387,0.335,0.017727,0.03995,0.060748,0.063422,0.116667,0.378378,0.135889,0.013626,0.060213,0,0.058774,0.056671,0.061225,0,0.09719,0.259584,0.246366,0.016737,0.065279,0.105907,0.3102,0.016737,0.066816,0.103448,0.107453,0.152566,0.388601,0.103312,0.009804,0.058373,0,0.074803,0.075306,0.098039,0.078488,0.071768,0.143407,0.083205,0.007798,0.032826,0.049857,0.250692,0.007798,0.033372,0.047308,0.051537,0.076923,0.126537,0.08848,8
1,0,0.916667,0,0.94,0,0,0,0.13964,0.31,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.044776,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0.111111,0.224138,0.340909,0.166667,0.227273,0.340909,0.340909,0.48,0.28626,0.42189,0.566326,0.118081,0.159091,0.195298,0.5,0.11808,0.159102,0.21028,0.185841,0.291667,0.621622,0.334495,0.105843,0.156758,0.033661,0.050292,0.156758,0.191422,0.122499,0.198837,0.3228,0.279316,0.10506,0.174321,0.210722,0.488856,0.105061,0.178285,0.204227,0.214805,0.239184,0.407154,0.201771,0.084314,0.122488,0.035088,0.070866,0.138354,0.183824,0.159884,0.162559,0.197437,0.104441,0.054191,0.09705,0.109828,0.437404,0.054191,0.098586,0.103402,0.114065,0.133516,0.146782,0.181471,32
0,0,0.166667,0.166667,0.84,0.2,0,0.666667,0.148649,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0.034483,0.090909,0,0,0.090909,0.045455,0,0.064885,0.103698,0.210791,0.005914,0.022727,0.035262,0.335,0.005914,0.022279,0.03972,0.036873,0.075,0.378378,0.066202,0.035218,0.106802,0,0,0.106802,0.101437,0,0.100883,0.169118,0.225937,0.016721,0.061131,0.092553,0.254134,0.016721,0.060337,0.096552,0.09004,0.126747,0.396971,0.092716,0.011765,0.038278,0,0,0.045534,0.053922,0.034884,0.034587,0.043378,0.035428,0.003617,0.014272,0.020229,0.095355,0.003617,0.013992,0.0205,0.02005,0.02967,0.060014,0.037127,0
1,0,0.833333,0.5,0.95,0,0,0.666667,0.382883,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.551724,0.340909,0,1,0.340909,0.295455,0.44,0.541985,0.730136,0.625116,0.302273,0.382576,0.409584,0.25,0.302273,0.382504,0.443925,0.387906,0.7,0.756757,0.763066,0.759584,0.540947,0,1,0.540947,0.617383,0.421174,0.917288,1,0.795575,0.685998,0.922336,0.928047,0.105603,0.685997,0.926445,0.987461,0.890699,1,0.893076,1,0.429412,0.249761,0,1,0.246935,0.303922,0.238372,0.532209,0.434068,0.211114,0.251116,0.364415,0.343269,0.067056,0.251116,0.363565,0.35481,0.33566,0.396154,0.228489,0.608952,42
0,0,0.625,0.5,0.9,0,0,0.333333,0.153153,0.19,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.586207,0.409091,0.75,0.295455,0.409091,0.340909,0.4,0.354962,0.440485,0.652651,0.204616,0.238636,0.286618,1,0.204616,0.239278,0.285047,0.287611,0.383333,0.621622,0.519164,1,0.62114,0.823798,0.496892,0.62114,0.673222,0.543638,0.824849,0.771533,0.799695,0.60695,0.771001,0.805585,0.217632,0.60695,0.77391,0.804356,0.806358,0.796554,0.883556,0.923511,0.488235,0.244976,0.526316,0.429134,0.23993,0.281863,0.25,0.413316,0.28923,0.18327,0.191882,0.263083,0.25734,0.119348,0.191882,0.262291,0.249606,0.262439,0.272527,0.195228,0.486121,6
0,0,0.5,0.333333,0.67,0,0,0.333333,0.148649,0.14,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.074627,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0,0.137931,0.193182,0.083333,0.136364,0.204545,0.204545,0.28,0.232824,0.280327,0.408372,0.068686,0.128788,0.164557,0.5,0.068686,0.12836,0.156542,0.169617,0.241667,0.513514,0.243902,0.163511,0.226682,0.037267,0.111361,0.233766,0.291994,0.249548,0.307963,0.364746,0.438328,0.137947,0.240302,0.292052,0.30373,0.137947,0.242518,0.274877,0.302849,0.292055,0.53738,0.296342,0.058824,0.073684,0.017544,0.070866,0.08056,0.107843,0.104651,0.113705,0.100752,0.074018,0.032134,0.060419,0.068743,0.122731,0.032134,0.060564,0.062852,0.072627,0.073626,0.087491,0.117974,0
0,0,0.625,1,0.78,0,0,0.666667,0.536036,0.07,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.333333,0.396552,0.272727,0,0.5,0.272727,0.25,0.4,0.427481,0.278307,0.805023,0.293903,0.280303,0.330018,0.075,0.293903,0.278602,0.292056,0.353982,0.325,0.72973,0.571429,0.553213,0.421488,0,0.562992,0.421488,0.428571,0.379747,0.663934,0.504346,0.837649,0.812927,0.675497,0.698758,0.063943,0.812926,0.672566,0.648276,0.730491,0.541609,0.792746,0.723183,0.056863,0.035407,0,0.102362,0.035026,0.039216,0.037791,0.070039,0.039804,0.040414,0.054105,0.048525,0.046992,0.007382,0.054105,0.047988,0.042352,0.050052,0.039011,0.036876,0.080153,11
0,0,0.416667,0.166667,0.46,0,0,0.333333,0.103604,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.086207,0.022727,0,0,0.022727,0.022727,0,0.057252,0.23516,0.151814,0.008396,0.045455,0.066908,1,0.008396,0.044433,0.07243,0.063422,0.15,0.243243,0.090592,0.106827,0.072727,0,0,0.072727,0.096703,0,0.142077,0.359888,0.279086,0.03072,0.121854,0.170719,0.373002,0.030719,0.12317,0.183908,0.162428,0.248174,0.414508,0.181853,0.041176,0.03445,0,0,0.043783,0.061275,0.040698,0.056204,0.106511,0.050494,0.007667,0.032826,0.043054,0.161489,0.007667,0.032956,0.045055,0.041735,0.067033,0.072307,0.079459,0
0,0,0.291667,0,0,0,0,0,0.067568,0.15,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.051724,0.068182,0,0.25,0.068182,0.045455,0.08,0.09542,0.317777,0.201302,0.017514,0.075758,0.100362,0.335,0.017514,0.074598,0.093458,0.10472,0.225,0.378378,0.146341,0.066131,0.066116,0,0.098163,0.066116,0.052747,0.040506,0.115847,0.315805,0.261882,0.028669,0.109491,0.147649,0.20817,0.028669,0.107034,0.133333,0.156647,0.205455,0.451814,0.14802,0.02549,0.032536,0,0.066929,0.042032,0.04902,0.052326,0.045828,0.093464,0.047382,0.007155,0.029496,0.037236,0.090126,0.007155,0.028639,0.032665,0.04025,0.055495,0.078814,0.065579,6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,0.746269,0.158392,0.252366,0.166667,0.5,0.2,0.6,0.111111,0,0,0,0,0,0,0,0,0.030042,0.037209,0.000071,0,0.004521,0.335,0.000071,0.001466,0.002336,0.0059,0.008333,0.108108,0.003484,0,0,0,0,0,0,0,0,0.095951,0.083413,0.000434,0,0.02236,0.677798,0.000435,0.007732,0.013793,0.027746,0.030513,0.198964,0.012687,0,0.003828,0,0,0.007005,0.009804,0.011628,0,0.009466,0.005031,0.000036,0,0.00188,0.097816,0.000036,0.00069,0.001126,0.002376,0.002747,0.011569,0.003123,0
0,0,0.75,0.166667,1,0.2,1,0.333333,0.171171,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.172414,0.340909,0.083333,0,0.340909,0.340909,0.32,0.312977,0.282296,0.514233,0.128196,0.189394,0.229656,0.5,0.128197,0.190232,0.228972,0.230088,0.325,0.594595,0.327526,0.127175,0.206612,0.043478,0,0.206612,0.263736,0.101266,0.258197,0.344855,0.317621,0.138204,0.198675,0.233363,0.434281,0.138204,0.198786,0.252874,0.221098,0.269533,0.404145,0.243176,0.039216,0.058373,0.017544,0,0.063047,0.085784,0.055233,0.081712,0.081649,0.045973,0.027595,0.042816,0.047082,0.150415,0.027595,0.042551,0.049561,0.045448,0.058242,0.056399,0.083622,4
0.19,0,0.416667,0.166667,0.96,0,0,0.333333,0.378378,0.5,0,0,0,0,0,0,0,0,0.318698,0.6,0.157729,0,0.4,0.074627,0.158392,0.252366,0.166667,0.5,0.2,0.6,0.111111,0.086207,0.113636,0,0.068182,0.113636,0.090909,0.08,0.122137,0.288563,0.397581,0.041483,0.079545,0.11302,0.335,0.041483,0.079627,0.135514,0.110619,0.216667,0.540541,0.118467,0.034684,0.056799,0,0.011024,0.057701,0.031169,0.022094,0.07392,0.236424,0.219518,0.026551,0.069838,0.105509,0.403423,0.026551,0.074038,0.10558,0.105465,0.15534,0.391145,0.080046,0.04902,0.111962,0,0.027559,0.150613,0.164216,0.180233,0.10722,0.25656,0.145628,0.024298,0.068982,0.097565,0.640418,0.024298,0.072637,0.094841,0.099361,0.153846,0.250181,0.139139,26
0,0,0.583333,0.5,0,0,0,0.333333,0.184685,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.12069,0.090909,0,0.25,0.090909,0.090909,0.12,0.129771,0.171346,0.273488,0.017497,0.05303,0.079566,0.5,0.017497,0.053423,0.07243,0.084071,0.133333,0.378378,0.15331,0.122088,0.119008,0,0.147244,0.119008,0.158242,0.04557,0.191803,0.29118,0.359354,0.059495,0.143046,0.195386,0.319716,0.059495,0.1461,0.176552,0.207225,0.213592,0.484974,0.214418,0.031373,0.031579,0,0.066929,0.036778,0.051471,0.034884,0.050584,0.057451,0.043345,0.009899,0.02569,0.03285,0.092279,0.009899,0.026061,0.028835,0.035497,0.038462,0.056399,0.061763,6
0,0,0.458333,0.166667,0.8,0.2,0,0.333333,0.126126,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0.224138,0.136364,0,0.090909,0.136364,0.113636,0.16,0.209924,0.249871,0.352372,0.053301,0.113636,0.141049,0.5,0.053301,0.115402,0.14486,0.138643,0.3,0.594595,0.247387,0.213655,0.185124,0,0.103937,0.185124,0.237363,0.131646,0.27541,0.370396,0.35096,0.089028,0.192495,0.244898,0.365897,0.089028,0.197147,0.225287,0.257225,0.28479,0.493264,0.274894,0.082353,0.066986,0,0.070866,0.073555,0.10049,0.078488,0.108949,0.109621,0.063498,0.02222,0.051855,0.061762,0.158413,0.02222,0.05275,0.055193,0.066092,0.076923,0.086045,0.117627,1
0,0,0.583333,0.166667,0.9,0,0,0.333333,0.166667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.068966,0.136364,0.083333,0,0.136364,0.136364,0.08,0.167939,0.241946,0.403163,0.064257,0.121212,0.163653,0.335,0.064257,0.121643,0.151869,0.171091,0.2,0.432432,0.181185,0.119434,0.099174,0.022684,0,0.099174,0.131868,0.039626,0.188881,0.389076,0.340203,0.091633,0.183126,0.232861,0.260406,0.091633,0.183538,0.235682,0.231088,0.285232,0.478486,0.197483,0.070588,0.065072,0.017544,0,0.078809,0.110294,0.081395,0.11457,0.176562,0.09438,0.035068,0.075642,0.090047,0.17287,0.035068,0.0753,0.088533,0.091044,0.118132,0.127983,0.131853,3
0,0,0.208333,0,0.25,0,0,0,0.040541,0.09,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.051724,0.045455,0,0,0.045455,0.045455,0,0.076336,0.401689,0.174884,0.017947,0.079545,0.103978,1,0.017947,0.07831,0.109813,0.100295,0.25,0.324324,0.108014,0.025435,0.022039,0,0,0.022039,0.029304,0,0.196721,0.85412,0.268312,0.064435,0.27373,0.334221,0.367081,0.064435,0.274175,0.35249,0.322736,0.522114,0.435233,0.211457,0.005882,0.011483,0,0,0.017513,0.02451,0.023256,0.046693,0.151669,0.029127,0.009649,0.044244,0.050573,0.095355,0.009649,0.044016,0.051813,0.049755,0.084615,0.045553,0.054823,2
0,0,0.041667,0.166667,0,0,0,0.333333,0.009009,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.166667,0,0.2,0,0.111111,0,0,0,0,0,0,0,0.003817,0.032114,0.046512,0.000119,0.003788,0.005425,0.2,0.000119,0.001959,0.002336,0.007375,0.008333,0.135135,0.006969,0,0,0,0,0,0,0,0.008197,0.054839,0.065166,0.00059,0.013245,0.018634,0.213144,0.000589,0.006875,0.013793,0.021676,0.030513,0.15544,0.019031,0,0.000957,0,0,0.001751,0.002451,0.002907,0.000432,0.002164,0.001572,0.00002,0.000476,0.000627,0.012304,0.00002,0.000245,0.000451,0.000743,0.001099,0.003615,0.001388,0
0,0,0.083333,0.166667,0.94,0,0,0.333333,0.234234,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0,0.056818,0,0,0.068182,0.068182,0,0.133588,0.684191,0.144744,0.024602,0.128788,0.168174,0.335,0.024602,0.129739,0.130841,0.19174,0.3,0.27027,0.125436,0,0.014584,0,0,0.017501,0.023271,0,0.034716,0.220648,0.092858,0.014634,0.05298,0.077353,0.638179,0.014636,0.05983,0.057606,0.089765,0.09154,0.204816,0.02836,0,0.020096,0,0,0.033275,0.046569,0.046512,0.015564,0.074009,0.019041,0.004139,0.016175,0.022109,0.313134,0.00414,0.018143,0.015995,0.02614,0.028022,0.040492,0.018737,0
0,0,0.5,0.166667,0.8,0,0,0.333333,0.166667,0.1,0,0,0,0,0,0,0,0,0.403482,0.4,0.105152,0,0.4,0.059701,0.104019,0.252366,0.166667,0.333333,0.2,0.4,0.111111,0.12069,0.136364,0,0.022727,0.136364,0.136364,0.08,0.175573,0.255413,0.48614,0.049095,0.075758,0.107595,0.5,0.049095,0.07708,0.102804,0.110619,0.175,0.513514,0.1777,0.15261,0.192837,0,0.019248,0.198347,0.249084,0.06751,0.287796,0.380771,0.445275,0.110611,0.206034,0.265602,0.400237,0.110611,0.211607,0.252874,0.273603,0.298351,0.559586,0.279123,0.035294,0.041148,0,0.007874,0.045534,0.061275,0.034884,0.06831,0.067615,0.048337,0.016564,0.033302,0.04019,0.103968,0.016564,0.033971,0.037171,0.04218,0.048352,0.058568,0.071478,0
1,0,0,0,1,0,0,0,0.018018,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.333333,0,0.2,0,0,0,0.022727,0,0,0.022727,0,0,0.01145,0.053558,0.069767,0.000259,0.003788,0.007233,0.335,0.000259,0.002836,0.007009,0.007375,0.025,0.135135,0.013937,0,0.033058,0,0,0.033058,0,0,0.032787,0.096293,0.091233,0.001091,0.017661,0.028394,0.333925,0.001091,0.01122,0.036782,0.023121,0.061026,0.165803,0.029604,0,0.003828,0,0,0.005254,0.004902,0.005814,0.002594,0.0057,0.003301,0.000054,0.000951,0.001432,0.028914,0.000054,0.0006,0.001802,0.001188,0.003297,0.005785,0.003123,0
0,0,0.166667,0,0.9,0,0,0,0.09009,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224138,0.75,0.916667,0.136364,0.75,0.636364,1,0.958015,1,0.763163,1,1,1,0.335,1,1,1,1,1,0.648649,0.982578,0.164659,0.407134,0.521739,0.050145,0.407134,0.48583,0.319787,0.534081,0.574874,0.61539,0.784193,0.705473,0.685938,0.112181,0.784193,0.710064,0.696189,0.679495,0.581356,0.654486,0.475445,0.080392,0.166507,0.333333,0.043307,0.168126,0.215686,0.168605,0.267618,0.215507,0.141032,0.247917,0.240723,0.219119,0.06152,0.247916,0.240653,0.21604,0.22115,0.198901,0.144613,0.253296,4
