@relation sonar-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute attribute_1 numeric
@attribute attribute_2 numeric
@attribute attribute_3 numeric
@attribute attribute_4 numeric
@attribute attribute_5 numeric
@attribute attribute_6 numeric
@attribute attribute_7 numeric
@attribute attribute_8 numeric
@attribute attribute_9 numeric
@attribute attribute_10 numeric
@attribute attribute_11 numeric
@attribute attribute_12 numeric
@attribute attribute_13 numeric
@attribute attribute_14 numeric
@attribute attribute_15 numeric
@attribute attribute_16 numeric
@attribute attribute_17 numeric
@attribute attribute_18 numeric
@attribute attribute_19 numeric
@attribute attribute_20 numeric
@attribute attribute_21 numeric
@attribute attribute_22 numeric
@attribute attribute_23 numeric
@attribute attribute_24 numeric
@attribute attribute_25 numeric
@attribute attribute_26 numeric
@attribute attribute_27 numeric
@attribute attribute_28 numeric
@attribute attribute_29 numeric
@attribute attribute_30 numeric
@attribute attribute_31 numeric
@attribute attribute_32 numeric
@attribute attribute_33 numeric
@attribute attribute_34 numeric
@attribute attribute_35 numeric
@attribute attribute_36 numeric
@attribute attribute_37 numeric
@attribute attribute_38 numeric
@attribute attribute_39 numeric
@attribute attribute_40 numeric
@attribute attribute_41 numeric
@attribute attribute_42 numeric
@attribute attribute_43 numeric
@attribute attribute_44 numeric
@attribute attribute_45 numeric
@attribute attribute_46 numeric
@attribute attribute_47 numeric
@attribute attribute_48 numeric
@attribute attribute_49 numeric
@attribute attribute_50 numeric
@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_53 numeric
@attribute attribute_54 numeric
@attribute attribute_55 numeric
@attribute attribute_56 numeric
@attribute attribute_57 numeric
@attribute attribute_58 numeric
@attribute attribute_59 numeric
@attribute attribute_60 numeric
@attribute Class {Rock,Mine}

@data
0.159292,0.132447,0.05092,0.039943,0.08699,0.003762,0.051407,0.16538,0.339109,0.335764,0.277329,0.188159,0.22283,0.29143,0.436252,0.552921,0.6705,0.601455,0.663686,0.832513,0.991674,1,0.786267,0.5314,0.380328,0.468994,0.543019,0.283862,0.176238,0.356557,0.196621,0.35273,0.389583,0.231691,0.166104,0.370968,0.435163,0.337215,0.226439,0.190959,0.079444,0.278755,0.257468,0.141716,0.097242,0.041552,0.122057,0.2351,0.229682,0.298182,0.150398,0.166904,0.080519,0.330409,0.0839,0.282051,0.139205,0.201373,0.019284,0.198614,Mine
0.05826,0.140163,0.095598,0.075606,0.311692,0.454985,0.507576,0.36097,0.265808,0.230516,0.274918,0.420574,0.57003,0.503661,0.53546,0.503257,0.63123,0.722182,0.806859,0.877568,0.988512,1,0.867543,0.859748,0.905123,0.853949,0.763631,0.650062,0.555093,0.362523,0.201526,0.085374,0.064896,0.023211,0.040503,0.189113,0.193418,0.297286,0.393316,0.307407,0.179618,0.200977,0.130609,0.194795,0.202872,0.150439,0.212423,0.291105,0.354871,0.340606,0.215139,0.206847,0.277922,0.675439,0.358277,0.130769,0.213068,0.118993,0.247934,0.140878,Mine
0.085546,0.163309,0.103154,0.004755,0.165864,0.332975,0.431006,0.407277,0.375389,0.44044,0.45073,0.513189,0.413272,0.170465,0.135821,0.199471,0.249611,0.436468,0.630444,0.69542,0.790261,0.787752,0.872099,1,0.986168,0.942064,0.944742,0.929498,0.830154,0.59657,0.358583,0.271624,0.164339,0.209645,0.204562,0.125706,0.018587,0.024436,0.110162,0.146296,0.056283,0.121978,0.211949,0.246844,0.296417,0.320214,0.355668,0.389338,0.319536,0.221818,0.136454,0.202568,0.184416,0.064327,0.070295,0.171795,0.105114,0.01373,0.038567,0.182448,Mine
0.151917,0.025289,0.048949,0.101997,0.114634,0.200752,0.210768,0.392062,0.318821,0.242671,0.320431,0.402696,0.351231,0.167062,0.063898,0.254834,0.406694,0.614649,0.766674,0.752354,0.799642,0.845926,0.940659,0.943653,0.964652,0.784668,0.471478,0.378345,0.376623,0.528497,0.744087,0.914963,0.93962,0.902385,0.659712,0.465121,0.130658,0.141936,0.341134,0.554575,0.557846,0.445177,0.289668,0.105128,0.056156,0.107652,0.190511,0.309674,0.385664,0.261818,0.166335,0.115549,0.119481,0.01462,0.156463,0.138462,0.036932,0.153318,0.201102,0.073903,Mine
0.129056,0.013716,0.205979,0.093676,0.067461,0.158022,0.234848,0.30849,0.098475,0.033748,0.165887,0.474355,0.433712,0.262968,0.013542,0.041726,0.188063,0.435117,0.349779,0.531999,0.629427,0.717309,0.813712,0.873579,1,0.843815,0.638933,0.494339,0.474127,0.417279,0.440218,0.463716,0.515384,0.540117,0.525008,0.523286,0.4274,0.213476,0.087919,0.4061,0.433932,0.611844,0.545196,0.319376,0.225476,0.154142,0.117892,0.236298,0.164059,0.084848,0.025896,0.121255,0.293506,0.298246,0.199546,0.348718,0.196023,0.043478,0.14876,0.267898,Rock
0.2441,0.215602,0.021025,0.043985,0.092569,0.170116,0.244859,0.237927,0.170739,0.199485,0.215511,0.315651,0.397726,0.267402,0.399137,0.525443,0.532276,0.566026,0.583526,0.652076,0.692664,0.784276,0.924128,0.977564,0.973156,1,0.968694,0.995471,0.820921,0.576009,0.5297,0.501348,0.320172,0.143508,0.073949,0.154536,0.270391,0.312675,0.279148,0.308061,0.303185,0.319902,0.265744,0.266555,0.231021,0.166758,0.183448,0.222821,0.194851,0.060606,0.145418,0.045649,0.303896,0.283626,0.240363,0.251282,0.139205,0.048055,0.214876,0.057737,Mine
0.180678,0.079726,0.078515,0.000713,0.07228,0.160978,0.332792,0.22602,0.214423,0.216931,0.105062,0.285903,0.19548,0.243065,0.291805,0.286587,0.036266,0.106597,0.262571,0.34878,0.325253,0.22329,0.386246,0.55691,0.599795,0.594999,0.637462,0.760498,1,0.836263,0.547902,0.453831,0.492702,0.429889,0.161501,0.071673,0.020118,0.158365,0.230867,0.221786,0.278981,0.340049,0.224104,0.104999,0.047626,0.127948,0.184353,0.092543,0.104997,0.385455,0.131474,0.156919,0.298701,0.119883,0.145125,0.028205,0.090909,0.011442,0.118457,0.163972,Rock
0.478614,0.243892,0.271682,0.074655,0.099163,0.17979,0.199675,0.237045,0.337332,0.246675,0.365802,0.570487,0.498489,0.176446,0.281773,0.394565,0.568646,0.666701,0.58826,0.4497,0.288153,0.183417,0.160962,0.148243,0.229918,0.199912,0.262948,0.449876,0.694602,0.730904,0.814605,0.851157,0.655046,0.713302,0.738161,0.815423,0.936038,1,0.883618,0.756427,0.746149,0.713309,0.597181,0.468822,0.212113,0.166758,0.236509,0.35879,0.291772,0.284848,0.134462,0.189729,0.480519,0.096491,0.068027,0.05641,0.059659,0.363844,0.297521,0.168591,Rock
0.222714,0.407201,0.429041,0.32097,0.407558,0.432142,0.188853,0.296803,0.297349,0.4862,0.21225,0.061841,0.047359,0.358771,0.540475,0.537146,0.497461,0.403844,0.160951,0.382813,0.760013,0.972907,0.935361,0.545026,0.515164,0.650402,0.549638,0.529539,0.20627,0.163631,0.580817,0.664907,0.261262,0.176047,0.280863,0.512399,0.634376,0.405532,0.538478,0.655338,0.539317,0.283394,0.253071,0.225329,0.185385,0.081871,0.203549,0.313567,0.255931,0.192727,0.194223,0.275321,0.631169,0.353801,0.145125,0.34359,0.252841,0.320366,0.096419,0.224018,Rock
0.041298,0.041577,0.039422,0.103661,0.047172,0.189196,0.180736,0.150606,0.006219,0.112255,0,0.193142,0.180366,0.078581,0.139733,0.108386,0.056264,0.173714,0.035031,0.092894,0.265493,0.14201,0.01102,0.121606,0.015881,0.080626,0.306545,0.470461,0.513596,0.521466,0.612534,0.627387,0.660191,0.920509,1,0.95131,0.886508,0.695643,0.666878,0.676362,0.54916,0.501221,0.364154,0.21966,0.202019,0.13316,0.159181,0.258461,0.179202,0.282424,0.250996,0.049929,0.111688,0.192982,0.267574,0.258974,0.144886,0.066362,0.198347,0.13164,Rock
0.050885,0.063009,0.09067,0.088921,0.224195,0.174684,0.103084,0.044983,0.091367,0.23452,0.238338,0.13643,0.215777,0.05579,0.215468,0.504681,0.713087,0.768935,0.602567,0.304473,0.339481,0.24568,0.340468,0.729638,0.864037,0.804274,0.765942,0.779951,0.558847,0.321935,0.332643,0.388789,0.303791,0.156969,0.245883,0.314012,0.113383,0.069148,0.138098,0.195316,0.094268,0.107082,0.110694,0.12252,0.140176,0.131103,0.077146,0.121893,0.053508,0.21697,0.055777,0.32525,0.283117,0.368421,0.251701,0.14359,0.15625,0.064073,0.195592,0.090069,Rock
0.267699,0.133733,0.134034,0.069425,0.436216,0.411986,0.231061,0.168026,0.252332,0.27742,0.403516,0.422333,0.504102,0.372486,0.583709,0.784246,0.972956,1,0.983484,0.851241,0.835898,0.903998,0.559924,0.38869,0.584631,0.646767,0.620653,0.485591,0.551339,0.449345,0.462888,0.327342,0.366691,0.390249,0.213869,0.096371,0.105073,0.050016,0.23171,0.333551,0.265084,0.324542,0.221518,0.075238,0.174865,0.3017,0.398044,0.321653,0.213529,0.196364,0.092629,0.054208,0.101299,0.19883,0.217687,0.15641,0.164773,0.135011,0.115702,0.108545,Rock
0.430678,0.2006,0.158673,0.078222,0.243216,0.180328,0.221861,0.086439,0.150896,0.034034,0.183326,0.26187,0.299986,0.263587,0.379978,0.458274,0.65672,0.859429,0.932779,0.932256,0.909781,0.914324,0.92699,0.856982,0.726127,0.533319,0.3867,0.394092,0.406047,0.270161,0.267466,0.310604,0.280584,0.415474,0.385701,0.414819,0.45714,0.419673,0.460257,0.361002,0.328199,0.40464,0.322385,0.341407,0.248507,0.127811,0.09598,0.024259,0.17264,0.166061,0.027888,0.007133,0,0.634503,0.460317,0.197436,0.323864,0.254005,0.305785,0.21709,Mine
0.19764,0.254179,0.210578,0.040656,0.19579,0.422198,0.303301,0.229989,0.191767,0.236522,0.241883,0.385844,0.44494,0.360524,0.415087,0.496031,0.604186,0.794805,0.929834,0.935681,0.923588,0.943769,0.822825,0.771847,0.69334,0.576385,0.559828,0.429189,0.361506,0.242676,0.185613,0.146821,0.325633,0.395866,0.270431,0.233972,0.357315,0.304773,0.35758,0.506536,0.428373,0.440171,0.300013,0.186808,0.144583,0.152359,0.118616,0.081162,0.12317,0.21697,0.108566,0.198288,0.428571,0.432749,0.090703,0.176923,0.144886,0.06865,0.121212,0.168591,Mine
0.528024,0.53279,0.54205,0.341893,0.348973,0.717012,0.682359,0.36538,0.0579,0.143143,0.205586,0.428488,0.441198,0.195009,0.200622,0.246082,0.149933,0.212675,0.327688,0.123502,0.220489,0.649525,0.971813,0.975105,0.803176,0.616808,0.465805,0.522746,0.761465,0.493981,0.503433,0.428555,0.386748,0.179544,0,0.417238,0.562541,0.218363,0.175311,0.284532,0.286856,0.538095,0.410966,0.103968,0.169463,0.292649,0.586925,0.882001,0.744069,0.255758,0.359562,0.621969,0.584416,0.818713,0.306122,0.402564,0.494318,0.437071,0.567493,0.117783,Mine
0.205752,0.05015,0.033509,0.013077,0.109054,0.240795,0.349838,0.234179,0.430772,0.48048,0.558911,0.704572,0.727364,0.425389,0.321497,0.284348,0.304321,0.296727,0.424364,0.608198,0.688449,0.827625,0.835647,0.847557,0.91168,0.998348,1,0.747221,0.4583,0.352722,0.366975,0.479667,0.395674,0.305564,0.054107,0.282762,0.406845,0.289799,0.262703,0.274183,0.020961,0.221978,0.447304,0.598557,0.620699,0.35395,0.238863,0.151243,0.056537,0.071515,0.040837,0.068474,0.257143,0.201754,0.018141,0.128205,0.034091,0.006865,0.220386,0.08545,Mine
0.516224,0.361337,0.187911,0.038041,0.201623,0.456598,0.50947,0.405954,0.427218,0.58244,0.649085,0.734613,0.831294,0.678767,0.856856,0.972522,0.864574,0.866078,0.889964,0.991652,0.892496,0.811676,0.827594,0.748079,0.579201,0.503029,0.542284,0.527172,0.470678,0.407585,0.350518,0.243765,0.105114,0.162268,0.102895,0.152016,0.158758,0.109494,0.136622,0.273747,0.217024,0.144444,0.112376,0.269518,0.213108,0.092704,0.162803,0.277628,0.332155,0.104242,0.215139,0.206847,0.301299,0.251462,0.430839,0.097436,0.178977,0.21968,0.225895,0.272517,Mine
0.306047,0.384055,0.268725,0.179505,0.024854,0.04703,0.145022,0.441455,0.56449,1,1,0.70296,0.405355,0.173043,0.274451,0.363831,0.223604,0.221506,0.29434,0.451092,0.633959,0.841938,0.972343,1,0.658299,0.484855,0.372203,0.325237,0.415483,0.380207,0.426267,0.085149,0.405229,0.672072,0.608469,0.432762,0.411874,0.338775,0.442863,0.462963,0.301563,0.519658,0.537308,0.234991,0.211402,0.018925,0.210793,0.614555,0.539626,0.241212,0.207171,0.239658,0.498701,0.584795,0.306122,0.115385,0.068182,0.363844,0.15978,0.034642,Mine
0.144543,0.134162,0.131406,0.054208,0.013695,0.090298,0.342532,0.294377,0.091811,0.065065,0.082235,0.248974,0.186267,0.164793,0.19691,0.317627,0.674749,0.565091,0.211025,0.115368,0.300485,0.548921,0.638868,0.693884,0.805225,0.878951,0.868158,0.782524,0.870637,0.933525,0.919673,0.798023,0.667332,0.784102,0.899458,1,0.959108,0.728398,0.58444,0.429194,0.307933,0.277778,0.379025,0.296058,0.33992,0.261931,0.198479,0.089847,0.08632,0.464242,0.052789,0.116976,0.096104,0.418129,0.226757,0.041026,0.289773,0.105263,0.190083,0.170901,Rock
0.791298,0.545221,0.299277,0.279601,0.306619,0.437786,0.518128,0.927674,1,0.807665,0.630086,0.311547,0.120772,0.271321,0.469656,0.457663,0.110455,0.049247,0.290659,0.893729,0.927487,0.474082,0.082971,0.139842,0.25584,0.516356,0.333333,0.602614,0.540381,0.837435,0.561962,0.566053,0.483986,0.640276,0.846272,0.839315,0.882244,0.910159,0.773983,0.519063,0.389577,0.538828,0.593043,0.578588,0.798408,0.590373,0.171134,0.237796,0.138314,0.186667,0.139442,0.63766,0.54026,0.210526,0.267574,0.417949,0.284091,0.462243,0.487603,0.418014,Mine
0.073009,0.092585,0.083443,0.077508,0.291656,0.52674,0.393939,0.192723,0.188805,0.241098,0.311499,0.401084,0.502087,0.424977,0.524325,0.670975,0.730805,0.821714,0.898275,0.955479,1,0.99816,0.883332,0.743162,0.627766,0.64137,0.706587,0.672808,0.544643,0.444871,0.37515,0.23916,0.064265,0.124854,0.23811,0.324698,0.269735,0.182905,0.199768,0.220588,0.230921,0.343712,0.335704,0.248003,0.178561,0.137548,0.17222,0.362384,0.367491,0.210909,0.212151,0.372325,0.381818,0.722222,0.206349,0.094872,0.133523,0.324943,0.280992,0.04388,Mine
0.047198,0.034291,0.013141,0.045649,0.070251,0.119323,0.133929,0.199118,0.138309,0.161161,0.114561,0.143464,0.24327,0.320718,0.320594,0.260635,0.372397,0.629299,0.712918,0.857984,0.965641,0.984357,0.944898,0.798791,0.675512,0.464258,0.274083,0.056402,0.393162,0.184404,0.155095,0.09335,0.130211,0.226709,0.231768,0.359778,0.331402,0.125403,0.065149,0.105882,0.079097,0.095604,0.179878,0.105514,0.096389,0.090922,0.217675,0.207248,0.076729,0.322424,0.173307,0.239658,0.316883,0.22807,0.208617,0.038462,0.159091,0.125858,0.15978,0.060046,Rock
0.212389,0.148736,0.156045,0.130766,0.025361,0.336469,0.387446,0.235502,0.276914,0.320463,0.369914,0.377491,0.200662,0,0.0644,0.13047,0.178323,0.235844,0.245529,0.389234,0.545215,0.692261,0.70817,0.756377,0.922336,1,0.997794,0.824722,0.698864,0.69543,0.698747,0.511907,0.221254,0.080233,0.056561,0.028629,0.133501,0.149735,0.103099,0.079739,0.015287,0.160073,0.200698,0.199433,0.187518,0.13508,0.227816,0.285714,0.246845,0.292121,0.041833,0.11127,0.106494,0.339181,0.068027,0.079487,0.088068,0.173913,0.096419,0.096998,Mine
0.144543,0.052293,0,0.0932,0.163327,0.392636,0.401786,0.253804,0.235599,0.176176,0.070325,0.019197,0.150137,0.241415,0.426221,0.606554,0.734224,0.805714,0.895434,0.957513,0.911678,0.912074,0.772279,0.501486,0.327766,0.260932,0.219561,0.350041,0.570313,0.59412,0.450245,0.360705,0.41552,0.387069,0.293546,0.20746,0.083206,0.104294,0.121442,0.095752,0.148697,0.225397,0.169792,0.228807,0.284333,0.104909,0.131655,0.224319,0.226653,0.162424,0.173307,0.155492,0.046753,0.108187,0.097506,0.069231,0.059659,0.08238,0.137741,0.020785,Mine
0.837021,0.495928,0.279566,0.071327,0.041846,0.313088,0.645022,0.574642,0.63246,0.752896,0.500071,0.110639,0.062185,0.156956,0.388805,0.350092,0.278935,0.213299,0.375131,0.828232,0.976497,0.456088,0.00498,0.195062,0.113525,0.212909,0.11934,0.243413,0.448559,0.627357,0.257875,0.324871,0.513809,0.679915,0.859466,0.853528,0.819703,0.897681,0.891419,0.650218,0.283729,0.103785,0.152205,0.347075,0.741257,0.580362,0.42376,0.577418,0.551237,0.614545,0.227092,0.129815,0.155844,0.219298,0.362812,0.271795,0.53125,0.315789,0.184573,0.184758,Mine
0.108407,0.105872,0.081143,0.077984,0.146589,0.099436,0.276786,0.293936,0.077447,0.174603,0.37998,0.662075,0.790701,0.558626,0.640987,0.745471,0.89628,1,0.967389,0.896404,0.756008,0.693078,0.644379,0.586518,0.355635,0,0,0.06093,0.090909,0.11729,0.303215,0.472703,0.363541,0.512772,0.471515,0.345867,0.215176,0.37912,0.348408,0.151743,0.044586,0.163492,0.200698,0.04857,0.090418,0.060752,0.047809,0.066786,0.094397,0.093333,0.136454,0.089872,0.2,0.649123,0.435374,0.179487,0.090909,0.221968,0.129477,0.030023,Mine
0.162242,0.12216,0.24113,0.109605,0.040578,0.196721,0.174242,0.429327,0.414779,0.509224,0.380689,0.088072,0.24874,0.491595,0.634066,0.675962,0.741478,0.646234,0.422365,0.247003,0.369625,0.672222,0.81954,1,0.819672,0.682234,0.761109,0.60107,0.486201,0.53638,0.48218,0.159065,0.140082,0.09486,0.44799,0.662298,0.663897,0.185401,0.166561,0.526144,0.528662,0.486569,0.310617,0.179335,0.252914,0.266868,0.312025,0.455825,0.468955,0.21697,0.241036,0.10699,0.083117,0.248538,0.22449,0.066667,0.366477,0.148741,0.294766,0.193995,Rock
0.062684,0.080583,0.045992,0.102473,0.19579,0.243752,0.431277,0.444542,0.388124,0.411411,0.418687,0.487837,0.542248,0.508198,0.694352,0.845308,1,0.924987,0.843257,0.787029,0.804174,0.879869,0.714104,0.601168,0.708914,0.830158,0.6133,0.465624,0.623681,0.696602,0.601962,0.430353,0.381077,0.400636,0.154137,0.191028,0.220752,0.099407,0.127767,0.330501,0.186219,0.243956,0.16449,0.145452,0.276656,0.301015,0.349511,0.448637,0.390207,0.237576,0.121514,0.174037,0.176623,0.195906,0.156463,0.14359,0.21875,0.036613,0.143251,0.030023,Rock
0.067847,0.191599,0.090013,0.15573,0.255643,0.246439,0.425595,0.455127,0.442174,0.403689,0.399121,0.4682,0.327048,0.166443,0.115659,0.195196,0.247332,0.301195,0.194614,0.06464,0.006745,0.104488,0.283565,0.421883,0.56291,0.760436,0.92142,0.932997,0.933847,1,0.961962,0.906987,0.748504,0.723688,0.748287,0.797379,0.800569,0.579391,0.459625,0.514488,0.460915,0.475946,0.625501,0.692991,0.637617,0.366703,0.279066,0.407008,0.475013,0.316364,0.078685,0.222539,0.298701,0.30117,0.034014,0.238462,0.196023,0.130435,0.044077,0.069284,Mine
0.056047,0.088727,0.062746,0.106277,0.149632,0.18624,0.253517,0.180154,0.098919,0.103532,0.182901,0.097011,0.017993,0.163246,0.294714,0.190311,0.094809,0.132987,0.122765,0.153574,0.189503,0.433596,0.643319,0.68579,0.760553,0.802401,0.689988,0.748868,0.742898,0.615106,0.47564,0.328466,0.512339,0.903975,0.854045,0.669153,0.338399,0.28772,0.245731,0.270261,0.275854,0.43199,0.566662,0.316929,0.107762,0.025645,0.144332,0.224019,0.18526,0.187879,0.298805,0.148359,0.277922,0.269006,0.045351,0.238462,0.269886,0.091533,0.192837,0.235566,Rock
0.084808,0.048864,0.138305,0.13457,0.091555,0.06638,0.094968,0.086218,0.184066,0.180466,0.246278,0.315504,0.27753,0.120759,0.071321,0.139528,0.280075,0.388675,0.523038,0.564747,0.648293,0.727328,0.696514,0.694089,0.770287,0.904945,0.996218,1,0.886465,0.636199,0.242507,0.150753,0.23438,0.491892,0.711977,0.819456,0.785589,0.635645,0.4572,0.366558,0.364563,0.381563,0.455709,0.471399,0.404606,0.235052,0.125679,0.090746,0.1474,0.140606,0.023904,0.108417,0.246753,0.023392,0.06576,0.138462,0.022727,0.01373,0.088154,0.046189,Mine
0.086283,0.031719,0.056833,0.019734,0.093584,0.15211,0.155844,0.016759,0.12202,0.115687,0.163902,0.181565,0.273931,0.23564,0.258,0.185528,0.211895,0.286649,0.37692,0.414491,0.461741,0.556896,0.600932,0.66612,0.823975,0.87036,0.915537,0.893475,0.751319,0.652285,0.65188,0.517075,0.334558,0.221092,0.116498,0.205948,0.223486,0.23812,0.262914,0.211656,0.150434,0.314652,0.330014,0.2185,0.208558,0.176358,0.167693,0.214435,0.164059,0.312727,0.135458,0.051355,0.05974,0.032164,0.036281,0.112821,0.383523,0.313501,0.07438,0.133949,Rock
0.249263,0.303043,0.102168,0.05088,0.076845,0.185434,0.284091,0.139361,0.033022,0.109681,0.111867,0.10888,0.297395,0.262555,0.207443,0.109709,0.139882,0.058597,0.062802,0.080693,0.07968,0.299765,0.091872,0.207458,0.565164,0.766054,0.701439,0.588102,0.551847,0.605305,0.782234,0.958886,0.835766,0.698993,0.834305,1,1,0.778101,0.556188,0.36634,0.257672,0.274481,0.381223,0.433265,0.428917,0.300741,0.238319,0.322851,0.282181,0.042424,0.09761,0.221113,0.615584,0.096491,0.444444,0.266667,0.096591,0.212815,0.253444,0.108545,Rock
0.172566,0.048435,0.086071,0.166904,0.29191,0.385918,0.313582,0.258875,0.30268,0.345774,0.363817,0.399326,0.454441,0.413942,0.519009,0.602992,0.713605,0.74826,0.760783,0.796447,0.894077,0.923014,0.932712,0.98494,0.977049,1,0.989074,0.904899,0.726664,0.548098,0.43455,0.372388,0.168224,0.078749,0.027104,0.133669,0.24087,0.173755,0.131035,0.230392,0.163636,0.273138,0.326005,0.188611,0.095678,0.132337,0.270192,0.337826,0.23372,0.233939,0.139442,0.027104,0.163636,0.409357,0.013605,0.330769,0.127841,0.551487,0.209366,0.157044,Mine
0.087758,0.071153,0.053548,0.072515,0.095612,0.172534,0.207522,0.088423,0.043388,0.162591,0.300014,0.306125,0.336692,0.123646,0.063998,0.095461,0.207647,0.302026,0.412582,0.48277,0.631956,0.774358,0.785737,0.773179,0.855225,0.925212,0.942641,0.860539,0.717938,0.451369,0.095368,0.286115,0.445028,0.617276,0.803928,0.986895,0.923792,0.626807,0.411659,0.28159,0.264273,0.401221,0.560585,0.585158,0.56298,0.34627,0.196306,0.111411,0.144372,0.12,0.045817,0.122682,0.111688,0.108187,0.022676,0.010256,0.110795,0.048055,0.071625,0.080831,Mine
0.373894,0.184741,0.054205,0.055635,0.072026,0.287288,0.331169,0.24763,0.175181,0.345488,0.344109,0.313306,0.243846,0.073219,0.065403,0.136475,0.142369,0.204052,0.154429,0.079088,0.279511,0.579593,0.748967,0.843561,0.940984,0.998458,0.968379,1,0.860998,0.678172,0.788556,0.775219,0.495642,0.166826,0.089496,0.137702,0.078176,0.10991,0.164242,0.022658,0.130863,0.033211,0.069443,0.168642,0.129372,0.103812,0.191778,0.300988,0.270066,0.284848,0.154382,0.216833,0.062338,0.119883,0.126984,0.217949,0.389205,0.308924,0.209366,0.057737,Mine
0.184366,0.186027,0.040079,0.006182,0.06036,0.090298,0.083333,0.159868,0.113875,0.095238,0.005388,0.267292,0.248165,0.081675,0.143043,0.210666,0.178323,0.075844,0.061435,0.054473,0.180438,0.048052,0.158631,0.219752,0.068033,0.149466,0.566341,0.84119,0.84446,0.752743,0.825395,0.65783,0.637194,0.90461,0.988238,0.934274,0.722611,0.556307,0.579907,0.713072,0.612739,0.633822,0.4764,0.257279,0.214956,0.069665,0.168598,0.2941,0.264513,0.227879,0.099602,0.042796,0.472727,0.426901,0.14059,0.238462,0.198864,0.17849,0.23416,0.205543,Rock
0.017699,0.024432,0.045007,0.066096,0.061628,0.048912,0.098214,0.04785,0.036724,0.048477,0.028782,0.111372,0.178494,0.094978,0.059886,0.075819,0.085794,0.109506,0.076688,0.047945,0.140704,0.357428,0.404684,0.560189,0.657172,0.721996,0.753546,0.851276,0.971591,0.917013,0.765123,0.764435,0.764465,0.61929,0.490744,0.445464,0.393177,0.405324,0.427577,0.395643,0.186682,0.055556,0.102548,0.163489,0.217941,0.094624,0.0728,0.159928,0.115093,0.088485,0.061753,0.077033,0.298701,0.122807,0.113379,0.228205,0.110795,0,0.143251,0.069284,Rock
0.187316,0.161595,0.160972,0.154303,0.316003,0.537759,0.603355,0.544432,0.52125,0.829687,0.90543,0.797626,0.71844,0.315665,0.197713,0.274171,0.268159,0.316779,0.573848,0.735231,0.890282,0.810551,0.693653,0.73138,0.713217,0.807688,0.886228,0.981474,0.815239,0.451156,0.296567,0.266345,0.200042,0.286063,0.148512,0.310081,0.165974,0.312779,0.592663,0.436492,0.095078,0.43895,0.601966,0.615434,0.5,0.126166,0.222202,0.534591,0.547703,0.363636,0.344622,0.226819,0.503896,0.394737,0.170068,0.105128,0.113636,0.05492,0.14876,0.117783,Mine
0.042035,0.009001,0.02431,0.000713,0.089526,0.205052,0.310877,0.208159,0.281505,0.315315,0.309514,0.387456,0.279545,0.044859,0.116662,0.269286,0.401202,0.509506,0.56417,0.588292,0.657778,0.782538,0.891279,0.982379,1,0.830378,0.585566,0.283244,0,0.203792,0.419946,0.507077,0.517904,0.609327,0.513961,0.372681,0.220643,0.139025,0.158866,0.341285,0.256514,0.289011,0.349929,0.299279,0.245095,0.199808,0.212785,0.259958,0.19788,0.158788,0.091633,0.099857,0.171429,0.207602,0.063492,0.153846,0.096591,0.075515,0.030303,0.071594,Mine
0.180678,0.153022,0.03975,0.05088,0.037281,0.063424,0.16829,0.296582,0.26181,0.320463,0.344676,0.323271,0.213186,0.006497,0.127495,0.157338,0.18941,0.290909,0.338733,0.416952,0.546796,0.733872,0.794638,0.880852,0.941803,1,0.934342,0.753294,0.708097,0.825077,0.778202,0.467648,0.130001,0.141706,0.145034,0.180343,0.251913,0.138297,0.061986,0.070915,0.056398,0.246642,0.323936,0.239887,0.204578,0.201591,0.179464,0.012279,0.077739,0.140606,0.180279,0.196862,0.322078,0.108187,0.07483,0.146154,0.105114,0.075515,0.165289,0.251732,Mine
1,0.522932,0.450066,0.339039,0.433426,0.356356,0.470779,0.464388,0.230268,0.279422,0.562597,0.76905,1,0.694029,0.676698,0.791472,0.935965,0.888312,0.910162,0.767979,0.784992,0.793784,0.757974,0.653212,0.473361,0.512281,0.442904,0.551256,0.443689,0.293598,0.24,0.217367,0.270398,0.297191,0.258771,0.096875,0.153728,0.288344,0.340713,0.285294,0.108975,0.293284,0.440191,0.225844,0.096531,0.145639,0.116443,0.159329,0.268046,0.329697,0.170319,0.156919,0.322078,0.976608,0.133787,0.161538,0.053977,0.173913,0.399449,0.103926,Mine
0.292773,0.483926,0.165243,0.041369,0.146843,0.274657,0.474567,0.518633,0.386051,0.278135,0.178222,0.356829,0.425651,0.271321,0.351088,0.500407,0.444514,0.154182,0.418683,0.366331,0.515177,0.466926,0.399385,0.601783,0.497029,0.405882,0.710369,0.895739,0.880885,0.914882,0.819946,0.63233,0.17253,0.281293,0.38969,0.274496,0.299147,0.329313,0.22918,0.143246,0.637985,0.778388,0.753395,0.552177,0.695763,0.792238,0.78142,0.790656,0.905603,0.935758,0.794821,0.524964,0.358442,0.766082,0.274376,0.415385,0.261364,0.508009,0.267218,0.182448,Mine
