@relation pc2-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute c {FALSE,TRUE}

@data
0,0.013514,0.001792,0,0,0,0.246231,0,0,0,1,0.00141,0,0,0.009524,0.153846,0.011376,0.016866,0.000057,0.001812,0.00441,0.165,0.000057,0.001724,1,0,0,0.001767,0.066667,0.003559,0.005008,0.012245,0.068182,0.005161,0.504643,0.003017,FALSE
0,0,0.001792,0,0,0,0.246231,0,0,0,1,0,0,0,0.009524,0,0.00927,0.011244,0.000021,0.001812,0.00294,0.25,0.000021,0.000937,1,0,0,0,0.083333,0.002372,0.003339,0.008163,0.045455,0.003871,0.504643,0.003017,FALSE
0,0,0.001792,0,0,0,0.246231,0,0,0,1,0,0,0,0.009524,0.076923,0.006376,0.008433,0.000008,0,0.00196,0.335,0.000008,0.000483,1,0,0,0,0.083333,0.001186,0.002504,0.004082,0.034091,0.003871,0.504643,0.003017,FALSE
0,0.013514,0,0,0,0,0.497487,0,0,0,1,0.00141,0,0,0.009524,0.153846,0.023924,0.002811,0.000003,0,0.00245,1,0.000003,0.000604,1,0,0,0.001767,0.11,0.003559,0.001669,0.012245,0.011364,0.002581,0,0.001508,FALSE
0.013986,0.054054,0.014337,0.009009,0.014035,0.013986,0.130653,0.014085,0.285714,0.017544,1,0.018336,0,0,0.028571,0.230769,0.015802,0.096138,0.002565,0.014493,0.023028,0.03,0.002565,0.013653,0.316327,0.013986,0.014035,0.019435,0.066667,0.022539,0.023372,0.040816,0.204545,0.018065,0.756964,0.016591,FALSE
0,0,0,0,0,0,0.497487,0,0,0,1,0,0,0,0,0,0.006376,0.008433,0.000008,0,0.00196,0.335,0.000008,0.000483,1,0,0,0,0.333333,0.001186,0.002504,0.004082,0.034091,0,0,0,FALSE
0,0,0.001792,0,0,0,0.246231,0,0,0,1,0,0,0,0.009524,0.076923,0.006376,0.008433,0.000008,0,0.00196,0.335,0.000008,0.000483,1,0,0,0,0.083333,0.001186,0.002504,0.004082,0.034091,0.003871,0.504643,0.003017,FALSE
0,0,0.001792,0,0,0,0.246231,0,0,0,1,0,0,0,0.009524,0.076923,0.006376,0.008433,0.000008,0,0.00196,0.335,0.000008,0.000483,1,0,0,0,0.083333,0.001186,0.002504,0.004082,0.034091,0.003871,0.504643,0.003017,FALSE
0,0,0.001792,0,0,0,0.246231,0,0,0,1,0,0,0,0.009524,0.076923,0.006376,0.008433,0.000008,0,0.00196,0.335,0.000008,0.000483,1,0,0,0,0.083333,0.001186,0.002504,0.004082,0.034091,0.003871,0.504643,0.003017,FALSE
0,0,0,0,0,0,0.497487,0,0,0,1,0,0,0,0,0.153846,0.006376,0.008433,0.000008,0,0.00196,0.335,0.000008,0.000483,1,0,0,0,0.166667,0.001186,0.002504,0.004082,0.034091,0.00129,0,0,FALSE
0,0,0.001792,0,0,0,0.246231,0,0,0,1,0,0,0,0.009524,0.076923,0.006376,0.008433,0.000008,0,0.00196,0.335,0.000008,0.000483,1,0,0,0,0.083333,0.001186,0.002504,0.004082,0.034091,0.003871,0.504643,0.003017,FALSE
0.020979,0.040541,0.021505,0,0.021053,0.020979,0.130653,0.021127,0.285714,0.017544,0.731183,0.021157,0,0,0.028571,0.153846,0.015646,0.139428,0.00534,0.019928,0.033807,0.02,0.00534,0.019598,0.234694,0.020979,0.021053,0.021201,0.08,0.036773,0.03172,0.040816,0.181818,0.020645,0.807428,0.022624,FALSE
0,0,0.001792,0,0,0,0.246231,0,0,0,1,0,0,0,0.009524,0.076923,0.006376,0.008433,0.000008,0,0.00196,0.335,0.000008,0.000483,1,0,0,0,0.066667,0.001186,0.002504,0.004082,0.034091,0.005161,0.504643,0.003017,FALSE
0.006993,0.027027,0.007168,0,0.007018,0.006993,0.19598,0.007042,0.285714,0.008772,1,0.008463,0,0,0.009524,0.153846,0.016591,0.026255,0.000201,0.003623,0.008329,0.105,0.000201,0.003911,0.489796,0.006993,0.007018,0.008834,0.096667,0.008304,0.008347,0.02449,0.090909,0.007742,0.807428,0.007541,FALSE
0,0.013514,0,0,0,0,0.497487,0,0,0,1,0.00141,0,0,0.009524,0.230769,0.04,0.003542,0.000009,0.001812,0.00441,0.8,0.000009,0.001263,1,0,0,0.001767,0.11,0.005931,0.003339,0.016327,0.011364,0.002581,0,0.001508,FALSE
