@relation kc1-class-level-top5percentDF-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute PERCENT_PUB_DATA numeric
@attribute ACCESS_TO_PUB_DATA numeric
@attribute COUPLING_BETWEEN_OBJECTS numeric
@attribute DEPTH numeric
@attribute LACK_OF_COHESION_OF_METHODS numeric
@attribute NUM_OF_CHILDREN numeric
@attribute DEP_ON_CHILD numeric
@attribute FAN_IN numeric
@attribute RESPONSE_FOR_CLASS numeric
@attribute WEIGHTED_METHODS_PER_CLASS numeric
@attribute minLOC_BLANK numeric
@attribute minBRANCH_COUNT numeric
@attribute minLOC_CODE_AND_COMMENT numeric
@attribute minLOC_COMMENTS numeric
@attribute minCYCLOMATIC_COMPLEXITY numeric
@attribute minDESIGN_COMPLEXITY numeric
@attribute minESSENTIAL_COMPLEXITY numeric
@attribute minLOC_EXECUTABLE numeric
@attribute minHALSTEAD_CONTENT numeric
@attribute minHALSTEAD_DIFFICULTY numeric
@attribute minHALSTEAD_EFFORT numeric
@attribute minHALSTEAD_ERROR_EST numeric
@attribute minHALSTEAD_LENGTH numeric
@attribute minHALSTEAD_LEVEL numeric
@attribute minHALSTEAD_PROG_TIME numeric
@attribute minHALSTEAD_VOLUME numeric
@attribute minNUM_OPERANDS numeric
@attribute minNUM_OPERATORS numeric
@attribute minNUM_UNIQUE_OPERANDS numeric
@attribute minNUM_UNIQUE_OPERATORS numeric
@attribute minLOC_TOTAL numeric
@attribute maxLOC_BLANK numeric
@attribute maxBRANCH_COUNT numeric
@attribute maxLOC_CODE_AND_COMMENT numeric
@attribute maxLOC_COMMENTS numeric
@attribute maxCYCLOMATIC_COMPLEXITY numeric
@attribute maxDESIGN_COMPLEXITY numeric
@attribute maxESSENTIAL_COMPLEXITY numeric
@attribute maxLOC_EXECUTABLE numeric
@attribute maxHALSTEAD_CONTENT numeric
@attribute maxHALSTEAD_DIFFICULTY numeric
@attribute maxHALSTEAD_EFFORT numeric
@attribute maxHALSTEAD_ERROR_EST numeric
@attribute maxHALSTEAD_LENGTH numeric
@attribute maxHALSTEAD_LEVEL numeric
@attribute maxHALSTEAD_PROG_TIME numeric
@attribute maxHALSTEAD_VOLUME numeric
@attribute maxNUM_OPERANDS numeric
@attribute maxNUM_OPERATORS numeric
@attribute maxNUM_UNIQUE_OPERANDS numeric
@attribute maxNUM_UNIQUE_OPERATORS numeric
@attribute maxLOC_TOTAL numeric
@attribute avgLOC_BLANK numeric
@attribute avgBRANCH_COUNT numeric
@attribute avgLOC_CODE_AND_COMMENT numeric
@attribute avgLOC_COMMENTS numeric
@attribute avgCYCLOMATIC_COMPLEXITY numeric
@attribute avgDESIGN_COMPLEXITY numeric
@attribute avgESSENTIAL_COMPLEXITY numeric
@attribute avgLOC_EXECUTABLE numeric
@attribute avgHALSTEAD_CONTENT numeric
@attribute avgHALSTEAD_DIFFICULTY numeric
@attribute avgHALSTEAD_EFFORT numeric
@attribute avgHALSTEAD_ERROR_EST numeric
@attribute avgHALSTEAD_LENGTH numeric
@attribute avgHALSTEAD_LEVEL numeric
@attribute avgHALSTEAD_PROG_TIME numeric
@attribute avgHALSTEAD_VOLUME numeric
@attribute avgNUM_OPERANDS numeric
@attribute avgNUM_OPERATORS numeric
@attribute avgNUM_UNIQUE_OPERANDS numeric
@attribute avgNUM_UNIQUE_OPERATORS numeric
@attribute avgLOC_TOTAL numeric
@attribute sumLOC_BLANK numeric
@attribute sumBRANCH_COUNT numeric
@attribute sumLOC_CODE_AND_COMMENT numeric
@attribute sumLOC_COMMENTS numeric
@attribute sumCYCLOMATIC_COMPLEXITY numeric
@attribute sumDESIGN_COMPLEXITY numeric
@attribute sumESSENTIAL_COMPLEXITY numeric
@attribute sumLOC_EXECUTABLE numeric
@attribute sumHALSTEAD_CONTENT numeric
@attribute sumHALSTEAD_DIFFICULTY numeric
@attribute sumHALSTEAD_EFFORT numeric
@attribute sumHALSTEAD_ERROR_EST numeric
@attribute sumHALSTEAD_LENGTH numeric
@attribute sumHALSTEAD_LEVEL numeric
@attribute sumHALSTEAD_PROG_TIME numeric
@attribute sumHALSTEAD_VOLUME numeric
@attribute sumNUM_OPERANDS numeric
@attribute sumNUM_OPERATORS numeric
@attribute sumNUM_UNIQUE_OPERANDS numeric
@attribute sumNUM_UNIQUE_OPERATORS numeric
@attribute sumLOC_TOTAL numeric
@attribute DL {DEF,NODEF}

@data
0,0,0.791667,0.5,1,0,0,1,0.351351,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.293103,0.545455,0,0.25,0.545455,0.545455,0.4,0.683206,0.600798,0.612651,0.387337,0.481061,0.54792,0.335,0.387337,0.482406,0.485981,0.587021,0.5,0.540541,0.728223,0.206024,0.519008,0,0.147244,0.519008,0.672528,0.374684,0.55082,0.600964,0.65653,0.410694,0.533332,0.594499,0.156306,0.410694,0.534281,0.537011,0.630636,0.491262,0.696373,0.503691,0.158824,0.32823,0,0.200787,0.325744,0.446078,0.299419,0.435798,0.355717,0.237568,0.205007,0.287345,0.299857,0.135343,0.205007,0.285911,0.263122,0.324075,0.265385,0.24295,0.423317,NODEF
0,0,0.333333,0,0.58,0,0,0,0.166667,0.34,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,0.074627,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0.172414,0.181818,0.166667,0.181818,0.25,0.181818,0,0.20229,0.194706,0.366698,0.044979,0.094697,0.117541,0.335,0.044979,0.093582,0.107477,0.123894,0.233333,0.648649,0.250871,0.053182,0.087153,0.205533,0.057743,0.108189,0.07992,0,0.105315,0.232239,0.209117,0.025228,0.065823,0.09583,0.379784,0.025228,0.065659,0.076907,0.107725,0.133148,0.412624,0.116109,0.045098,0.086124,0.22807,0.086614,0.119089,0.127451,0.093023,0.091656,0.151211,0.083237,0.013853,0.03901,0.053169,0.361735,0.013853,0.03865,0.041451,0.060894,0.079121,0.158351,0.115892,NODEF
0,0,0.166667,0,0,0,0,0,0.072072,0.16,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0,0,0,0,0,0,0,0.053435,0.342691,0.10493,0.006471,0.045455,0.068716,0.095,0.006471,0.047093,0.07243,0.066372,0.183333,0.216216,0.080139,0,0,0,0,0,0,0,0.173156,0.808539,0.252324,0.042946,0.225166,0.287156,0.169183,0.042947,0.225048,0.299138,0.279624,0.476768,0.443005,0.217272,0,0.014354,0,0,0.02627,0.036765,0.043605,0.073065,0.255244,0.048696,0.011433,0.0647,0.077247,0.07813,0.011434,0.064229,0.078171,0.076637,0.137363,0.08243,0.100278,NODEF
0.83,0,0.125,0.166667,1,0,0,0.333333,0.171171,0.11,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0.111111,0,0,0,0,0,0,0,0,0.040091,0.027907,0.000054,0,0.004521,0.335,0.000054,0.001466,0.004673,0.004425,0.016667,0.081081,0.010453,0,0,0,0,0,0,0,0,0.128395,0.0782,0.000497,0,0.025555,0.714032,0.000499,0.009652,0.024828,0.026012,0.054924,0.186529,0.017762,0,0.003828,0,0,0.007005,0.009804,0.011628,0,0.012666,0.004716,0.000041,0,0.002148,0.103045,0.000041,0.000861,0.002027,0.002228,0.004945,0.010846,0.003817,NODEF
0,0,0,0,1,0.2,0,0,0.441441,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0,0.022727,0,0,0.022727,0,0,0.007634,0.115664,0.065116,0.000842,0.011364,0.018083,0.335,0.000842,0.009868,0.018692,0.017699,0.066667,0.189189,0.013937,0,0.004959,0,0,0.004959,0,0,0.003279,0.238154,0.130333,0.003475,0.030464,0.059627,0.418295,0.003476,0.033902,0.06069,0.05896,0.134258,0.31399,0.015859,0,0.020096,0,0,0.035026,0.046569,0.055233,0.001729,0.093977,0.031441,0.001156,0.010942,0.02005,0.241464,0.001157,0.012095,0.019824,0.020199,0.048352,0.07303,0.015267,NODEF
0,0,0,0,0,0,0,0,0.045045,0.1,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.746269,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0.333333,0,0,0,0,0,0,0,0,0.040143,0.037209,0.000096,0.003788,0.005425,0.5,0.000095,0.001959,0.004673,0.0059,0.016667,0.108108,0.010453,0,0,0,0,0,0,0,0,0.105138,0.0782,0.000485,0.008829,0.02307,0.77087,0.000484,0.008351,0.018391,0.026012,0.040684,0.186529,0.038062,0,0.001914,0,0,0.003503,0.004902,0.005814,0,0.006223,0.00283,0.000024,0.000476,0.001164,0.066749,0.000024,0.000447,0.000901,0.001337,0.002198,0.006508,0.003817,NODEF
0,0,0.208333,0,0.78,0,0,0,0.063063,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222,0,0.045455,0,0,0.045455,0.045455,0,0.007634,0.027608,0.027907,0.000037,0,0.003617,1,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0.15331,0,0.028335,0,0,0.028335,0.037677,0,0.003513,0.017791,0.011171,0.000039,0,0.003803,0.279371,0.000039,0.000934,0.002956,0.004335,0.006539,0.031088,0.298155,0,0.020096,0,0,0.029772,0.041667,0.037791,0.001297,0.004914,0.001886,0.000009,0,0.000895,0.112888,0.000009,0.000233,0.000676,0.00104,0.001648,0.005061,0.118668,NODEF
0,0,0.041667,0.166667,0,0,0,0.333333,0.009009,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.166667,0,0.2,0,0.111111,0,0,0,0,0,0,0,0.003817,0.032114,0.046512,0.000119,0.003788,0.005425,0.2,0.000119,0.001959,0.002336,0.007375,0.008333,0.135135,0.006969,0,0,0,0,0,0,0,0.008197,0.054839,0.065166,0.00059,0.013245,0.018634,0.213144,0.000589,0.006875,0.013793,0.021676,0.030513,0.15544,0.019031,0,0.000957,0,0,0.001751,0.002451,0.002907,0.000432,0.002164,0.001572,0.00002,0.000476,0.000627,0.012304,0.00002,0.000245,0.000451,0.000743,0.001099,0.003615,0.001388,NODEF
1,0,0,0,1,0.2,0,0,0.157658,0.35,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.328358,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0,0,0.045455,0,0,0.045455,0.022727,0.08,0.003817,0.06138,0.083721,0.000738,0.007576,0.012658,0.5,0.000739,0.006731,0.011682,0.013274,0.041667,0.243243,0.010453,0,0.009917,0,0,0.009917,0.006593,0.01519,0.001639,0.120037,0.08602,0.000811,0.003974,0.026886,0.698579,0.000813,0.010752,0.023448,0.029046,0.050347,0.202073,0.014591,0,0.02201,0,0,0.036778,0.04902,0.061047,0.000865,0.047367,0.020751,0.00027,0.001427,0.00904,0.403261,0.00027,0.003836,0.007659,0.009951,0.018132,0.046999,0.014573,NODEF
0,0,0.583333,0.5,0.72,0,0,0.333333,0.121622,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.327586,0.522727,0,0.25,0.522727,0.386364,0.72,0.51145,0.42334,0.697488,0.294504,0.32197,0.367993,1,0.294505,0.322196,0.378505,0.361357,0.491667,0.756757,0.536585,0.56593,1,0,0.187664,1,1,1,1,0.756298,1,1,1,1,0.237123,1,1,1,1,0.877254,1,0.91138,0.17451,0.242105,0,0.102362,0.231173,0.25,0.261628,0.316472,0.179064,0.144742,0.199669,0.215509,0.201754,0.082129,0.199669,0.214053,0.19599,0.205555,0.18956,0.139552,0.302915,NODEF
0,0,0.625,0.5,0.9,0,0,0.333333,0.153153,0.19,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.586207,0.409091,0.75,0.295455,0.409091,0.340909,0.4,0.354962,0.440485,0.652651,0.204616,0.238636,0.286618,1,0.204616,0.239278,0.285047,0.287611,0.383333,0.621622,0.519164,1,0.62114,0.823798,0.496892,0.62114,0.673222,0.543638,0.824849,0.771533,0.799695,0.60695,0.771001,0.805585,0.217632,0.60695,0.77391,0.804356,0.806358,0.796554,0.883556,0.923511,0.488235,0.244976,0.526316,0.429134,0.23993,0.281863,0.25,0.413316,0.28923,0.18327,0.191882,0.263083,0.25734,0.119348,0.191882,0.262291,0.249606,0.262439,0.272527,0.195228,0.486121,NODEF
0,0,0,0,0.98,0,0,0,0.166667,0.34,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0,0,0,0,0,0,0,0,0.027608,0.027907,0.000037,0,0.003617,0.335,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0,0,0,0,0,0,0,0,0,0.094288,0.0782,0.000365,0,0.021295,0.714032,0.000367,0.007092,0.013793,0.026012,0.030513,0.186529,0,0,0,0,0,0,0,0,0,0.00186,0.000943,0.000006,0,0.000358,0.020609,0.000006,0.000127,0.000225,0.000446,0.000549,0.002169,0,NODEF
1,0,0.041667,0,0.7,0,0,0,0.022523,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107117,0.055814,0.000222,0.003788,0.007233,0.5,0.000222,0.003031,0.009346,0.00885,0.033333,0.162162,0.003484,0,0,0,0,0,0,0,0,0.101471,0.041706,0.000564,0.010596,0.019166,0.283481,0.000564,0.007921,0.016552,0.020809,0.036616,0.124352,0.005075,0,0.003828,0,0,0.007005,0.009804,0.011628,0,0.01001,0.002515,0.000047,0.000951,0.001611,0.04091,0.000047,0.000707,0.001352,0.001782,0.003297,0.007231,0.002082,NODEF
0,0,0.958333,0.166667,0.92,0,0,0.333333,0.238739,0.25,0,0,0,0,0,0,0,0,0.403482,0.4,0.105152,0,0.4,0.044776,0.104019,0.252366,0.166667,0.333333,0.2,0.4,0,0.275862,0.25,0,0.136364,0.25,0.25,0.2,0.370229,0.710038,0.538605,0.144752,0.310606,0.345389,0.5,0.144753,0.311599,0.327103,0.356932,0.583333,0.594595,0.400697,0.253333,0.253884,0,0.069291,0.253884,0.327033,0.066835,0.326557,0.441461,0.473869,0.268948,0.362384,0.389281,0.408384,0.268949,0.366619,0.385655,0.391561,0.4162,0.599378,0.316678,0.162745,0.145455,0,0.07874,0.154116,0.210784,0.101744,0.215305,0.217755,0.142893,0.111876,0.162702,0.163623,0.294679,0.111877,0.163491,0.157468,0.167682,0.187363,0.174259,0.224844,NODEF
0,0,0.208333,0,1,0,0,0,0.081081,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222,0,0,0,0,0,0,0,0.007634,0.027608,0.027907,0.000037,0,0.003617,0.5,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0.04878,0,0,0,0,0,0,0,0.003857,0.010489,0.007667,0.00003,0,0.002192,0.104691,0.00003,0.000665,0.001623,0.00255,0.00359,0.018287,0.097022,0,0.015311,0,0,0.028021,0.039216,0.046512,0.001729,0.003518,0.001572,0.000008,0,0.000627,0.051369,0.000008,0.000202,0.000451,0.000743,0.001099,0.003615,0.050659,NODEF
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0,0,0,0,0,0,0,0,0.040091,0.027907,0.000054,0,0.004521,0.335,0.000054,0.001466,0.004673,0.004425,0.016667,0.081081,0,0,0,0,0,0,0,0,0,0.1085,0.0782,0.00042,0,0.02307,0.714032,0.000422,0.008158,0.018391,0.026012,0.040684,0.186529,0,0,0.001914,0,0,0.003503,0.004902,0.005814,0,0.006422,0.00283,0.000021,0,0.001164,0.061827,0.000021,0.000437,0.000901,0.001337,0.002198,0.006508,0.000694,NODEF
0,0,0.666667,0.166667,0.87,0,0,0.333333,0.18018,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0.155172,0.272727,0,0.181818,0.272727,0.25,0.2,0.328244,0.368124,0.434047,0.075589,0.159091,0.19349,0.335,0.075589,0.159629,0.193925,0.193215,0.35,0.594595,0.348432,0.133534,0.264463,0,0.093832,0.264463,0.318681,0.164557,0.311475,0.380235,0.415066,0.173453,0.280352,0.316327,0.354352,0.173454,0.283809,0.3,0.32659,0.343273,0.554404,0.285467,0.041176,0.07177,0,0.051181,0.075306,0.098039,0.069767,0.098573,0.090026,0.060077,0.034633,0.060419,0.06382,0.122731,0.034633,0.06075,0.058797,0.067132,0.074176,0.077368,0.097502,NODEF
0,0,0.708333,0.666667,0.93,0,0,0.333333,0.243243,0.06,0,0,0,0,0,0,0,1,1,0.96,1,1,1,0.074627,1,1,1,0.666667,1,0.8,0.666667,0.12069,0.363636,0.083333,0.045455,0.363636,0.363636,0.36,0.301527,0.29395,0.360558,0.065651,0.140152,0.184448,0.21,0.065651,0.138913,0.147196,0.207965,0.216667,0.486486,0.313589,0.203481,0.595041,0.173913,0.086614,0.595041,0.791209,0.35443,0.584699,0.611431,0.579286,0.244604,0.437086,0.507542,0.16341,0.244604,0.435343,0.422989,0.560694,0.467869,0.715026,0.524414,0.031373,0.073684,0.035088,0.023622,0.071804,0.10049,0.055233,0.092521,0.072382,0.041923,0.02442,0.047098,0.051199,0.028299,0.02442,0.046593,0.041451,0.057627,0.050549,0.049892,0.087786,NODEF
0,0,0.583333,0.5,0.73,0,0,0.666667,0.414414,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.206897,0.409091,0.25,0.272727,0.409091,0.409091,0.56,0.366412,0.364653,0.494698,0.153256,0.234848,0.282098,0.5,0.153256,0.236399,0.273364,0.287611,0.366667,0.567568,0.400697,0.22228,0.47862,0.113421,0.188292,0.47862,0.556139,0.343423,0.496793,0.592466,0.64772,0.287054,0.460697,0.525443,0.172368,0.287054,0.464252,0.510945,0.534556,0.541277,0.770444,0.482674,0.131373,0.233493,0.087719,0.19685,0.232925,0.291667,0.215116,0.30134,0.26886,0.179692,0.109855,0.190295,0.203187,0.114426,0.109855,0.190468,0.191935,0.210604,0.224176,0.206074,0.311242,NODEF
0,0,0.625,0,0.82,0,0,0,0.031532,0.07,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,0.044776,0.158392,0.252366,0.166667,0.333333,0.2,0.4,0.111111,0.224138,0.295455,0,0.522727,0.295455,0.272727,0.44,0.30916,0.216617,0.580465,0.125333,0.162879,0.198915,0.335,0.125333,0.164767,0.196262,0.20059,0.291667,0.702703,0.41115,0.174412,0.198347,0,0.309336,0.198347,0.244898,0.238698,0.24356,0.274475,0.326875,0.18123,0.18543,0.214476,0.543517,0.18123,0.193179,0.216749,0.213047,0.248464,0.426351,0.279123,0.031373,0.032536,0,0.098425,0.035026,0.046569,0.049419,0.044963,0.037908,0.027599,0.021108,0.023311,0.025242,0.109812,0.021108,0.024121,0.02478,0.025546,0.031319,0.034707,0.055517,NODEF
0,0,0.5,0.166667,0.8,0,0,0.333333,0.166667,0.1,0,0,0,0,0,0,0,0,0.403482,0.4,0.105152,0,0.4,0.059701,0.104019,0.252366,0.166667,0.333333,0.2,0.4,0.111111,0.12069,0.136364,0,0.022727,0.136364,0.136364,0.08,0.175573,0.255413,0.48614,0.049095,0.075758,0.107595,0.5,0.049095,0.07708,0.102804,0.110619,0.175,0.513514,0.1777,0.15261,0.192837,0,0.019248,0.198347,0.249084,0.06751,0.287796,0.380771,0.445275,0.110611,0.206034,0.265602,0.400237,0.110611,0.211607,0.252874,0.273603,0.298351,0.559586,0.279123,0.035294,0.041148,0,0.007874,0.045534,0.061275,0.034884,0.06831,0.067615,0.048337,0.016564,0.033302,0.04019,0.103968,0.016564,0.033971,0.037171,0.04218,0.048352,0.058568,0.071478,NODEF
0,0,0.375,0.166667,0.93,0,0,0.333333,0.220721,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155172,0.125,0,0.045455,0.136364,0.113636,0.08,0.328244,0.44064,0.498977,0.188461,0.287879,0.327306,0.335,0.188461,0.28817,0.324766,0.328909,0.475,0.594595,0.344948,0.049053,0.038961,0,0.012373,0.042503,0.047096,0.0217,0.101874,0.181577,0.161315,0.133415,0.143804,0.154772,0.564071,0.133416,0.150064,0.147783,0.159166,0.148207,0.248705,0.091531,0.017647,0.022967,0,0.007874,0.033275,0.044118,0.043605,0.037613,0.050156,0.02724,0.031078,0.036156,0.03643,0.22793,0.031079,0.037475,0.033791,0.03817,0.037363,0.040492,0.039556,NODEF
0,0,0.458333,0.166667,0.8,0.2,0,0.333333,0.126126,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0.224138,0.136364,0,0.090909,0.136364,0.113636,0.16,0.209924,0.249871,0.352372,0.053301,0.113636,0.141049,0.5,0.053301,0.115402,0.14486,0.138643,0.3,0.594595,0.247387,0.213655,0.185124,0,0.103937,0.185124,0.237363,0.131646,0.27541,0.370396,0.35096,0.089028,0.192495,0.244898,0.365897,0.089028,0.197147,0.225287,0.257225,0.28479,0.493264,0.274894,0.082353,0.066986,0,0.070866,0.073555,0.10049,0.078488,0.108949,0.109621,0.063498,0.02222,0.051855,0.061762,0.158413,0.02222,0.05275,0.055193,0.066092,0.076923,0.086045,0.117627,NODEF
0,0,0.208333,0.333333,0,0,0,0.666667,0.27027,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241,0.045455,0,0.022727,0.045455,0.045455,0,0.080153,0.125194,0.325581,0.022793,0.05303,0.079566,0.165,0.022793,0.053423,0.081776,0.078171,0.116667,0.378378,0.087108,0.015261,0.079339,0,0.017323,0.079339,0.105495,0,0.127869,0.190523,0.306126,0.055256,0.111258,0.145874,0.106572,0.055255,0.111764,0.146207,0.145665,0.170874,0.422798,0.119262,0.001961,0.011483,0,0.003937,0.014011,0.019608,0.011628,0.016861,0.018795,0.018462,0.004597,0.00999,0.012263,0.01538,0.004597,0.009968,0.01194,0.012476,0.015385,0.024584,0.017696,NODEF
0,0,0.75,0.666667,0.83,0,0,0.333333,0.261261,0.1,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.044776,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0.111111,0.137931,0.454545,0.083333,0.113636,0.454545,0.454545,0.48,0.408397,0.339169,0.657116,0.251464,0.291667,0.347197,0.5,0.251464,0.292037,0.345794,0.348083,0.366667,0.567568,0.425087,0.160241,0.342149,0.208696,0.129921,0.347107,0.461538,0.212658,0.45082,0.475458,0.528265,0.364058,0.421192,0.465839,0.328242,0.364057,0.423047,0.438621,0.482948,0.405825,0.596891,0.416148,0.041176,0.074641,0.070175,0.059055,0.077058,0.107843,0.06686,0.118893,0.09381,0.063718,0.060576,0.075642,0.078321,0.09474,0.060576,0.075462,0.071638,0.082727,0.073077,0.069414,0.116933,NODEF
0,0,0.416667,0,0.96,0,0,0,0.441441,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,1,0.590909,0,0.113636,0.590909,0.386364,0.8,0.522901,0.543821,1,0.543187,0.439394,0.481013,0.335,0.543187,0.441186,0.502336,0.486726,0.616667,0.837838,0.529617,0.397099,0.479676,0,0.027398,0.479676,0.418479,0.382847,0.353797,0.517177,0.845982,0.613261,0.568185,0.606921,0.168014,0.613261,0.572051,0.624771,0.5957,0.566673,0.877445,0.360556,1,1,0,0.122047,1,1,1,0.914397,1,1,1,1,1,0.475238,1,1,1,1,1,1,1,DEF
0.95,0,0.583333,0.166667,0.84,0,0,0.333333,0.148649,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0.224138,0.181818,0.083333,0.181818,0.181818,0.159091,0.12,0.267176,0.416347,0.32093,0.058376,0.140152,0.179928,0.335,0.058376,0.141098,0.163551,0.190265,0.283333,0.486486,0.313589,0.30946,0.247934,0.028986,0.139545,0.231405,0.263736,0.06751,0.412568,0.567854,0.423524,0.158622,0.341428,0.395741,0.269391,0.158623,0.344192,0.360153,0.418112,0.43227,0.573402,0.404588,0.143137,0.102392,0.017544,0.114173,0.103327,0.129902,0.072674,0.19585,0.201671,0.091952,0.047508,0.110371,0.119764,0.139957,0.047508,0.110513,0.10588,0.128917,0.14011,0.120029,0.205066,NODEF
0,0,0.25,0,0.8,0,0,0,0.067568,0.15,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0,0,0,0,0,0,0,0.049618,0.280483,0.103442,0.005145,0.037879,0.057866,1,0.005146,0.037989,0.058411,0.057522,0.15,0.216216,0.059233,0,0,0,0,0,0,0,0.08306,0.339722,0.184169,0.013147,0.077703,0.112866,0.386501,0.013146,0.077138,0.110345,0.114451,0.195284,0.381347,0.094733,0,0.013397,0,0,0.024518,0.034314,0.040698,0.032858,0.100542,0.033321,0.003281,0.020932,0.028464,0.167333,0.003281,0.02064,0.027033,0.029407,0.052747,0.066522,0.04372,NODEF
0,0,0.208333,0.166667,0,0,0,0.333333,0.108108,0.05,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0,0.022727,0,0,0.022727,0.022727,0,0.026718,0.042992,0.124093,0.001136,0.007576,0.014467,1,0.001136,0.00699,0.011682,0.016224,0.025,0.216216,0.027875,0,0.019835,0,0,0.019835,0.026374,0,0.04918,0.05767,0.079972,0.002259,0.010596,0.023425,0.884547,0.00226,0.010522,0.01931,0.026012,0.030513,0.149223,0.045675,0,0.005742,0,0,0.008757,0.012255,0.011628,0.006485,0.005689,0.004823,0.000188,0.000951,0.001969,0.127653,0.000188,0.000938,0.001577,0.002228,0.002747,0.008677,0.007634,NODEF
0,0,0,0,0,0.2,0,0,0.013514,0.03,0,0,0,0,0,0,0,0.75,0.880394,0.8,0.611593,1,0.9,0.119403,0.609929,0.733754,0.666667,0.833333,0.6,0.6,0.444444,0.017241,0.022727,0,0,0.022727,0,0,0.034351,0.094582,0.227907,0.006055,0.022727,0.036166,0.25,0.006055,0.02316,0.03972,0.033923,0.091667,0.378378,0.041812,0.025435,0.066116,0,0,0.066116,0,0,0.103825,0.253559,0.422278,0.03913,0.10596,0.150843,0.241563,0.039129,0.108503,0.16092,0.144509,0.223763,0.621762,0.101499,0.001961,0.005742,0,0,0.007005,0.004902,0.005814,0.008214,0.015008,0.01528,0.001953,0.005709,0.007608,0.020917,0.001953,0.005806,0.007885,0.007426,0.012088,0.021692,0.009022,NODEF
0,0,0.375,0.166667,0.97,0,0,0.333333,0.171171,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.155172,0.068182,0,0.113636,0.068182,0.068182,0,0.137405,0.197089,0.232558,0.018305,0.060606,0.083183,0.335,0.018305,0.060063,0.081776,0.084071,0.175,0.405405,0.184669,0.069368,0.058603,0,0.03937,0.06311,0.05994,0,0.111773,0.217637,0.19166,0.025465,0.072246,0.105993,0.377846,0.025466,0.077592,0.109091,0.104046,0.160888,0.33349,0.121107,0.019608,0.02201,0,0.019685,0.029772,0.036765,0.02907,0.032425,0.047235,0.025429,0.004661,0.014272,0.019603,0.119963,0.004661,0.015225,0.019599,0.019605,0.031868,0.042661,0.039903,NODEF
