@relation kc3-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute GLOBAL_DATA_COMPLEXITY numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute c {FALSE,TRUE}

@data
0,0,0.021739,0,0,0,0,0.294737,0,0,0,1,0.00431,0,0,0.012448,0,0.030303,1,0.033602,0.055006,0.000124,0.002809,0.004958,0.492537,0.000124,0.002246,1,0,0,0.005025,0.226804,0.003597,0.005841,0.012579,0.166667,0.009709,0,0.012397,FALSE
0,0,0,0,0,0,0,0.294737,0,0,0,1,0,0,0,0.012448,0,0.030303,1,0.022387,0.027503,0.000021,0,0.002125,1,0.000021,0.000749,1,0,0,0,0.226804,0.001799,0.002336,0.006289,0.066667,0.009709,0,0.012397,FALSE
0.321429,0.189655,0.217391,0,0.052632,0.184211,0.171429,0.189474,0.176471,0.5825,0.181818,1,0.168103,0.263158,0.83,0.124481,0,0.181818,0.86,0.21854,0.440044,0.051422,0.117978,0.152266,0.059701,0.051422,0.116866,0.849462,0.190476,0.184211,0.165829,0.14433,0.151079,0.153037,0.220126,0.633333,0.132686,0.090909,0.123967,FALSE
0,0,0,0,0,0,0,0.294737,0,0,0,1,0,0,0,0.012448,0,0.030303,1,0.033014,0.045838,0.000084,0.002809,0.004249,0.597015,0.000084,0.001839,1,0,0,0,0.226804,0.003597,0.004673,0.012579,0.133333,0.009709,0,0.012397,FALSE
0,0,0,0,0,0,0,0.294737,0,0,0,1,0,0,0,0.012448,0.333333,0.030303,1,0.015205,0.091676,0.000155,0.002809,0.004249,0.298507,0.000155,0.001693,1,0,0,0,0.226804,0.003597,0.004673,0.006289,0.133333,0.009709,0,0.012397,FALSE
0,0,0.021739,0,0,0,0,0.294737,0,0,0,1,0.00431,0,0,0.012448,0.666667,0.030303,1,0.045657,0.064173,0.000229,0.002809,0.007082,0.432836,0.000229,0.003561,1,0,0,0.005025,0.175258,0.007194,0.007009,0.025157,0.2,0.012945,0,0.012397,FALSE
0.142857,0.068966,0.23913,0,0,0.105263,0.057143,0.115789,0.117647,0.5,0.060606,1,0.125,0,0,0.078838,0.666667,0.090909,1,0.244036,0.227906,0.015413,0.067416,0.099858,0.119403,0.015413,0.067608,0.27957,0.095238,0.105263,0.135678,0.103093,0.093525,0.103972,0.144654,0.333333,0.074434,0,0.078512,FALSE
0.035714,0.103448,0.086957,0,0,0.105263,0.085714,0.473684,0.058824,1,0.060606,0.626866,0.056034,0,0,0.033195,0.666667,0.121212,1,0.063802,0.256692,0.005107,0.019663,0.032578,0.104478,0.005107,0.019897,0.193548,0.142857,0.105263,0.050251,0.381443,0.032374,0.03271,0.056604,0.433333,0.029126,0,0.033058,FALSE
0,0,0,0,0,0,0,0.294737,0,0,0,1,0,0,0,0.012448,0.333333,0.030303,1,0.015205,0.091676,0.000155,0.002809,0.004249,0.298507,0.000155,0.001693,1,0,0,0,0.226804,0.003597,0.004673,0.006289,0.133333,0.009709,0,0.012397,FALSE
0.321429,0.568966,0.608696,0.111111,0.710526,0.736842,0.485714,0.178947,0.764706,0.5375,0.424242,0.746269,0.49569,0.473684,0.53,0.3361,1,0.484848,0.89,0.393271,0.801063,0.306625,0.382022,0.429887,0.029851,0.306625,0.382818,0.526882,0.714286,0.736842,0.492462,0.123711,0.417266,0.438084,0.484277,0.933333,0.38835,0.373673,0.338843,FALSE
0.178571,0.206897,0.23913,0,0,0.315789,0.171429,0.168421,0.352941,0.5,0.151515,0.791045,0.176724,0.210526,0.67,0.141079,0.666667,0.151515,0.71,0.176957,0.491199,0.05189,0.106742,0.140935,0.059701,0.05189,0.105636,0.688172,0.285714,0.315789,0.175879,0.154639,0.133094,0.146028,0.18239,0.666667,0.126214,0,0.140496,FALSE
0.035714,0.086207,0.152174,0,0.026316,0,0.114286,0.147368,0,0,0.090909,0.701493,0.099138,0,0,0.112033,0,0.121212,0.8,0.227655,0.257426,0.018331,0.070225,0.101983,0.104478,0.018331,0.071214,0.139785,0,0,0.095477,0.14433,0.097122,0.10514,0.157233,0.4,0.093851,0.051927,0.11157,TRUE
0.714286,0.413793,0.630435,0.222222,0.473684,0.473684,0.371429,0.084211,0.529412,0.5,0.242424,0.462687,0.435345,0.210526,0.31,0.423237,0,0.363636,0.86,0.685862,0.460763,0.176891,0.384831,0.417139,0.059701,0.176891,0.383977,0.311828,0.428571,0.473684,0.442211,0.072165,0.419065,0.415888,0.641509,0.7,0.462783,0.2384,0.429752,FALSE
0,0.034483,0.043478,0,0.026316,0.052632,0.028571,0.178947,0.058824,0.5,0.030303,1,0.034483,0,0,0.037344,0.666667,0.060606,1,0.078209,0.272827,0.007067,0.025281,0.03966,0.104478,0.007067,0.025914,0.462366,0.047619,0.052632,0.035176,0.14433,0.03777,0.040888,0.075472,0.533333,0.035599,0.145455,0.03719,TRUE
0.321429,0.034483,0.195652,0,0.105263,0.052632,0.028571,0.052632,0.058824,0.5,0.030303,1,0.090517,0,0,0.087137,0,0.030303,0.5,0.301453,0.203154,0.01511,0.075843,0.109065,0.134328,0.01511,0.074404,0.462366,0.047619,0.052632,0.100503,0.030928,0.115108,0.10514,0.163522,0.266667,0.110032,0.232727,0.086777,FALSE
0,0,0.043478,0,0,0,0,0.157895,0,0,0,1,0.008621,0,0,0.020747,0,0.030303,1,0.073253,0.085625,0.000652,0.008427,0.014873,0.313433,0.000652,0.007619,1,0,0,0.01005,0.14433,0.014388,0.015187,0.037736,0.2,0.016181,0,0.020661,FALSE
0.428571,0.241379,0.434783,0.111111,0.184211,0.210526,0.228571,0.126316,0.235294,0.5,0.181818,0.671642,0.237069,0.210526,0.5,0.215768,0.333333,0.212121,0.78,0.415827,0.328933,0.054695,0.16573,0.20255,0.089552,0.054695,0.166252,0.526882,0.190476,0.210526,0.236181,0.092784,0.183453,0.214953,0.339623,0.6,0.23301,0.193891,0.219008,TRUE
0.142857,0.275862,0.108696,0,0,0.315789,0.228571,0.421053,0.235294,0.75,0.242424,1,0.211207,0.421053,1,0.082988,0.333333,0.272727,1,0.196825,0.266777,0.017016,0.064607,0.094193,0.104478,0.017016,0.063799,1,0.380952,0.315789,0.20603,0.329897,0.084532,0.100467,0.132075,0.4,0.080906,0,0.082645,TRUE
0,0,0.021739,0,0,0,0,1,0,0,0,1,0.00431,0,0,0,0.333333,0.030303,1,0.039945,0.055006,0.000147,0.002809,0.005666,0.492537,0.000147,0.00267,1,0,0,0.005025,1,0.005396,0.005841,0.018868,0.166667,0,0,0,FALSE
0.25,0.137931,0.434783,0.111111,0,0.210526,0.114286,0.052632,0.235294,0.5,0.121212,1,0.206897,0.105263,0.5,0.195021,0,0.121212,0.8,0.378528,0.355336,0.058099,0.162921,0.201133,0.074627,0.058099,0.163479,0.569892,0.190476,0.210526,0.221106,0.061856,0.201439,0.200935,0.327044,0.566667,0.177994,0.030255,0.198347,TRUE
0.178571,0.172414,0.173913,0,0.026316,0.236842,0.142857,0.263158,0.235294,0.5625,0.151515,1,0.172414,0.210526,0.8,0.082988,0.666667,0.181818,1,0.193758,0.379355,0.033883,0.089888,0.119688,0.074627,0.033884,0.089327,0.817204,0.238095,0.236842,0.175879,0.185567,0.107914,0.127336,0.18239,0.633333,0.087379,0.069236,0.082645,FALSE
0.035714,0.086207,0.130435,0,0,0.052632,0.085714,0.157895,0.058824,0.5,0.060606,0.626866,0.086207,0,0,0.082988,0,0.090909,0.75,0.155074,0.267877,0.013514,0.050562,0.074363,0.104478,0.013514,0.050468,0.193548,0.047619,0.052632,0.085427,0.14433,0.066547,0.079439,0.119497,0.466667,0.071197,0,0.082645,FALSE
0.107143,0.103448,0.195652,0,0.052632,0.157895,0.085714,0.2,0.176471,0.5,0.090909,1,0.099138,0,0,0.070539,0.666667,0.090909,0.75,0.141507,0.29703,0.01517,0.050562,0.072946,0.089552,0.01517,0.051077,0.193548,0.142857,0.157895,0.100503,0.134021,0.064748,0.078271,0.125786,0.566667,0.07767,0.153164,0.070248,FALSE
0.035714,0.12069,0.108696,0,0.026316,0.105263,0.114286,0.2,0.117647,0.5,0.090909,0.701493,0.090517,0.105263,0.5,0.087137,0.333333,0.121212,0.8,0.119498,0.195086,0.005522,0.02809,0.046034,0.134328,0.005522,0.02832,0.569892,0.095238,0.105263,0.085427,0.185567,0.032374,0.054907,0.069182,0.4,0.074434,0.066182,0.086777,FALSE
0.035714,0,0.043478,0,0,0,0,0.157895,0,0,0,1,0.008621,0,0,0.020747,0.333333,0.030303,1,0.062962,0.097726,0.000732,0.008427,0.014164,0.283582,0.000732,0.007482,1,0,0,0.01005,0.113402,0.014388,0.014019,0.037736,0.233333,0.019417,0,0.020661,FALSE
