@relation mfeat-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute att144 numeric
@attribute att145 numeric
@attribute att146 numeric
@attribute att147 numeric
@attribute att148 numeric
@attribute att149 numeric
@attribute att150 numeric
@attribute att151 numeric
@attribute att152 numeric
@attribute att153 numeric
@attribute att154 numeric
@attribute att155 numeric
@attribute att156 numeric
@attribute att157 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att160 numeric
@attribute att161 numeric
@attribute att162 numeric
@attribute att163 numeric
@attribute att164 numeric
@attribute att165 numeric
@attribute att166 numeric
@attribute att167 numeric
@attribute att168 numeric
@attribute att169 numeric
@attribute att170 numeric
@attribute att171 numeric
@attribute att172 numeric
@attribute att173 numeric
@attribute att174 numeric
@attribute att175 numeric
@attribute att176 numeric
@attribute att177 numeric
@attribute att178 numeric
@attribute att179 numeric
@attribute att180 numeric
@attribute att181 numeric
@attribute att182 numeric
@attribute att183 numeric
@attribute att184 numeric
@attribute att185 numeric
@attribute att186 numeric
@attribute att187 numeric
@attribute att188 numeric
@attribute att189 numeric
@attribute att190 numeric
@attribute att191 numeric
@attribute att192 numeric
@attribute att193 numeric
@attribute att194 numeric
@attribute att195 numeric
@attribute att196 numeric
@attribute att197 numeric
@attribute att198 numeric
@attribute att199 numeric
@attribute att200 numeric
@attribute att201 numeric
@attribute att202 numeric
@attribute att203 numeric
@attribute att204 numeric
@attribute att205 numeric
@attribute att206 numeric
@attribute att207 numeric
@attribute att208 numeric
@attribute att209 numeric
@attribute att210 numeric
@attribute att211 numeric
@attribute att212 numeric
@attribute att213 numeric
@attribute att214 numeric
@attribute att215 numeric
@attribute att216 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.066964,0.206612,0.086387,0.311337,0.380829,0.319079,0.071429,0.078947,0.230769,0.117647,0.111111,0,0.35,0.362319,0.305643,0.293478,0.416465,0.717352,0.04878,0.666667,0.55,0.541667,0.058824,0.75,0.660194,0.61657,0.226667,0.311151,0.612326,0.451796,0.825,0.512195,0.27907,0.55,0.571429,0.545455,0.637624,0.624788,0.122481,0.271331,0.616622,0.644491,0.757576,0.473684,0.511628,0.521739,0.666667,0.409091,0.598465,0.666667,0.135303,0.342715,0.641892,0.479478,0.829268,0.717949,0.27907,0.541667,0.681818,0.368421,0.564557,0.61978,0.050691,0.412747,0.618421,0.420945,0.825,0.432432,0.02381,0.684211,0.578947,0.416667,0.553846,0.577869,0.313936,0.192817,0.427723,0.740214,0.190476,0.871795,0.55,0.5,0.578947,0.631579,0.543011,0.355662,0.2832,0.273852,0.28125,0.669659,0.121951,0.828571,0.340909,0.625,0.235294,0.454545,0.541446,0.34542,0.529524,0.356808,0.474114,0.686792,0.473684,0.372093,0.311111,0.521739,0.47619,0.263158,0.450485,0.546697,0.120773,0.528785,0.583012,0.374778,0.581395,0.7,0.5,0.166667,0.5,0.434783,0.532164,0.455986,0.074468,0.388443,0.586207,0.399254,0.571429,0.787879,0.136364,0.208333,0.388889,0.64,0.446352,0.254425,0.122892,0.335766,0.319475,0.475177,0.333333,0.147059,0.205882,0.26087,0.166667,0.5,0.37741,0.149723,0.109467,0.356808,0.428894,0.361169,0.25,0.387097,0.314286,0.5,0,0.5,0.479339,0.500963,0.364299,0.250447,0.471735,0.63524,0.302326,0.787879,0.155556,0.541667,0.571429,0.388889,0.540254,0.51272,0.10311,0.399287,0.578571,0.481481,0.363636,0.473684,0.090909,0.352941,0.619048,0.48,0.628099,0.541608,0.095745,0.485317,0.675896,0.28882,0.571429,0.372093,0.409091,0.235294,0.541667,0.458333,0.537341,0.410714,0.515775,0.306688,0.405914,0.778777,0.152174,0.325,0.325581,0.56,0.541667,0.166667,0.189744,0.459524,0.114883,0.362862,0.488263,0.358844,0.413793,0.810811,0.485714,0.5,0.642857,0.391304,1
0.712054,0.82438,0.746073,0.37225,0.611399,0.712171,0.880952,0.684211,0.461538,0.705882,0.5,0.764706,0.5625,0.45471,0.568966,0.315217,0.690073,0.565295,0.780488,0.309524,0.575,0.958333,0.705882,0.5,0.570388,0.109827,0.666667,0.473022,0.94831,0.73724,0.375,0.878049,0.953488,0.15,0.52381,0.045455,0.409901,0.134126,0.810853,0.431741,0.930295,0.721414,0.333333,0.447368,0.813953,0.086957,0.047619,0,0.289003,0.098446,0.810264,0.538079,0.941441,0.791045,0,0.333333,0.953488,0.125,0.090909,0.421053,0.334177,0.208791,0.735791,0.61305,0.951128,0.673511,0.025,0.783784,0.666667,0.157895,0.421053,0.375,0.448718,0.522541,0.699847,0.415879,0.714851,0.407473,0.619048,0.128205,0.875,0.833333,0.421053,0.157895,0.583333,0.666667,0.712,0.330389,0.602941,0.552962,0.707317,0.4,0.909091,0.791667,0.647059,0.681818,0.589065,0.526718,0.56381,0.369327,0.683924,0.650943,0.631579,0.674419,0.911111,0.608696,0.52381,0.736842,0.312621,0.289294,0.751208,0.635394,0.8861,0.724689,0.209302,0.533333,0.125,0.722222,0.090909,0.043478,0.646199,0.380282,0.726064,0.574639,0.90613,0.337687,0.238095,0.575758,0.568182,0.625,0.444444,0.2,0.474249,0.654867,0.751807,0.343066,0.671772,0.600473,0.777778,0.823529,0.647059,0.608696,0.444444,0,0.589532,0.720887,0.721893,0.369327,0.828442,0.51357,0.805556,0.483871,0.685714,0.772727,0.647059,0.541667,0.592975,0.50289,0.571949,0.504472,0.746589,0.482226,0.488372,0.272727,0.888889,0.791667,0.52381,0.555556,0.54661,0.479452,0.757774,0.54902,0.831429,0.722222,0.409091,0.815789,0.795455,0.705882,0.47619,0.36,0.226446,0.385049,0.763298,0.599691,0.957655,0.718944,0.238095,0.674419,0.477273,0.705882,0.166667,0.25,0.56102,0.754464,0.524005,0.384992,0.61828,0.460432,0.891304,0.65,0.906977,0.72,0.666667,0.666667,0.689744,0.519048,0.73107,0.311755,0.603286,0.554422,0.827586,0.405405,0.4,0.5,0.571429,0.695652,8
0.522321,0.714876,0.823298,0.06599,0.277202,0.577303,0.880952,0.210526,0.205128,0.529412,0.611111,0.647059,0.555,0.865942,0.601881,0.117391,0.348668,0.293381,0.780488,0.833333,0.975,0.666667,0.823529,0.5,0.514563,0.26975,0.877778,0.28777,0.644135,0.52552,0.325,0.341463,0.674419,0.8,0.428571,0.045455,0.443564,0.414261,0.806202,0.098976,0.530831,0.621622,0.333333,0.710526,0.906977,0.826087,0.238095,0.636364,0.588235,0.345423,0.808709,0.241722,0.596847,0.41791,0.195122,0.897436,0.674419,0.833333,0.272727,0.526316,0.275949,0.536264,0.792627,0.426404,0.663534,0.439425,0.075,0.405405,0.380952,0.736842,0.421053,0.041667,0.497436,0.741803,0.609495,0.115312,0.467327,0.211744,0.619048,0.846154,0.975,0.791667,0.526316,0.473684,0.419355,0.805423,0.672,0.09894,0.380515,0.362657,0.707317,0.457143,0.727273,0.5,0.764706,0.681818,0.640212,0.929389,0.455238,0.070423,0.288828,0.341509,0.736842,0.488372,0.688889,0.826087,0.809524,0.736842,0.073786,0.364465,0.836957,0.569296,0.590734,0.596803,0.209302,0.733333,0.625,0.222222,0.181818,0.043478,0.216374,0.378521,0.820479,0.377207,0.613027,0.311567,0.238095,0.515152,0.25,0.083333,0.555556,0.2,0.463519,0.577434,0.837349,0.074818,0.402626,0.439716,0.777778,0.352941,0.294118,0.130435,0.555556,0,0.724518,0.815157,0.850592,0.070423,0.48307,0.254697,0.805556,0.419355,0.4,0.818182,0.764706,0.541667,0.644628,0.747592,0.581056,0.194991,0.483431,0.086553,0.488372,0.818182,0.533333,0.833333,0.428571,0.555556,0.408898,0.727984,0.785597,0.483066,0.635714,0.475309,0.409091,0.289474,0.477273,0.764706,0.380952,0.12,0.333884,0.245416,0.823138,0.520866,0.711726,0.554348,0.238095,0.162791,0.022727,0.647059,0.25,0.083333,0.577413,0.872024,0.429355,0.066884,0.255376,0.165468,0.891304,0.5,0.72093,0.84,0.75,0.444444,0.466667,0.911905,0.828982,0.07155,0.2723,0.721088,0.689655,0.567568,0.514286,0.428571,0.714286,0.695652,2
0.214286,0.115702,0.230366,0.175973,0.53886,0.356908,0.285714,0.447368,0.051282,0.294118,0.166667,0.235294,0.34,0.42029,0.5,0.184783,0.564165,0.783542,0.170732,0.714286,0.825,0.333333,0.352941,0.95,0.461165,0.628131,0.342222,0.350719,0.650099,0.495274,0.6,0.463415,0.534884,0.4,0.52381,0.545455,0.578218,0.604414,0.302326,0.192833,0.646113,0.692308,0.787879,0.578947,0.767442,0.565217,0.52381,0.409091,0.501279,0.625216,0.318818,0.336093,0.630631,0.522388,0.756098,0.615385,0.534884,0.416667,0.545455,0.578947,0.367089,0.487912,0.247312,0.46434,0.650376,0.488706,0.8,0.432432,0.238095,0.526316,0.526316,0.416667,0.358974,0.512295,0.500766,0.177694,0.59604,0.80605,0.214286,0.615385,0.825,0.375,0.526316,0.631579,0.473118,0.346093,0.4848,0.150177,0.426471,0.736086,0.146341,0.542857,0.590909,0.5,0.294118,0.636364,0.555556,0.35687,0.670476,0.190923,0.542234,0.756604,0.236842,0.372093,0.555556,0.304348,0.619048,0.473684,0.524272,0.469248,0.246377,0.592751,0.685328,0.387211,0.651163,0.633333,0.475,0.222222,0.545455,0.434783,0.362573,0.290493,0.220745,0.433387,0.691571,0.472015,0.595238,0.666667,0.113636,0.416667,0.444444,0.64,0.300429,0.121681,0.248193,0.182482,0.496718,0.562648,0.583333,0.323529,0.235294,0.391304,0.111111,0.5,0.349862,0.175601,0.230769,0.190923,0.548533,0.438413,0.444444,0.322581,0.285714,0.272727,0.294118,0.666667,0.342975,0.458574,0.546448,0.271914,0.617934,0.695518,0.325581,0.606061,0.4,0.333333,0.52381,0.611111,0.366525,0.469667,0.306056,0.502674,0.688571,0.561728,0.431818,0.421053,0.340909,0.294118,0.571429,0.32,0.624793,0.389281,0.236702,0.559505,0.745928,0.302795,0.595238,0.372093,0.159091,0.294118,0.583333,0.375,0.500911,0.419643,0.655693,0.163132,0.543011,0.845324,0.347826,0.375,0.581395,0.36,0.583333,0.277778,0.446154,0.492857,0.21671,0.189097,0.481221,0.363946,0.655172,0.702703,0.342857,0.571429,0.714286,0.565217,9
0.107143,0.115702,0.149215,0.169205,0.479275,0.40625,0.119048,0.210526,0,0.058824,0.166667,0.294118,0.405,0.655797,0.409091,0.197826,0.552058,0.830054,0,0.595238,0.775,0.5,0.235294,1,0.592233,0.747592,0.257778,0.332734,0.723658,0.551985,0.775,0.585366,0.488372,0.6,0.809524,0.5,0.384158,0.835314,0.227907,0.168942,0.648794,0.746362,0.818182,0.763158,0.72093,0.391304,0.714286,0.454545,0.327366,0.867012,0.244168,0.306291,0.673423,0.578358,0.780488,0.846154,0.488372,0.416667,0.636364,0.631579,0.336709,0.712088,0.185868,0.437026,0.746241,0.554415,0.775,0.675676,0.190476,0.736842,0.736842,0.375,0.338462,0.668033,0.433384,0.143667,0.590099,0.852313,0.142857,0.794872,0.775,0.375,0.736842,0.789474,0.424731,0.38118,0.392,0.139576,0.476103,0.782765,0.073171,0.857143,0.545455,0.666667,0.529412,0.681818,0.506173,0.551527,0.579048,0.197183,0.506812,0.80566,0.421053,0.302326,0.511111,0.391304,0.428571,0.421053,0.357282,0.574032,0.149758,0.575693,0.725869,0.422735,0.581395,0.733333,0.425,0.111111,0.363636,0.391304,0.362573,0.367958,0.125,0.404494,0.739464,0.531716,0.52381,0.818182,0.068182,0.333333,0.666667,0.6,0.390558,0.210177,0.151807,0.186131,0.507659,0.624113,0.388889,0.294118,0.294118,0.391304,0.222222,0.454545,0.316804,0.194085,0.139053,0.197183,0.636569,0.509395,0.305556,0.096774,0.342857,0.454545,0.294118,0.708333,0.450413,0.608863,0.495446,0.239714,0.623782,0.741886,0.255814,0.69697,0.355556,0.416667,0.809524,0.666667,0.46822,0.618395,0.247136,0.474153,0.732857,0.623457,0.363636,0.552632,0.295455,0.411765,0.857143,0.36,0.459504,0.330042,0.140957,0.531685,0.82899,0.343168,0.52381,0.116279,0.204545,0.058824,0.333333,0.333333,0.406193,0.303571,0.600823,0.166395,0.486559,0.892086,0.195652,0.25,0.534884,0.44,0.333333,0.333333,0.276923,0.621429,0.117493,0.199319,0.389671,0.394558,0.413793,0.891892,0.342857,0.714286,0.714286,0.608696,1
0.654018,0.477273,0.184555,0.170897,0.111399,0.129934,0.357143,0.710526,0.205128,0.470588,0.666667,0.529412,0.5225,0.375,0.495298,0.06087,0.217918,0.522361,0.292683,0.380952,0.575,0.541667,0.764706,0.4,0.711165,0.587669,0.126667,0.420863,0.425447,0.234405,0.625,0.170732,0.534884,0.65,0.761905,0.772727,0.873267,0.439728,0.275969,0.197952,0.209115,0.388773,0.575758,0.368421,0.72093,0.695652,0.571429,0.818182,1,0.478411,0.279938,0.347682,0.322072,0.268657,0.634146,0.410256,0.534884,0.708333,0.5,0.526316,0.703797,0.327473,0.233487,0.514416,0.464286,0.225873,0.525,0.108108,0.380952,0.578947,0.473684,0.791667,0.776923,0.415984,0.493109,0.224953,0.348515,0.546263,0.47619,0.153846,0.625,0.666667,0.578947,0.789474,0.362903,0.30622,0.4672,0.233216,0.28125,0.477558,0.414634,0.142857,0.545455,0.375,0.588235,0.136364,0.465608,0.354962,0.401905,0.176839,0.049046,0.481132,0.526316,0.465116,0.555556,0.695652,0.571429,0.105263,0.413592,0.571754,0.184783,0.339019,0.440154,0.131439,0.488372,0.633333,0.425,0.277778,0.5,0.826087,0.371345,0.278169,0.203457,0.483146,0.45977,0.259328,0.428571,0.181818,0.295455,0.041667,0.5,0.52,0.675966,0.367257,0.186747,0.05292,0.275711,0.22695,0.555556,0.794118,0.529412,0,0.833333,0.818182,0.688705,0.295749,0.078402,0.176839,0.316027,0.183716,0.583333,0.903226,0.571429,0.681818,0.823529,0.208333,0.584711,0.210019,0.581056,0.298748,0.378168,0.488408,0.581395,0.181818,0.622222,0.708333,0.761905,0.777778,0.576271,0.213307,0.284779,0.611408,0.558571,0.286008,0.590909,0.052632,0.522727,0.588235,0.714286,0.84,0.606612,0.469676,0.19016,0.638331,0.594463,0.097826,0.428571,0.651163,0.386364,0.470588,0.375,0.833333,0.626594,0.462798,0.673525,0.168026,0.104839,0.593525,0.413043,0.725,0.488372,0.72,0.458333,0.555556,0.197436,0,0.118799,0.07155,0,0.12585,0.137931,0.216216,0.285714,0.5,0.071429,0.086957,9
0.549107,0.867769,0.356021,0.424704,0.639896,0.317434,0.571429,0.736842,0.538462,0.823529,0.833333,0.588235,0.25,0.202899,0.631661,0.430435,0.600484,0.740608,0.463415,0.547619,0.3,0.125,0.588235,0.45,0.65534,0.265896,0.44,0.219424,0.302187,0.449905,0.3,0.439024,0,0.05,0.333333,0.818182,0.724752,0.091681,0.407752,0.365188,0.461126,0.642412,0.606061,0.131579,0.232558,0.173913,0.238095,0.863636,0.634271,0.196891,0.443235,0.374172,0.358108,0.477612,0.658537,0.076923,0,0.208333,0.272727,0.578947,0.655696,0.421978,0.394777,0.326252,0.268797,0.439425,0.7,0.297297,0.309524,0.052632,0.421053,0.833333,0.420513,0.393443,0.650842,0.308129,0.510891,0.763345,0.404762,0.333333,0.25,0.333333,0.315789,0.842105,0.317204,0.476874,0.6576,0.385159,0.21875,0.692998,0.390244,0.685714,0.068182,0.125,0.647059,0.181818,0.160494,0.34542,0.731429,0.455399,0.544959,0.711321,0.078947,0.906977,0.044444,0.173913,0.238095,0.052632,0.8,0.332574,0.386473,0.424307,0.46332,0.333925,0.837209,0.666667,1,0.388889,0.454545,0.869565,0.596491,0.52993,0.375,0.309791,0.429119,0.423507,0.785714,0.757576,0.409091,0.541667,0.777778,0.56,0.802575,0.670354,0.387952,0.458029,0.323851,0.50591,0.805556,0.823529,0.441176,0.521739,0.888889,0.863636,0.471074,0.608133,0.346154,0.455399,0.316027,0.388309,0.5,0.870968,0.428571,0.136364,0.764706,0.25,0.413223,0.527938,0.677596,0.323792,0.534113,0.655332,0.511628,0.575758,0.111111,0.291667,0.333333,0.833333,0.722458,0.540117,0.450082,0.222816,0.47,0.50823,0.613636,0.552632,0.181818,0.823529,0.285714,0.88,0.819835,0.527504,0.364362,0.2983,0.399023,0.259317,0.785714,0.906977,0.681818,0.705882,0.666667,0.875,0.344262,0.5625,0.751715,0.415987,0.658602,0.802158,0.608696,0.9,0.046512,0.24,0.333333,0.611111,0.246154,0.392857,0.344648,0.459966,0.525822,0.309524,0.793103,0.243243,0.657143,0.642857,0.714286,0.130435,5
0.5,0.446281,0.256545,0.485618,0.502591,0.409539,0.333333,0.5,0.487179,0.470588,0.777778,0.588235,0.495,0.155797,0.230408,0.430435,0.59322,0.472272,0.463415,0.238095,0.5,0.375,0.647059,0.65,0.373786,0.512524,0.271111,0.543165,0.852883,0.412098,0.55,0.658537,0.976744,0.85,0,0.272727,0.467327,0.359932,0.24031,0.549488,0.801609,0.280665,0.30303,0.631579,0.744186,0.521739,0.571429,0.136364,0.531969,0.345423,0.241058,0.642384,0.833333,0.354478,0.560976,0.410256,0.976744,0.625,0.590909,0.473684,0.16962,0.320879,0.167435,0.68437,0.860902,0.501027,0.55,0.702703,0.690476,0.894737,0.263158,0.583333,0.54359,0.315574,0.274119,0.538752,0.631683,0.432384,0.452381,0.410256,0.8,0.333333,0.263158,0.315789,0.413978,0.141946,0.2288,0.44523,0.533088,0.456014,0.536585,0.314286,0.886364,0.541667,0.352941,0.818182,0.763668,0.127863,0.441905,0.467919,0.553134,0.473585,0.763158,0.465116,0.888889,0.347826,0.571429,0.894737,0.186408,0.551253,0.297101,0.552239,0.793436,0.291297,0.325581,0.1,0.05,0.388889,0.590909,0.086957,0.578947,0.378521,0.226064,0.656501,0.814176,0.475746,0.309524,0.484848,0.590909,0.625,0.388889,0.32,0.407725,0.387168,0.298795,0.403285,0.584245,0.345154,0.138889,0.794118,0.735294,0.695652,0.722222,0.136364,0.487603,0.182994,0.266272,0.467919,0.72009,0.45929,0.222222,0.516129,0.771429,0.318182,0.705882,0.666667,0.570248,0.177264,0.276867,0.620751,0.672515,0.556414,0.325581,0.424242,0.911111,0.375,0,0.388889,0.188559,0.215264,0.162029,0.568627,0.777143,0.49177,0.25,0.684211,0.818182,0.823529,0.047619,0.56,0.214876,0.527504,0.268617,0.616692,0.885993,0.358696,0.309524,0.465116,0.545455,0.470588,0.625,0.458333,0.770492,0.264881,0.427984,0.491028,0.505376,0.42446,0.391304,0.525,0.930233,0.4,0.625,0.722222,0.374359,0.297619,0.287206,0.39523,0.49061,0.180272,0.310345,0.486486,0.485714,0.928571,0.642857,0.826087,10
0.261161,0.551653,0.373037,0.324873,0.46114,0.398026,0.5,0.447368,0.230769,0.647059,0.555556,0.823529,0.7175,0.436594,0.144201,0.315217,0.491525,0.749553,0.634146,0.761905,0.55,0.416667,0.764706,0.35,0.735437,0.302505,0.286667,0.343525,0.666004,0.538752,0.575,0.414634,0.27907,0.5,0.47619,0.090909,0.429703,0.263158,0.325581,0.291809,0.699732,0.744283,0.454545,0.210526,0.511628,0.565217,0.095238,0.409091,0.493606,0.374784,0.320373,0.372517,0.711712,0.565299,0.439024,0.307692,0.27907,0.583333,0.136364,0.684211,0.496203,0.375824,0.27957,0.440061,0.669173,0.494867,0.475,0.324324,0.02381,0.421053,0.473684,0.166667,0.576923,0.436475,0.196018,0.21172,0.489109,0.75089,0.571429,0.615385,0.55,0.541667,0.473684,0.210526,0.685484,0.513557,0.1952,0.280919,0.330882,0.701975,0.658537,0.714286,0.340909,0.25,0.705882,0.545455,0.522046,0.461832,0.169524,0.363067,0.558583,0.743396,0.684211,0.697674,0.311111,0.565217,0.571429,0.578947,0.417476,0.266515,0.414251,0.567164,0.642857,0.460036,0.44186,0.633333,0.5,0.444444,0.136364,0.173913,0.505848,0.401408,0.365691,0.420546,0.641762,0.414179,0.428571,0.787879,0.136364,0.166667,0.5,0.08,0.293991,0.367257,0.415663,0.350365,0.374179,0.489362,0.333333,0.5,0.205882,0.130435,0.5,0.136364,0.628099,0.421442,0.383136,0.363067,0.489842,0.415449,0.361111,0.709677,0.314286,0.545455,0.705882,0.416667,0.654959,0.506744,0.242259,0.286225,0.532164,0.644513,0.44186,0.727273,0.155556,0.583333,0.47619,0.722222,0.54661,0.510763,0.258592,0.431373,0.617143,0.55144,0.363636,0.368421,0.090909,0.411765,0.428571,0.24,0.530579,0.455571,0.37367,0.513138,0.71987,0.363354,0.428571,0.697674,0.409091,0.647059,0.208333,0.208333,0.466302,0.620536,0.322359,0.316476,0.483871,0.796763,0.5,0.675,0.325581,0.6,0.708333,0.611111,0.392308,0.433333,0.398172,0.366269,0.542254,0.437075,0.482759,0.486486,0.485714,0.428571,0.642857,0.565217,4
0.600446,0.493802,0.36911,0.404399,0.497409,0.340461,0.47619,0.263158,0.461538,0.705882,0.611111,0.352941,0.3075,0.182971,0.597179,0.343478,0.467312,0.765653,0.365854,0.595238,0.325,0.208333,0.470588,0.95,0.555825,0.452794,0.355556,0.251799,0.248509,0.476371,0.4,0.439024,0.069767,0.25,0.142857,0.545455,0.69505,0.300509,0.47907,0.303754,0.319035,0.671518,0.727273,0.447368,0.302326,0.26087,0.714286,0.409091,0.524297,0.34715,0.502333,0.284768,0.238739,0.503731,0.756098,0.487179,0.069767,0.125,0.727273,0.684211,0.739241,0.27033,0.44086,0.265554,0.319549,0.468172,0.8,0.351351,0.238095,0.368421,0.421053,0.416667,0.279487,0.247951,0.653905,0.293006,0.40198,0.788256,0.452381,0.538462,0.325,0.166667,0.421053,0.736842,0.58871,0.181818,0.6224,0.416961,0.268382,0.718133,0.390244,0.628571,0.136364,0.375,0.529412,0.727273,0.335097,0.10687,0.655238,0.483568,0.373297,0.737736,0.026316,0.44186,0.111111,0.086957,0.714286,0.368421,0.899029,0.412301,0.359903,0.287846,0.364865,0.358792,0.883721,0.733333,0.725,0.722222,0.727273,0.434783,0.540936,0.334507,0.329787,0.242376,0.358238,0.453358,0.833333,0.393939,0.340909,0.791667,0.555556,0.64,0.736052,0.367257,0.361446,0.465328,0.291028,0.539007,0.805556,0.529412,0.352941,0.782609,0.555556,0.5,0.440771,0.247689,0.328402,0.483568,0.30474,0.417537,0.555556,0.612903,0.342857,0.136364,0.529412,0.75,0.092975,0.163776,0.622951,0.270125,0.426901,0.680062,0.55814,0.454545,0.044444,0.125,0.142857,0.722222,0.673729,0.209393,0.512275,0.258467,0.511429,0.541152,0.659091,0.394737,0.113636,0.588235,0.190476,0.4,0.897521,0.469676,0.364362,0.224111,0.442997,0.281056,0.833333,0.395349,0.613636,0.588235,0.75,0.375,0.24408,0.311012,0.716049,0.409462,0.510753,0.827338,0.521739,0.4,0.116279,0,0.75,0.388889,0.541026,0.280952,0.313316,0.504259,0.396714,0.333333,0.931034,0.675676,0.4,0.5,0.857143,0.652174,7
