@relation mw1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute c {FALSE,TRUE}

@data
0.264706,0.204082,0.48,0,0.309524,0.219512,0.185185,0.205128,0.222222,0.195652,0.16,0.813187,0.255639,0.181818,0,0.309091,0.5,0.257789,0.24484,0.054424,0.135922,0.152715,0.092308,0.054424,0.132674,0.822917,0.217391,0.1875,0.268519,0.132353,0.149746,0.155102,0.390476,0.365854,0.329341,0.312118,0.302752,FALSE
0.176471,0.489796,0.12,0,0.214286,0.512195,0.444444,0.410256,0.5,0.202609,0.2,0.406593,0.345865,0,0,0.336364,0,0.211558,0.510537,0.175112,0.218447,0.252262,0.030769,0.175112,0.218973,0.041667,0.521739,0.4375,0.314815,0.338235,0.248731,0.255102,0.380952,0.439024,0.305389,0.220588,0.330275,FALSE
0.029412,0.040816,0.08,1,0,0.04878,0.037037,0.089744,0.055556,0.173913,0.04,1,0.150376,0,0,0.063636,0,0.39209,0.097328,0.017512,0.092233,0.117647,0.230769,0.017512,0.090818,0.479167,0.043478,0.041667,0.175926,0.088235,0.129442,0.108163,0.27619,0.097561,0.137725,0.752941,0.201835,FALSE
0.147059,0.142857,0.08,0.1875,0,0,0.222222,0.512821,0,0,0.04,0.21978,0.120301,0,0,0.109091,0.166667,0.102044,0.160113,0.011872,0.043689,0.05543,0.138462,0.011871,0.040631,0.104167,0,0,0.092593,0.426471,0.043147,0.065306,0.12381,0.268293,0.113772,0.207647,0.12844,FALSE
0.058824,0,0.04,0,0.047619,0,0,0.307692,0,0,0,1,0.007519,0,0,0.018182,0.333333,0.032828,0.032587,0.000551,0.004854,0.007919,0.476923,0.000551,0.004846,1,0,0,0.009259,0.147059,0.007614,0.008163,0.028571,0.073171,0.02994,0.392118,0.009174,FALSE
0.117647,0.122449,0.04,0,0,0.04878,0.148148,0.282051,0.055556,0.173913,0.04,0.340659,0.112782,0,0,0.181818,0.166667,0.093606,0.349337,0.043857,0.07767,0.098416,0.061538,0.043857,0.07692,0.166667,0.043478,0.041667,0.101852,0.264706,0.088832,0.106122,0.171429,0.390244,0.137725,0,0.174312,FALSE
0.088235,0.061224,0.04,0,0.02381,0,0.074074,0.307692,0,0,0.08,1,0.06015,0,0,0.090909,0,0.090486,0.271562,0.027081,0.063107,0.076923,0.076923,0.027081,0.059279,0.302083,0,0,0.055556,0.25,0.06599,0.085714,0.152381,0.365854,0.077844,0.090471,0.082569,FALSE
0,0.040816,0.12,0,0,0.04878,0.037037,0.5,0.055556,0.173913,0.04,1,0.045113,0,0,0.027273,0.166667,0.065129,0.03715,0.001036,0.009709,0.015837,0.446154,0.001036,0.009156,0.479167,0.043478,0.041667,0.046296,0.470588,0.017766,0.014286,0.047619,0.04878,0.011976,0,0.018349,FALSE
0.058824,0.081633,0.28,0,0.047619,0.097561,0.074074,0.141026,0.111111,0.173913,0.08,1,0.120301,0,0,0.218182,0.333333,0.219161,0.116663,0.01358,0.063107,0.080317,0.2,0.01358,0.060778,0.302083,0.086957,0.083333,0.12963,0.132353,0.07868,0.081633,0.209524,0.170732,0.161677,0.084,0.211009,FALSE
0.382353,0.163265,0.28,0,0.404762,0.195122,0.148148,0.141026,0.222222,0.173913,0.16,1,0.203008,0,0,0.372727,0,0.27739,0.271779,0.070079,0.15534,0.186652,0.076923,0.070079,0.155921,0.166667,0.173913,0.166667,0.212963,0.088235,0.175127,0.195918,0.342857,0.292683,0.419162,0.333294,0.366972,TRUE
0.617647,0.489796,0.88,0,0.047619,0.146341,0.740741,0.384615,0.166667,0.173913,0.8,1,0.428571,0,0,0.590909,0.166667,0.286794,0.404084,0.148671,0.23301,0.247738,0.046154,0.14867,0.231396,0.010417,0.130435,0.125,0.342593,0.323529,0.195431,0.289796,0.52381,0.634146,0.520958,0.034118,0.587156,FALSE
0.470588,0.326531,0.96,0,0.261905,0.341463,0.296296,0.192308,0.388889,0.173913,0.32,1,0.406015,0,0,0.481818,0.333333,0.741507,0.138171,0.055496,0.223301,0.239819,0.169231,0.055495,0.221068,0.072917,0.304348,0.291667,0.425926,0.147059,0.248731,0.232653,0.647619,0.195122,0.473054,0.196118,0.477064,TRUE
0.294118,0.244898,0.56,0,0.119048,0.243902,0.222222,0.153846,0.277778,0.173913,0.24,1,0.390977,0,0,0.454545,0.333333,0.581235,0.145123,0.047727,0.184466,0.21267,0.153846,0.047726,0.18211,0.104167,0.217391,0.208333,0.425926,0.132353,0.225888,0.202041,0.457143,0.146341,0.383234,0.103176,0.449541,FALSE
0.617647,0.428571,0.72,0,0.047619,0.097561,0.666667,0.371795,0.111111,0.173913,0.72,1,0.398496,0,0,0.563636,0.166667,0.272555,0.418206,0.151333,0.228155,0.245475,0.046154,0.151332,0.228092,0.010417,0.086957,0.083333,0.324074,0.308824,0.205584,0.277551,0.514286,0.609756,0.502994,0.035647,0.559633,FALSE
0,0.040816,0.08,0,0,0.04878,0.037037,0.269231,0.055556,0.173913,0.04,1,0.045113,0,0,0.063636,0.333333,0.066535,0.032587,0.000906,0.009709,0.014706,0.476923,0.000905,0.008576,0.479167,0.043478,0.041667,0.046296,0.279412,0.010152,0.018367,0.038095,0.073171,0.035928,0,0.055046,FALSE
0,0,0.04,0,0.02381,0,0,0.410256,0,0,0,1,0.007519,0,0,0.009091,0,0.015205,0.010862,0.000113,0.004854,0.002262,0.738462,0.000112,0.001303,1,0,0,0.009259,0.279412,0.002538,0.002041,0.009524,0.02439,0.005988,0.294118,0,FALSE
0.058824,0.122449,0.16,0,0.02381,0.146341,0.111111,0.307692,0.166667,0.173913,0.12,1,0.135338,0.136364,1,0.127273,0,0.160756,0.057571,0.003721,0.029126,0.041855,0.338462,0.003721,0.027031,1,0.130435,0.125,0.138889,0.279412,0.040609,0.042857,0.104762,0.073171,0.095808,0.069176,0.119266,FALSE
1,0.530612,0.16,0.0625,0.595238,0.634146,0.481481,0.153846,0.722222,0.173913,0.28,0.527473,0.526316,0.590909,1,0.981818,0.166667,0.232696,0.761677,0.407551,0.349515,0.384615,0.015385,0.407551,0.349533,1,0.565217,0.541667,0.527778,0.102941,0.388325,0.381633,0.485714,0.536585,1,0.224941,0.990826,FALSE
0.029412,0,0.08,0,0,0,0,0.24359,0,0,0,1,0.015038,0,0,0.027273,0.333333,0.078444,0.017163,0.000561,0.009709,0.012443,0.646154,0.000561,0.007088,1,0,0,0.018519,0.191176,0.015228,0.010204,0.047619,0.02439,0.017964,0,0.018349,FALSE
0,0,0.04,0,0,0,0,0.166667,0,0,0,1,0.075188,0,0,0.045455,0,0.19376,0.086248,0.00767,0.043689,0.063348,0.246154,0.007671,0.042837,1,0,0,0.092593,0.176471,0.058376,0.067347,0.133333,0.097561,0.023952,0,0.036697,FALSE
0.147059,0.122449,0,0,0.166667,0.121951,0.111111,0.358974,0.111111,0.217391,0,0.175824,0.082707,0.090909,0,0.109091,0.166667,0.061261,0.20139,0.012023,0.033981,0.04638,0.107692,0.012023,0.033564,0.739583,0.130435,0.104167,0.074074,0.205882,0.045685,0.046939,0.104762,0.268293,0.137725,0.392118,0.100917,FALSE
0.235294,0.122449,0.6,0,0.142857,0.097561,0.111111,0.179487,0.111111,0.173913,0.12,1,0.218045,0,0,0.218182,0.333333,0.310218,0.141212,0.025237,0.101942,0.116516,0.169231,0.025237,0.097889,0.21875,0.086957,0.083333,0.240741,0.132353,0.116751,0.116327,0.352381,0.243902,0.221557,0.220588,0.211009,FALSE
0.117647,0,0.08,0,0.071429,0,0,0.102564,0,0,0,1,0.022556,0,0,0.081818,0,0.11804,0.099283,0.006209,0.033981,0.044118,0.215385,0.006209,0.030812,1,0,0,0.027778,0.058824,0.038071,0.04898,0.114286,0.170732,0.08982,0.252118,0.073394,FALSE
0.147059,0.040816,0.12,0,0.190476,0.04878,0.037037,0.269231,0.055556,0.173913,0.04,1,0.06015,0,0,0.063636,0,0.229927,0.154247,0.022234,0.082524,0.113122,0.153846,0.022233,0.07992,0.479167,0.043478,0.041667,0.064815,0.117647,0.104061,0.120408,0.171429,0.121951,0.113772,0.553647,0.055046,FALSE
0.205882,0,0.28,0,0.119048,0,0,0.089744,0,0,0,1,0.075188,0,0,0.090909,0,0.307625,0.02368,0.002541,0.033981,0.045249,0.569231,0.002541,0.030149,1,0,0,0.092593,0.044118,0.050761,0.040816,0.142857,0.02439,0.125749,0.346,0.082569,FALSE
0.029412,0.081633,0.2,0,0.02381,0.097561,0.074074,0.307692,0.111111,0.173913,0.08,1,0.090226,0,0,0.090909,0,0.107537,0.075168,0.00381,0.024272,0.035068,0.276923,0.00381,0.022902,0.302083,0.086957,0.083333,0.092593,0.279412,0.038071,0.032653,0.095238,0.097561,0.065868,0.090471,0.082569,FALSE
