@relation kc1-class-level-defectiveornot-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute PERCENT_PUB_DATA numeric
@attribute ACCESS_TO_PUB_DATA numeric
@attribute COUPLING_BETWEEN_OBJECTS numeric
@attribute DEPTH numeric
@attribute LACK_OF_COHESION_OF_METHODS numeric
@attribute NUM_OF_CHILDREN numeric
@attribute DEP_ON_CHILD numeric
@attribute FAN_IN numeric
@attribute RESPONSE_FOR_CLASS numeric
@attribute WEIGHTED_METHODS_PER_CLASS numeric
@attribute minLOC_BLANK numeric
@attribute minBRANCH_COUNT numeric
@attribute minLOC_CODE_AND_COMMENT numeric
@attribute minLOC_COMMENTS numeric
@attribute minCYCLOMATIC_COMPLEXITY numeric
@attribute minDESIGN_COMPLEXITY numeric
@attribute minESSENTIAL_COMPLEXITY numeric
@attribute minLOC_EXECUTABLE numeric
@attribute minHALSTEAD_CONTENT numeric
@attribute minHALSTEAD_DIFFICULTY numeric
@attribute minHALSTEAD_EFFORT numeric
@attribute minHALSTEAD_ERROR_EST numeric
@attribute minHALSTEAD_LENGTH numeric
@attribute minHALSTEAD_LEVEL numeric
@attribute minHALSTEAD_PROG_TIME numeric
@attribute minHALSTEAD_VOLUME numeric
@attribute minNUM_OPERANDS numeric
@attribute minNUM_OPERATORS numeric
@attribute minNUM_UNIQUE_OPERANDS numeric
@attribute minNUM_UNIQUE_OPERATORS numeric
@attribute minLOC_TOTAL numeric
@attribute maxLOC_BLANK numeric
@attribute maxBRANCH_COUNT numeric
@attribute maxLOC_CODE_AND_COMMENT numeric
@attribute maxLOC_COMMENTS numeric
@attribute maxCYCLOMATIC_COMPLEXITY numeric
@attribute maxDESIGN_COMPLEXITY numeric
@attribute maxESSENTIAL_COMPLEXITY numeric
@attribute maxLOC_EXECUTABLE numeric
@attribute maxHALSTEAD_CONTENT numeric
@attribute maxHALSTEAD_DIFFICULTY numeric
@attribute maxHALSTEAD_EFFORT numeric
@attribute maxHALSTEAD_ERROR_EST numeric
@attribute maxHALSTEAD_LENGTH numeric
@attribute maxHALSTEAD_LEVEL numeric
@attribute maxHALSTEAD_PROG_TIME numeric
@attribute maxHALSTEAD_VOLUME numeric
@attribute maxNUM_OPERANDS numeric
@attribute maxNUM_OPERATORS numeric
@attribute maxNUM_UNIQUE_OPERANDS numeric
@attribute maxNUM_UNIQUE_OPERATORS numeric
@attribute maxLOC_TOTAL numeric
@attribute avgLOC_BLANK numeric
@attribute avgBRANCH_COUNT numeric
@attribute avgLOC_CODE_AND_COMMENT numeric
@attribute avgLOC_COMMENTS numeric
@attribute avgCYCLOMATIC_COMPLEXITY numeric
@attribute avgDESIGN_COMPLEXITY numeric
@attribute avgESSENTIAL_COMPLEXITY numeric
@attribute avgLOC_EXECUTABLE numeric
@attribute avgHALSTEAD_CONTENT numeric
@attribute avgHALSTEAD_DIFFICULTY numeric
@attribute avgHALSTEAD_EFFORT numeric
@attribute avgHALSTEAD_ERROR_EST numeric
@attribute avgHALSTEAD_LENGTH numeric
@attribute avgHALSTEAD_LEVEL numeric
@attribute avgHALSTEAD_PROG_TIME numeric
@attribute avgHALSTEAD_VOLUME numeric
@attribute avgNUM_OPERANDS numeric
@attribute avgNUM_OPERATORS numeric
@attribute avgNUM_UNIQUE_OPERANDS numeric
@attribute avgNUM_UNIQUE_OPERATORS numeric
@attribute avgLOC_TOTAL numeric
@attribute sumLOC_BLANK numeric
@attribute sumBRANCH_COUNT numeric
@attribute sumLOC_CODE_AND_COMMENT numeric
@attribute sumLOC_COMMENTS numeric
@attribute sumCYCLOMATIC_COMPLEXITY numeric
@attribute sumDESIGN_COMPLEXITY numeric
@attribute sumESSENTIAL_COMPLEXITY numeric
@attribute sumLOC_EXECUTABLE numeric
@attribute sumHALSTEAD_CONTENT numeric
@attribute sumHALSTEAD_DIFFICULTY numeric
@attribute sumHALSTEAD_EFFORT numeric
@attribute sumHALSTEAD_ERROR_EST numeric
@attribute sumHALSTEAD_LENGTH numeric
@attribute sumHALSTEAD_LEVEL numeric
@attribute sumHALSTEAD_PROG_TIME numeric
@attribute sumHALSTEAD_VOLUME numeric
@attribute sumNUM_OPERANDS numeric
@attribute sumNUM_OPERATORS numeric
@attribute sumNUM_UNIQUE_OPERANDS numeric
@attribute sumNUM_UNIQUE_OPERATORS numeric
@attribute sumLOC_TOTAL numeric
@attribute DL {_TRUE,FALSE}

@data
0,0,1,0.5,1,0,0,0.666667,0.495495,0.73,0,0,0,0,0,0,0,0,0.439061,0.6,0.228838,0,0.5,0.029851,0.229314,0.366246,0.166667,0.5,0.2,0.6,0.111111,0.258621,1,0,0.590909,1,1,0.44,1,0.60318,0.835349,0.722725,0.659091,0.717902,0.335,0.722725,0.660257,0.665888,0.750737,0.608333,0.621622,1,0.213433,0.449874,0,0.175739,0.452749,0.577162,0.189323,0.549537,0.576078,0.712864,0.404841,0.494482,0.569114,0.129585,0.40484,0.495917,0.514743,0.603292,0.471406,0.749718,0.507313,0.378431,0.664115,0,0.551181,0.670753,0.906863,0.447674,1,0.78427,0.593292,0.464795,0.61275,0.660222,0.258074,0.464795,0.610376,0.580086,0.713055,0.585714,0.601591,0.980916,_TRUE
0,0,0.416667,0.166667,0.75,0,0,0.333333,0.09009,0.16,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.074627,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0.111111,0.103448,0.204545,0.083333,0.136364,0.204545,0.204545,0.16,0.217557,0.25619,0.349395,0.043994,0.102273,0.151899,0.5,0.043994,0.103063,0.126168,0.168142,0.191667,0.486486,0.268293,0.095382,0.165289,0.043478,0.086614,0.165289,0.21978,0.050633,0.217213,0.316609,0.326527,0.077981,0.156734,0.2063,0.367673,0.07798,0.1565,0.17931,0.223266,0.200878,0.430052,0.219915,0.029412,0.048804,0.017544,0.047244,0.054291,0.07598,0.043605,0.068742,0.074962,0.047262,0.01557,0.033777,0.041622,0.127345,0.01557,0.033499,0.035143,0.045893,0.043407,0.060014,0.075989,FALSE
0,0,0.5,0,0.55,0,0,0,0.108108,0.2,0,0,0,0,0,0,0,0.5,0.469341,0.8,0.509595,1,0.6,0.074627,0.508274,0.489274,0.166667,0.666667,0.2,0.8,0.333333,0.051724,0.113636,0.416667,0.068182,0.113636,0.113636,0,0.141221,0.142805,0.390698,0.028197,0.056818,0.081374,0.25,0.028197,0.056827,0.086449,0.085546,0.141667,0.486486,0.15331,0.049598,0.119008,0.208696,0.030315,0.11405,0.118681,0,0.163115,0.238675,0.426553,0.058389,0.115232,0.159184,0.268029,0.058389,0.114772,0.142759,0.169509,0.172399,0.550259,0.15669,0.02549,0.064115,0.140351,0.027559,0.073555,0.090686,0.055233,0.086035,0.094183,0.1029,0.019431,0.041389,0.053527,0.154722,0.019431,0.040945,0.046632,0.058072,0.062088,0.127983,0.092297,_TRUE
0,0,0,0,1,0.2,0,0,0.126126,0.28,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0,0,0,0,0,0,0,0,0.027608,0.027907,0.000037,0,0.003617,0.335,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0,0,0,0,0,0,0,0,0,0.094288,0.0782,0.000365,0,0.021295,0.714032,0.000367,0.007092,0.013793,0.026012,0.030513,0.186529,0,0,0,0,0,0,0,0,0,0.00186,0.000943,0.000006,0,0.000358,0.020609,0.000006,0.000127,0.000225,0.000446,0.000549,0.002169,0,FALSE
0.05,0,0.708333,0.166667,0.9,0,0,0.333333,0.310811,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258621,0.386364,0.083333,0.090909,0.386364,0.386364,0.4,0.270992,0.42391,0.555535,0.137798,0.189394,0.232369,0.335,0.137798,0.189302,0.221963,0.238938,0.291667,0.594595,0.320557,0.084784,0.126722,0.014493,0.021654,0.132231,0.168498,0.084388,0.177596,0.364181,0.271425,0.087136,0.169242,0.208814,0.445826,0.087137,0.17312,0.195019,0.217486,0.245801,0.39551,0.164937,0.078431,0.121531,0.017544,0.035433,0.145359,0.198529,0.159884,0.168612,0.258675,0.11786,0.052195,0.10942,0.126387,0.463242,0.052196,0.111171,0.114665,0.134116,0.159341,0.165582,0.174532,_TRUE
0.17,0,0.041667,0.5,1,0,0,0.333333,0.891892,0.24,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0,0,0,0,0,0,0,0,0.027608,0.027907,0.000037,0,0.003617,0.335,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0,0,0,0,0,0,0,0,0,0.094288,0.0782,0.000365,0,0.021295,0.714032,0.000367,0.007092,0.013793,0.026012,0.030513,0.186529,0,0,0,0,0,0,0,0,0,0.00186,0.000943,0.000006,0,0.000358,0.020609,0.000006,0.000127,0.000225,0.000446,0.000549,0.002169,0,FALSE
0.95,0,0.583333,0.166667,0.84,0,0,0.333333,0.148649,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0.224138,0.181818,0.083333,0.181818,0.181818,0.159091,0.12,0.267176,0.416347,0.32093,0.058376,0.140152,0.179928,0.335,0.058376,0.141098,0.163551,0.190265,0.283333,0.486486,0.313589,0.30946,0.247934,0.028986,0.139545,0.231405,0.263736,0.06751,0.412568,0.567854,0.423524,0.158622,0.341428,0.395741,0.269391,0.158623,0.344192,0.360153,0.418112,0.43227,0.573402,0.404588,0.143137,0.102392,0.017544,0.114173,0.103327,0.129902,0.072674,0.19585,0.201671,0.091952,0.047508,0.110371,0.119764,0.139957,0.047508,0.110513,0.10588,0.128917,0.14011,0.120029,0.205066,_TRUE
0,0,0.333333,0.166667,0.22,0,0,0.333333,0.04955,0.11,0,0,0,0,0,0,0,0.5,0.439061,0.8,0.305205,0,0.5,0.164179,0.304965,0.366246,0.166667,0.666667,0.2,0.8,0.333333,0,0.022727,0.083333,0.022727,0.022727,0.022727,0,0.049618,0.105977,0.176744,0.005348,0.022727,0.037071,0.25,0.005348,0.023089,0.044393,0.036873,0.091667,0.297297,0.04878,0,0.027047,0.047431,0.007874,0.027047,0.035964,0,0.092399,0.212491,0.251566,0.01383,0.057796,0.092926,0.289682,0.013829,0.058925,0.090282,0.094587,0.14147,0.440886,0.085352,0,0.015311,0.017544,0.003937,0.022767,0.031863,0.02907,0.026805,0.046118,0.033378,0.002531,0.011418,0.017186,0.091972,0.002531,0.011562,0.01622,0.017823,0.028022,0.056399,0.029146,FALSE
0,0,0.75,0.166667,1,0.2,1,0.333333,0.171171,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.172414,0.340909,0.083333,0,0.340909,0.340909,0.32,0.312977,0.282296,0.514233,0.128196,0.189394,0.229656,0.5,0.128197,0.190232,0.228972,0.230088,0.325,0.594595,0.327526,0.127175,0.206612,0.043478,0,0.206612,0.263736,0.101266,0.258197,0.344855,0.317621,0.138204,0.198675,0.233363,0.434281,0.138205,0.198786,0.252874,0.221098,0.269533,0.404145,0.243176,0.039216,0.058373,0.017544,0,0.063047,0.085784,0.055233,0.081712,0.081649,0.045973,0.027595,0.042816,0.047082,0.150415,0.027595,0.042551,0.049561,0.045448,0.058242,0.056399,0.083622,_TRUE
0,0,0.416667,0,0.88,0,0,0,0.112613,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.034483,0.045455,0,0.022727,0.022727,0.022727,0,0.091603,0.184658,0.159442,0.008063,0.037879,0.05877,1,0.008063,0.038583,0.046729,0.066372,0.116667,0.324324,0.094077,0.028614,0.041322,0,0.007218,0.033058,0.043956,0,0.127732,0.315548,0.259319,0.025901,0.103754,0.14929,0.265986,0.025901,0.104794,0.133908,0.15896,0.207235,0.453368,0.126874,0.017647,0.041148,0,0.007874,0.054291,0.07598,0.06686,0.080847,0.149421,0.075069,0.010343,0.044719,0.06024,0.184251,0.010343,0.044863,0.052489,0.06535,0.08956,0.126537,0.091256,FALSE
0,0,0.125,0.166667,1,0,0,0.333333,0.171171,0.11,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0.111111,0,0,0,0,0,0,0,0,0.040091,0.027907,0.000054,0,0.004521,0.335,0.000054,0.001466,0.004673,0.004425,0.016667,0.081081,0.010453,0,0,0,0,0,0,0,0,0.128395,0.0782,0.000497,0,0.025555,0.714032,0.000499,0.009652,0.024828,0.026012,0.054924,0.186529,0.017762,0,0.003828,0,0,0.007005,0.009804,0.011628,0,0.012666,0.004716,0.000041,0,0.002148,0.103045,0.000041,0.000861,0.002027,0.002228,0.004945,0.010846,0.003817,FALSE
1,0,0.125,0,0.67,0,0,0,0.076577,0.17,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,0.134328,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0.051724,0.045455,0.25,0.045455,0.045455,0.045455,0,0.034351,0.284419,0.204651,0.005366,0.018939,0.034358,0.335,0.005366,0.020011,0.037383,0.035398,0.108333,0.297297,0.04878,0.020348,0.039669,0.208696,0.011549,0.039669,0.035165,0,0.071038,0.329001,0.19887,0.012626,0.058278,0.102573,0.451865,0.012625,0.063586,0.108506,0.098844,0.160703,0.319171,0.072741,0.007843,0.02488,0.105263,0.007874,0.035026,0.044118,0.040698,0.028102,0.09737,0.035981,0.003151,0.015699,0.025868,0.195632,0.003151,0.017013,0.026583,0.025397,0.043407,0.055676,0.034698,FALSE
0,0,0.75,0.166667,1,0.2,1,0.333333,0.171171,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.172414,0.318182,0,0,0.318182,0.318182,0.32,0.274809,0.276339,0.469953,0.104769,0.170455,0.207957,0.5,0.104769,0.170144,0.207944,0.207965,0.308333,0.567568,0.289199,0.133534,0.198347,0,0,0.198347,0.252747,0.101266,0.244536,0.345548,0.312451,0.119051,0.192053,0.225821,0.420959,0.119052,0.188864,0.244828,0.213873,0.26699,0.404145,0.232603,0.041176,0.056459,0,0,0.061296,0.083333,0.055233,0.077389,0.081813,0.045225,0.023771,0.041389,0.04556,0.145801,0.023771,0.040427,0.047984,0.043963,0.057692,0.056399,0.080153,_TRUE
0,0,0.083333,0.166667,0.94,0,0,0.333333,0.234234,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0,0.056818,0,0,0.068182,0.068182,0,0.133588,0.684191,0.144744,0.024602,0.128788,0.168174,0.335,0.024602,0.129739,0.130841,0.19174,0.3,0.27027,0.125436,0,0.014584,0,0,0.017501,0.023271,0,0.034716,0.220648,0.092858,0.014634,0.05298,0.077353,0.638179,0.014636,0.05983,0.057606,0.089765,0.09154,0.204816,0.02836,0,0.020096,0,0,0.033275,0.046569,0.046512,0.015564,0.074009,0.019041,0.004139,0.016175,0.022109,0.313134,0.00414,0.018143,0.015995,0.02614,0.028022,0.040492,0.018737,FALSE
0,0,0.416667,0.166667,0.46,0,0,0.333333,0.103604,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.086207,0.022727,0,0,0.022727,0.022727,0,0.057252,0.23516,0.151814,0.008396,0.045455,0.066908,1,0.008396,0.044433,0.07243,0.063422,0.15,0.243243,0.090592,0.106827,0.072727,0,0,0.072727,0.096703,0,0.142077,0.359888,0.279086,0.03072,0.121854,0.170719,0.373002,0.030719,0.12317,0.183908,0.162428,0.248174,0.414508,0.181853,0.041176,0.03445,0,0,0.043783,0.061275,0.040698,0.056204,0.106511,0.050494,0.007667,0.032826,0.043054,0.161489,0.007667,0.032956,0.045055,0.041735,0.067033,0.072307,0.079459,FALSE
0,0,0.791667,0.5,1,0,0,1,0.351351,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.293103,0.545455,0,0.25,0.545455,0.545455,0.4,0.683206,0.600798,0.612651,0.387337,0.481061,0.54792,0.335,0.387337,0.482406,0.485981,0.587021,0.5,0.540541,0.728223,0.206024,0.519008,0,0.147244,0.519008,0.672528,0.374684,0.55082,0.600964,0.65653,0.410694,0.533332,0.594499,0.156306,0.410694,0.534281,0.537011,0.630636,0.491262,0.696373,0.503691,0.158824,0.32823,0,0.200787,0.325744,0.446078,0.299419,0.435798,0.355717,0.237568,0.205007,0.287345,0.299857,0.135343,0.205007,0.285911,0.263122,0.324075,0.265385,0.24295,0.423317,_TRUE
0.33,0,0.416667,0.166667,0.95,0,0,0.333333,0.189189,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.068966,0.181818,0,0.136364,0.181818,0.113636,0.08,0.19084,0.279602,0.274605,0.027245,0.075758,0.109403,0.5,0.027245,0.075701,0.14486,0.106195,0.175,0.378378,0.195122,0.081392,0.112397,0,0.057743,0.119008,0.131868,0.040506,0.165027,0.271508,0.228239,0.045317,0.113025,0.152618,0.472469,0.045317,0.115726,0.156322,0.150289,0.181045,0.335751,0.172549,0.031373,0.045933,0,0.03937,0.056042,0.071078,0.052326,0.065283,0.080354,0.041295,0.011311,0.030447,0.038489,0.204552,0.011311,0.030964,0.038297,0.038616,0.048901,0.058568,0.075642,FALSE
0.5,0,0.666667,0.166667,0.81,0,0,0.333333,0.126126,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.206897,0.431818,0.5,0.454545,0.431818,0.25,0.24,0.347328,0.486481,0.426977,0.152312,0.272727,0.307414,0.335,0.152312,0.272206,0.327103,0.294985,0.508333,0.540541,0.452962,0.213655,0.327273,0.391304,0.220866,0.342149,0.237363,0.098734,0.347541,0.519162,0.436067,0.226408,0.369536,0.399823,0.223801,0.226408,0.370614,0.429655,0.381069,0.460749,0.581347,0.359054,0.109804,0.144498,0.263158,0.200787,0.154116,0.134804,0.093023,0.183312,0.204865,0.105195,0.075344,0.132731,0.134443,0.129191,0.075344,0.132218,0.140347,0.130551,0.165934,0.135213,0.202984,_TRUE
0,0,0.75,0.666667,0.83,0,0,0.333333,0.261261,0.1,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.044776,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0.111111,0.137931,0.454545,0.083333,0.113636,0.454545,0.454545,0.48,0.408397,0.339169,0.657116,0.251464,0.291667,0.347197,0.5,0.251464,0.292037,0.345794,0.348083,0.366667,0.567568,0.425087,0.160241,0.342149,0.208696,0.129921,0.347107,0.461538,0.212658,0.45082,0.475458,0.528265,0.364058,0.421192,0.465839,0.328242,0.364057,0.423047,0.438621,0.482948,0.405825,0.596891,0.416148,0.041176,0.074641,0.070175,0.059055,0.077058,0.107843,0.06686,0.118893,0.09381,0.063718,0.060576,0.075642,0.078321,0.09474,0.060576,0.075462,0.071638,0.082727,0.073077,0.069414,0.116933,FALSE
0.67,0,0.541667,0.333333,1,0.6,0,0.333333,0.112613,0.19,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,0.597015,0.158392,0.252366,0.166667,0.5,0.2,0.6,0.111111,0,0,0,0,0,0,0,0,0.065679,0.046512,0.000244,0.003788,0.009042,0.335,0.000244,0.004003,0.009346,0.00885,0.033333,0.135135,0.020906,0,0,0,0,0,0,0,0,0.137792,0.084716,0.000688,0.002207,0.028394,0.674955,0.000689,0.011509,0.027586,0.028902,0.061026,0.202073,0.029604,0,0.010526,0,0,0.019264,0.026961,0.031977,0,0.032624,0.012262,0.000137,0.000476,0.005729,0.233774,0.000138,0.002464,0.005407,0.005941,0.013187,0.0282,0.013532,FALSE
0,0,0.625,0.5,0.9,0,0,0.333333,0.153153,0.19,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.586207,0.409091,0.75,0.295455,0.409091,0.340909,0.4,0.354962,0.440485,0.652651,0.204616,0.238636,0.286618,1,0.204616,0.239278,0.285047,0.287611,0.383333,0.621622,0.519164,1,0.62114,0.823798,0.496892,0.62114,0.673222,0.543638,0.824849,0.771533,0.799695,0.60695,0.771001,0.805585,0.217632,0.60695,0.77391,0.804356,0.806358,0.796554,0.883556,0.923511,0.488235,0.244976,0.526316,0.429134,0.23993,0.281863,0.25,0.413316,0.28923,0.18327,0.191882,0.263083,0.25734,0.119348,0.191882,0.262291,0.249606,0.262439,0.272527,0.195228,0.486121,_TRUE
0,0,0.666667,0,0,0,0,0,0.045045,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.086207,0.227273,0.083333,0.045455,0.227273,0.181818,0.24,0.229008,0.168652,0.48614,0.068419,0.106061,0.139241,0.5,0.068419,0.107419,0.133178,0.143068,0.2,0.594595,0.247387,0.076305,0.128926,0.052174,0.017323,0.128926,0.145055,0.091139,0.14918,0.210477,0.272708,0.075663,0.113907,0.144277,0.330373,0.075662,0.113628,0.132414,0.151734,0.16172,0.397927,0.16113,0.019608,0.033493,0.017544,0.007874,0.038529,0.04902,0.043605,0.039343,0.041528,0.032894,0.01259,0.020457,0.024257,0.095355,0.012589,0.020269,0.021626,0.025991,0.029121,0.046276,0.047189,_TRUE
0,0,0.458333,0.333333,0,0,0,0.333333,0.184685,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.103448,0.318182,0,0.022727,0.318182,0.295455,0.32,0.29771,0.412618,0.437953,0.104845,0.181818,0.230561,1,0.104845,0.182662,0.240654,0.224189,0.291667,0.432432,0.303136,0.087206,0.439197,0,0.03712,0.439197,0.320251,0.347197,0.348946,0.657492,0.419076,0.226001,0.397351,0.450247,0.456737,0.226002,0.400358,0.427586,0.464492,0.462057,0.524056,0.333498,0.015686,0.065072,0,0.011811,0.064799,0.056373,0.063953,0.064419,0.090808,0.035384,0.026323,0.049952,0.05299,0.092279,0.026323,0.04999,0.048885,0.055696,0.058242,0.042661,0.065926,FALSE
0,0,0.375,0,0.83,0,0,0,0.067568,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.149842,0,0.333333,0,0.4,0.111111,0.051724,0.045455,0.083333,0.045455,0.045455,0.045455,0,0.110687,0.232726,0.186977,0.01396,0.056818,0.079566,0.5,0.01396,0.057001,0.079439,0.079646,0.183333,0.351351,0.135889,0.035609,0.039669,0.034783,0.011549,0.039669,0.052747,0,0.096175,0.213874,0.211313,0.019589,0.067107,0.100799,0.434103,0.019589,0.070531,0.098391,0.102312,0.150532,0.373057,0.120953,0.013725,0.02488,0.017544,0.007874,0.035026,0.04902,0.040698,0.038046,0.063297,0.038232,0.004889,0.018078,0.025421,0.187942,0.004889,0.018872,0.024105,0.026288,0.040659,0.065076,0.054476,_TRUE
0,0,0.583333,0.666667,0.91,0,0,0.333333,0.243243,0.08,0,0,0,0,0,0,0,0.5,1,0.8,0.946372,1,1,0.074627,0.945626,1,0.666667,0.666667,0.8,0.8,1,0.086207,0.272727,0.166667,0.181818,0.272727,0.272727,0.28,0.259542,0.283953,0.363163,0.064303,0.136364,0.177215,0.25,0.064303,0.135127,0.14486,0.19764,0.225,0.459459,0.264808,0.15261,0.446281,0.195652,0.259843,0.446281,0.593407,0.132911,0.493852,0.585234,0.528239,0.196459,0.370861,0.439219,0.194494,0.19646,0.372297,0.377586,0.477962,0.450069,0.707254,0.471021,0.031373,0.075598,0.052632,0.094488,0.075306,0.105392,0.040698,0.104194,0.092375,0.050972,0.026151,0.053283,0.059076,0.044909,0.026151,0.053127,0.049335,0.065498,0.064835,0.065799,0.105482,_TRUE
0,0,0.458333,0,0.76,0,0,0,0.126126,0.28,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,0.074627,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0.068966,0.068182,0,0.25,0.068182,0.068182,0,0.09542,0.17637,0.338605,0.017727,0.041667,0.062387,0.335,0.017727,0.03995,0.060748,0.063422,0.116667,0.378378,0.135889,0.013626,0.060213,0,0.058774,0.056671,0.061225,0,0.09719,0.259584,0.246366,0.016737,0.065279,0.105907,0.3102,0.016737,0.066816,0.103448,0.107453,0.152566,0.388601,0.103312,0.009804,0.058373,0,0.074803,0.075306,0.098039,0.078488,0.071768,0.143407,0.083205,0.007798,0.032826,0.049857,0.250692,0.007798,0.033372,0.047308,0.051537,0.076923,0.126537,0.08848,_TRUE
0,0,0.166667,0,0,0,0,0,0.022523,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.034483,0,0,0.022727,0,0,0,0.049618,0.246296,0.12093,0.006185,0.037879,0.05877,0.075,0.006185,0.03903,0.060748,0.057522,0.15,0.243243,0.15331,0.030522,0,0,0.017323,0,0,0,0.042623,0.168233,0.067773,0.012233,0.05298,0.070275,0.031972,0.012234,0.054796,0.071724,0.069364,0.109847,0.124352,0.279123,0.003922,0.003828,0,0.003937,0.007005,0.009804,0.011628,0.00562,0.016597,0.004087,0.001018,0.004757,0.005908,0.004614,0.001018,0.004887,0.005857,0.005941,0.00989,0.007231,0.039556,_TRUE
0,0,0.041667,0.333333,1,0,0,0.333333,0.148649,0.14,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,1,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0,0,0,0,0,0,0,0,0,0.027608,0.027907,0.000037,0,0.003617,0.5,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0.003484,0,0,0,0,0,0,0,0,0.090868,0.069511,0.000292,0,0.019521,0.831261,0.000292,0.006131,0.013793,0.023121,0.030513,0.165803,0.008458,0,0.001914,0,0,0.003503,0.004902,0.005814,0,0.005379,0.002515,0.000015,0,0.000985,0.071978,0.000015,0.000328,0.000676,0.001188,0.001648,0.005785,0.001388,FALSE
0,0,0.625,1,0.78,0,0,0.666667,0.536036,0.07,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.333333,0.396552,0.272727,0,0.5,0.272727,0.25,0.4,0.427481,0.278307,0.805023,0.293903,0.280303,0.330018,0.075,0.293903,0.278602,0.292056,0.353982,0.325,0.72973,0.571429,0.553213,0.421488,0,0.562992,0.421488,0.428571,0.379747,0.663934,0.504346,0.837649,0.812927,0.675497,0.698758,0.063943,0.812926,0.672566,0.648276,0.730491,0.541609,0.792746,0.723183,0.056863,0.035407,0,0.102362,0.035026,0.039216,0.037791,0.070039,0.039804,0.040414,0.054105,0.048525,0.046992,0.007382,0.054105,0.047988,0.042352,0.050052,0.039011,0.036876,0.080153,_TRUE
0,0,0.625,0,0.78,0,0,0,0.04955,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.149842,0,0.333333,0,0.4,0.111111,0.086207,0.397727,0.083333,0.045455,0.295455,0.25,0.2,0.21374,0.372475,0.779163,0.388363,0.378788,0.402351,0.5,0.388364,0.380339,0.380841,0.415929,0.6,1,0.240418,0.097116,0.374155,0.047431,0.023622,0.306536,0.323676,0.110472,0.242921,0.365768,0.519246,0.544204,0.450331,0.447689,0.432101,0.544204,0.455126,0.425078,0.461902,0.432732,0.633066,0.249135,0.027451,0.088995,0.017544,0.011811,0.077058,0.090686,0.052326,0.070471,0.079384,0.068894,0.099605,0.088963,0.082796,0.137189,0.099606,0.089303,0.076369,0.087034,0.085714,0.080983,0.078418,_TRUE
