@relation spambase-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_3d numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_receive numeric
@attribute word_freq_will numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_free numeric
@attribute word_freq_business numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_george numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_telnet numeric
@attribute word_freq_857 numeric
@attribute word_freq_data numeric
@attribute word_freq_415 numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_pm numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_re numeric
@attribute word_freq_edu numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_average numeric
@attribute capital_run_length_longest numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0,0,0,0,0,0,0.007201,0,0,0,0.008273,0,0,0,0,0.011204,0,0,0,0,0,0,0,0.003841,0.004802,0.0024,0,0,0,0,0,0,0,0,0.054616,0,0,0,0,0.011204,0,0,0,0,0,0,0.034,0.018472,0.046247,0,0,0,0,0.000756,0.001702,0.058965,0
0,0,0,0,0,0,0,0.035104,0,0,0,0.040331,0,0,0,0,0,0,0,0,0,0,0,0,0.018723,0,0,0,0.027311,0.066327,0,0,0.021452,0,0,0.050715,0.056604,0,0,0,0,0,0,0,0,0,0,0,0,0.005025,0,0,0,0,0.000908,0.003704,0.007765,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075369,0,0,0,0,0.001816,0.000601,0.002967,0
0,0,0,0,0,0,0.404402,0.132313,0.279468,0.080858,0.563218,0,0,0,0,0,0.411765,0,0,0.080858,0.39694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014459,0,0.013086,0.023488,0,0.126192,0.027833,0.017614,1
0,0,0.05098,0,0.026,0,0,0,0,0,0.099617,0.109617,0,0.026,0.058957,0.04,0,0.028603,0.070933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03066,0,0.014502,0,0,0.000988,0.001402,0.011806,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156766,0,0,0,0,0.342137,0,0,0,0,0,0,0.133053,0,0,0,0,0.055681,0,0,0,0,0,0,0.000568,0
0.099119,0.047619,0.133333,0,0.192,0,0.077029,0.040504,0,0.024752,0.084291,0.187177,0,0,0.179138,0.011,0.015406,0.19912,0.126933,0,0.122412,0,0.020183,0.0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023109,0,0,0,0,0,0.004989,0,0,0.004333,0.005845,0,0.017674,0.022322,0.000958,0.001956,0.009311,0.024242,1
0,0,0,0,0.073,0.040816,0,0,0,0.013201,0,0.050672,0,0,0,0,0,0,0.1312,0,0.044104,0,0,0,0.059049,0.043818,0.044104,0.053905,0.034314,0.083333,0.0392,0.102941,0,0.102941,0.0245,0.063719,0,0,0.044104,0.102941,0,0,0.204482,0,0.03408,0,0,0,0,0.02943,0.010047,0.001262,0,0.002068,0.000719,0.001101,0.014078,0
0,0.015406,0.064706,0,0.022,0.018707,0,0,0,0,0.042146,0.045502,0,0,0,0,0,0,0.023467,0,0.009901,0.006433,0,0,0.005281,0.006603,0,0,0,0,0,0,0.006051,0,0,0,0,0,0.009901,0,0,0,0,0,0.030812,0,0,0,0.004333,0.025943,0,0,0,0,0.00097,0.001001,0.024874,0
0,0,0,0,0,0,0.269601,0,0,0.107811,0,0.202689,0,0,0,0,0,0,0.209067,0,0.176418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00469,0.005907,0.004609,1
0,0,0,0,0.033,0,0,0,0,0,0,0.034126,0,0,0,0.0165,0,0.036304,0.0176,0,0.029703,0,0,0,0.047528,0.019808,0,0.072607,0,0.056122,0,0,0,0,0.0165,0,0,0,0,0,0,0,0,0.0165,0,0,0,0,0,0.013331,0.010537,0,0,0,0.000922,0.001802,0.007828,0
0,0.081933,0,0,0,0,0,0,0.222433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070228,0.070507,0,0,0,0,0,0,0,0,0,0.169811,0,0,0,0,0,0,0,0,0,0,0.117,0.085747,0,0,0,0,0,0.001748,0.001502,0.007323,0
0.052863,0,0.047059,0,0,0.081633,0.033012,0,0,0.026403,0.091954,0.074457,0.216216,0,0,0.084,0.10084,0,0.1024,0,0.151215,0,0.044037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020845,0.137931,0.007565,0.003026,0.005106,0.02702,1
0,0,0.288235,0,0,0.187075,0.049519,0,0,0,0.137931,0.037229,0,0,0,0.018,0,0,0.117867,0.060506,0.265527,0,0.269725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121,0,0.012747,0.147926,0.008926,0.001816,0.003204,0.011111,1
0,0,0.101961,0,0.104,0,0,0,0,0,0,0.107549,0,0,0,0,0,0,0.027733,0,0.046805,0,0,0,0.087854,0.094238,0.015602,0.028603,0.018207,0.044218,0.0208,0.054622,0.071507,0.054622,0.013,0.03381,0.037736,0,0.023402,0.054622,0,0.054622,0.072829,0.013,0.036415,0,0,0.052,0.031015,0.018663,0.022298,0,0.007496,0,0.000747,0.001201,0.009722,0
0,0,0,0,0,0,0,0.116112,0,0.023652,0,0,0,0,0,0.0215,0,0.190319,0.022933,0,0.038704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012715,0,0.009545,0.010328,0,0.000433,0.000701,0.00404,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056382,0.014962,0.004806,0.029735,1
0.185022,0,0,0,0,0,0,0,0,0,0,0.086867,0,0,0,0,0,0,0.0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0.0187,0.042453,0,0,0,0,0.002124,0.000601,0.01048,0
0.255507,0,0,0,0,0,0,0,0,0,0,0.119959,0,0,0,0,0,0,0,0,0,0,0,0,0.055689,0.069628,0,0,0,0,0.0928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040137,0.018048,0,0,0,0,0.000432,0.000601,0.001894,0
0.037445,0,0.033333,0,0.152,0.059524,0.006878,0.0045,0.009506,0.00275,0.019157,0.053775,0.052252,0.005,0,0,0.089636,0.005501,0.224533,0.012651,0.09991,0,0.150459,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014006,0,0.002334,0,0,0,0.002281,0.005332,0,0.000308,0.027819,0,0.000743,0.001201,0.029104,1
