@relation waveform-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x39 numeric
@attribute x40 numeric
@attribute class {0,1,2}

@data
0.664731,0.236948,0.358151,0.426816,0.433366,0.161086,0.254783,0.431353,0.322211,0.218163,0.645542,0.456159,0.912338,0.57872,0.73642,0.613422,0.645951,0.493802,0.60261,0.485123,0.326949,0.351506,0.211034,0.534682,0.593955,0.530914,0.346154,0.340164,0.721024,0.458092,0.321038,0.660606,0.519062,0.433719,0.315341,0.715328,0.326379,0.727532,0.559942,0.57931,2
0.272859,0.527443,0.677792,0.603352,0.568608,0.553846,0.606957,0.471276,0.420229,0.353862,0.180451,0.335073,0.720779,0.492215,0.640249,0.388469,0.497175,0.549587,0.582444,0.227684,0.291382,0.527977,0.449655,0.073699,0.613666,0.461022,0.614011,0.510929,0.6469,0.617052,0.801913,0.565152,0.667155,0.611326,0.53125,0.513869,0.414307,0.526391,0.554094,0.657931,0
0.532656,0.382865,0.415918,0.550838,0.532083,0.574661,0.694783,0.459591,0.367049,0.526096,0.26101,0.279749,0.462121,0.611592,0.497774,0.567108,0.479284,0.503099,0.568209,0.558862,0.670315,0.678623,0.506207,0.40896,0.374507,0.75,0.39011,0.523224,0.30593,0.518786,0.340164,0.874242,0.567449,0.501931,0.649148,0.39708,0.28763,0.500713,0.701754,0.542069,0
0.423803,0.635877,0.471117,0.178771,0.420533,0.334842,0.414783,0.696203,0.293014,0.213987,0.104189,0.417537,0.587662,0.596021,0.73553,0.55482,0.693032,0.418388,0.587189,0.521345,0.280438,0.340029,0.303448,0.682081,0.319317,0.732527,0.339286,0.520492,0.347709,0.612717,0.569672,0.530303,0.353372,0.302445,0.535511,0.594161,0.558867,0.804565,0.687135,0.532414,0
0.53701,0.449799,0.632863,0.687151,0.521224,0.617195,0.91913,0.734177,0.576642,0.59499,0.291085,0.295407,0.225108,0.262111,0.37667,0.464083,0.277778,0.403926,0.31554,0.363519,0.459644,0.519369,0.364138,0.601156,0.449409,0.360215,0.440934,0.540984,0.520216,0.440751,0.393443,0.598485,0.463343,0.397683,0.355114,0.566423,0.42772,0.542083,0.584795,0.366897,0
0.419448,0.523427,0.499358,0.33743,0.54689,0.453394,0.55913,0.428432,0.597497,0.41023,0.432868,0.31524,0.437229,0.411765,0.517364,0.39225,0.481168,0.38843,0.706999,0.355757,0.320109,0.355811,0.36,0.625723,0.839685,0.389785,0.505495,0.812842,0.881402,0.407514,0.509563,0.624242,0.485337,0.552124,0.568182,0.373723,0.57079,0.455064,0.45614,0.417931,0
0.857765,0.370817,0.319641,0.794413,0.732478,0.876923,0.685217,0.839338,0.576642,0.329854,0.317938,0.314196,0.179654,0.344291,0.399822,0.28828,0.358757,0.5,0.46382,0.6326,0.556772,0.467719,0.424828,0.716763,0.396846,0.473118,0.482143,0.543716,0.497305,0.50289,0.437158,0.743939,0.466276,0.271557,0.502841,0.381022,0.459016,0.340942,0.438596,0.651034,0
0.596517,0.855422,0.405648,0.606704,0.424482,0.457919,0.417391,0.648491,0.72367,0.680585,0.698174,0.605428,0.512987,0.389273,0.459484,0.387524,0.29096,0.395661,0.417556,0.438551,0.554036,0.500717,0.426207,0.540462,0.759527,0.114247,0.502747,0.486339,0.598383,0.372832,0.491803,0.315152,0.607038,0.28314,0.461648,0.769343,0.703428,0.495007,0.508772,0.646897,1
0.564586,0.222222,0.632863,0.181006,0.327739,0.310407,0.378261,0.374878,0.58707,0.427975,0.736842,0.670146,0.604978,0.487889,0.323241,0.382798,0.520716,0.376033,0.362989,0.425614,0.425445,0.48637,0.797241,0.206647,0.287779,0.270161,0.542582,0.409836,0.432615,0.530347,0.594262,0.712121,0.61437,0.374517,0.545455,0.754745,0.624441,0.462197,0.576023,0.438621,2
0.45283,0.555556,0.32991,0.398883,0.454097,0.247059,0.238261,0.214216,0.211679,0.359081,0.189044,0.30167,0.494589,0.605536,0.733749,0.755198,0.612994,0.617769,0.650059,0.433376,0.381669,0.45911,0.474483,0.364162,0.571616,0.528226,0.494505,0.461749,0.451482,0.235549,0.26776,0.478788,0.749267,0.407979,0.663352,0.245255,0.545455,0.492154,0.486842,0.489655,0
0.889695,0.460509,0.381258,0.459218,0.286278,0.362896,0.348696,0.198637,0.660063,0.394572,0.501611,0.715031,0.71645,0.688581,0.626892,0.597353,0.672316,0.694215,0.692764,0.522639,0.352941,0.490674,0.438621,0.416185,0.526938,0.55914,0.744505,0.654372,0.473046,0.34104,0.586066,0.484848,0.526393,0.617761,0.697443,0.519708,0.411326,0.31669,0.533626,0.721379,2
0.724238,0.350736,0.370988,0.38324,0.262586,0.226244,0.343478,0.288218,0.440042,0.487474,0.328679,0.672234,0.690476,0.604671,0.617097,0.533081,0.592279,0.658058,0.462633,0.522639,0.429549,0.338594,0.602759,0.378613,0.499343,0.505376,0.434066,0.64071,0.471698,0.465318,0.423497,0.60303,0.391496,0.465894,0.366477,0.465693,0.637854,0.422254,0.865497,0.548966,2
0.357039,0.369478,0.341463,0.284916,0.370188,0.19638,0.174783,0.30185,0.455683,0.515658,0.659506,0.692067,0.709957,0.485294,0.666963,0.659735,0.50565,0.751033,0.654804,0.698577,0.737346,0.64132,0.468966,0.521676,0.424442,0.584677,0.394231,0.639344,0.479784,0.355491,0.428962,0.365152,0.498534,0.267696,0.603693,0.70073,0.695976,0.32097,0.47076,0.751724,2
0.397678,0.523427,0.34018,0.503911,0.495558,0.60362,0.452174,0.487829,0.376434,0.391441,0.366273,0.470772,0.594156,0.615917,0.690116,0.81758,0.629944,0.55062,0.429419,0.619664,0.600547,0.61693,0.285517,0.515896,0.583443,0.419355,0.321429,0.564208,0.58221,0.283237,0.5,0.519697,0.495601,0.343629,0.37642,0.420438,0.420268,0.312411,0.447368,0.384828,0
0.58926,0.352075,0.263158,0.393296,0.408687,0.251584,0.186087,0.312561,0.492179,0.352818,0.415682,0.335073,0.602814,0.620242,0.763134,0.794896,0.804143,0.727273,0.689205,0.639069,0.682627,0.464849,0.383448,0.552023,0.396846,0.413978,0.446429,0.493169,0.606469,0.631503,0.435792,0.233333,0.722874,0.543115,0.572443,0.567883,0.742176,0.577746,0.434211,0.550345,2
0.689405,0.52075,0.378691,0.739665,0.653504,0.551131,0.598261,0.568647,0.638165,0.56263,0.359828,0.36952,0.347403,0.180796,0.325913,0.273157,0.530132,0.399793,0.431791,0.364812,0.603283,0.500717,0.445517,0.702312,0.693824,0.475806,0.285714,0.581967,0.62938,0.377168,0.336066,0.271212,0.395894,0.508366,0.524148,0.617518,0.360656,0.459344,0.611111,0.467586,0
0.480406,0.60241,0.671374,0.458101,0.363277,0.424434,0.385217,0.369036,0.208551,0.177453,0.337272,0.218163,0.409091,0.562284,0.656278,0.586957,0.683616,0.58781,0.53618,0.516171,0.532148,0.311334,0.437241,0.459538,0.30749,0.647849,0.429945,0.54235,0.419137,0.380058,0.703552,0.756061,0.538123,0.680824,0.443182,0.659854,0.277198,0.466476,0.55848,0.289655,0
0.322206,0.385542,0.410783,0.500559,0.441264,0.573756,0.707826,0.591042,0.75391,0.52714,0.400644,0.41858,0.384199,0.387543,0.234194,0.324197,0.509416,0.461777,0.516014,0.391979,0.663475,0.675753,0.337931,0.271676,0.526938,0.419355,0.489011,0.434426,0.506739,0.552023,0.308743,0.310606,0.491202,0.357786,0.455966,0.345985,0.614009,0.272468,0.331871,0.776552,1
0.526851,0.463186,0.318357,0.623464,0.746298,0.630769,0.564348,0.531646,0.922836,0.60334,0.593985,0.556367,0.550866,0.549308,0.253785,0.434783,0.254237,0.503099,0.423488,0.623545,0.474692,0.657102,0.533793,0.432081,0.44021,0.25672,0.506868,0.5,0.638814,0.40896,0.516393,0.309091,0.398827,0.297297,0.491477,0.325547,0.608048,0.536377,0.538012,0.463448,1
0.782293,0.405622,0.341463,0.357542,0.382034,0.349321,0.388696,0.393379,0.375391,0.401879,0.533835,0.507307,0.668831,0.594291,0.706144,0.482987,0.570621,0.326446,0.682088,0.435964,0.294118,0.542324,0.362759,0.440751,0.520368,0.176075,0.502747,0.556011,0.618598,0.735549,0.556011,0.572727,0.686217,0.487773,0.491477,0.626277,0.496274,0.527817,0.289474,0.649655,2
0.310595,0.445783,0.383825,0.316201,0.203356,0.225339,0.276522,0.263875,0.25756,0.546973,0.468314,0.753653,0.785714,0.692907,0.54675,0.73724,0.536723,0.595041,0.396204,0.360931,0.55814,0.563845,0.46069,0.426301,0.337714,0.495968,0.442308,0.603825,0.376011,0.604046,0.379781,0.486364,0.555718,0.648649,0.475852,0.459854,0.710879,0.369472,0.225146,0.707586,2
0.811321,0.277108,0.086008,0.23352,0.237907,0.206335,0.143478,0.213242,0.110532,0.356994,0.43609,0.580376,0.822511,0.58391,0.65984,0.727788,0.815443,0.783058,0.589561,0.535576,0.686731,0.592539,0.46069,0.676301,0.501971,0.393817,0.505495,0.280055,0.376011,0.511561,0.553279,0.19697,0.797654,0.341055,0.4375,0.217518,0.363636,0.509272,0.542398,0.497931,2
0.445573,0.373494,0.299101,0.528492,0.445212,0.584615,0.848696,0.658228,0.46194,0.668058,0.506982,0.365344,0.380952,0.281142,0.162066,0.218336,0.359699,0.400826,0.396204,0.605433,0.502052,0.453372,0.45931,0.641618,0.282523,0.481183,0.436813,0.418033,0.679245,0.643064,0.065574,0.266667,0.35044,0.637066,0.322443,0.456934,0.311475,0.636234,0.510234,0.590345,1
0.531205,0.319946,0.335045,0.326257,0.332675,0.290498,0.383478,0.451801,0.533889,0.281837,0.45435,0.605428,0.647186,0.57526,0.589492,0.521739,0.55838,0.820248,0.702254,0.60414,0.580027,0.532281,0.358621,0.410405,0.220762,0.540323,0.589286,0.353825,0.545822,0.598266,0.153005,0.6,0.599707,0.534106,0.84517,0.534307,0.467958,0.512126,0.53655,0.612414,2
0.577649,0.286479,0.401797,0.363128,0.401777,0.251584,0.283478,0.513145,0.507821,0.583507,0.576799,0.660752,0.483766,0.707612,0.646483,0.398866,0.60452,0.530992,0.421115,0.379043,0.417237,0.527977,0.393103,0.456647,0.335085,0.587366,0.418956,0.099727,0.520216,0.543353,0.502732,0.454545,0.397361,0.214929,0.617898,0.724088,0.360656,0.433666,0.55848,0.502069,2
0.731495,0.321285,0.530167,0.593296,0.322804,0.343891,0.408696,0.251217,0.270073,0.512526,0.494092,0.613779,0.520563,0.727509,0.62244,0.661626,0.66855,0.484504,0.538553,0.633894,0.511628,0.54089,0.696552,0.371387,0.51774,0.793011,0.572802,0.476776,0.548518,0.449422,0.36612,0.613636,0.390029,0.444015,0.43892,0.581022,0.564829,0.529244,0.400585,0.526897,0
0.403483,0.528782,0.743261,0.669274,0.673248,0.533032,0.606957,0.565725,0.27633,0.424843,0.183673,0.5,0.515152,0.478374,0.360641,0.475425,0.699623,0.859504,0.689205,0.472186,0.414501,0.439024,0.184828,0.57659,0.568988,0.428763,0.395604,0.523224,0.187332,0.518786,0.571038,0.760606,0.363636,0.375804,0.366477,0.471533,0.558867,0.318117,0.640351,0.707586,0
0.226415,0.705489,0.661104,0.519553,0.626851,0.688688,0.790435,0.720545,0.565172,0.170146,0.450054,0.364301,0.278139,0.282007,0.536955,0.352552,0.416196,0.411157,0.281139,0.375162,0.541724,0.398852,0.664828,0.543353,0.500657,0.427419,0.56456,0.562842,0.543127,0.609827,0.353825,0.534848,0.407625,0.530245,0.585227,0.30073,0.412817,0.740371,0.44883,0.29931,0
0.184325,0.481928,0.356868,0.367598,0.319842,0.411765,0.257391,0.438169,0.416058,0.69833,0.62406,0.675365,0.571429,0.711073,0.707925,0.618147,0.779661,0.521694,0.372479,0.728331,0.287278,0.352941,0.666207,0.624277,0.477004,0.407258,0.542582,0.47541,0.700809,0.419075,0.357923,0.665152,0.420821,0.395109,0.457386,0.621898,0.463487,0.650499,0.498538,0.553103,2
0.239478,0.512718,0.613607,0.256983,0.448174,0.272398,0.414783,0.592016,0.637122,0.674322,0.570354,0.61691,0.91342,0.384083,0.462155,0.335539,0.427495,0.38843,0.6121,0.517464,0.266758,0.360115,0.377931,0.395954,0.586071,0.615591,0.578297,0.565574,0.506739,0.580925,0.394809,0.560606,0.478006,0.37323,0.369318,0.509489,0.654247,0.496434,0.435673,0.515862,2
0.519594,0.378849,0.516046,0.430168,0.346496,0.428054,0.446957,0.497566,0.630865,0.759916,0.789474,0.716075,0.603896,0.3391,0.329475,0.429112,0.364407,0.325413,0.421115,0.490298,0.5513,0.608321,0.626207,0.342486,0.195795,0.516129,0.309066,0.663934,0.460916,0.606936,0.636612,0.510606,0.835777,0.590734,0.227273,0.472993,0.371088,0.269615,0.766082,0.373793,1
0.56894,0.507363,0.562259,0.631285,0.621915,0.779186,0.656522,0.610516,0.705944,0.569937,0.288937,0.518789,0.215368,0.373702,0.305432,0.335539,0.425612,0.377066,0.688019,0.500647,0.435021,0.780488,0.495172,0.446532,0.557162,0.284946,0.39011,0.569672,0.559299,0.475434,0.411202,0.495455,0.422287,0.545689,0.414773,0.642336,0.514158,0.56776,0.475146,0.395862,0
0.478955,0.239625,0.580231,0.465922,0.746298,0.422624,0.421739,0.497566,0.407716,0.403967,0.293233,0.391441,0.291126,0.40917,0.335708,0.57656,0.670433,0.40186,0.263345,0.48771,0.745554,0.496413,0.390345,0.479769,0.60184,0.471774,0.31044,0.474044,0.544474,0.521676,0.535519,0.157576,0.392962,0.513514,0.602273,0.645255,0.499255,0.268188,0.546784,0.597241,0
0.370102,0.507363,0.6457,0.593296,0.899309,0.570136,0.769565,0.759494,0.624609,0.495825,0.3942,0.322547,0.161255,0.344291,0.276937,0.311909,0.357815,0.554752,0.492289,0.578266,0.592339,0.634146,0.488276,0.356936,0.491459,0.448925,0.325549,0.588798,0.559299,0.549133,0.63388,0.643939,0.5,0.314028,0.678977,0.614599,0.257824,0.365193,0.432749,0.627586,0
0.541364,0.634538,0.51733,0.556425,0.563672,0.688688,0.487826,0.546251,0.437956,0.390397,0.354458,0.302714,0.517316,0.572664,0.39626,0.426276,0.591337,0.455579,0.288256,0.391979,0.376197,0.387374,0.888276,0.58526,0.226018,0.415323,0.571429,0.337432,0.380054,0.624277,0.392077,0.672727,0.451613,0.75547,0.332386,0.50365,0.423249,0.378031,0.289474,0.593103,0
0.680697,0.64257,0.023107,0.407821,0.489635,0.307692,0.421739,0.302824,0.305527,0.231733,0.413534,0.507307,0.660173,0.620242,0.645592,0.73535,0.584746,0.673554,0.888493,0.51229,0.48974,0.517934,0.233103,0.650289,0.450723,0.413978,0.671703,0.420765,0.411051,0.674855,0.501366,0.695455,0.601173,0.658945,0.34517,0.527007,0.545455,0.338088,0.51462,0.524138,0
